commitment_id,visit_id,dealer_id,sales_person_id,product_id,product_category_id,product_description,quantity_promised,unit_of_measure,commitment_date,expected_order_date,expected_delivery_date,status,converted_order_id,converted_quantity,conversion_date,confidence_score,extraction_source,is_consumed,consumed_by_order_id,notes,created_at,updated_at
b331c6b4-7121-42a7-ae4c-f46d919d0583,df0af977-961e-4e4a-8acf-6c5a8c5c9486,34d40fdb-61b7-4fcd-8fd7-b6266b662296,fe0888ac-3ea5-4fba-846c-2294c69f1659,17b438d3-0eb9-4489-843d-67569ab2e171,744c7d64-3997-48f3-8de0-3e5b95232570,24 pcs 500g,24,PCS,2024-05-15,2024-05-16,2024-05-19,CONVERTED,,24,2024-05-18,0.94,Stock check kiya,1,,,2024-05-15,2024-05-18
01e98f3d-2f9c-4cb2-9327-b73f3bd30eca,1762b772-305f-40a2-9e53-9871949b8b69,0065fc9e-691f-412d-a732-28b741dbb336,fe0888ac-3ea5-4fba-846c-2294c69f1659,17b438d3-0eb9-4489-843d-67569ab2e171,744c7d64-3997-48f3-8de0-3e5b95232570,48 pcs 500g,24,PCS,2024-07-02,2024-07-07,2024-07-09,CONVERTED,,24,2024-07-07,0.9,Stock check kiya,1,,,2024-07-02,2024-07-07
69ba24d5-d153-4e97-b030-9ad199da40c8,66c16721-cb0f-46ad-ba0b-3d4d98bdda5c,115804b5-d9c6-401e-a450-d16354ecaf2d,0de98ea1-d767-49c6-97d0-d792e515bae7,691d2da3-3a95-42f4-af6a-57c1f73652fa,744c7d64-3997-48f3-8de0-3e5b95232570,12 pcs 1kg,36,PCS,2024-07-15,2024-07-22,2024-07-24,CONVERTED,,36,2024-07-25,0.89,Delivery chahiye,1,,,2024-07-15,2024-07-25
e8845459-136a-4eb8-b609-24bf7609a979,7cf37861-dcf2-48d4-8699-f45c4386d5ff,d57aa585-6d50-45b9-b7c3-5ddc5266ff65,fe0888ac-3ea5-4fba-846c-2294c69f1659,17b438d3-0eb9-4489-843d-67569ab2e171,744c7d64-3997-48f3-8de0-3e5b95232570,1 case 500g,48,PCS,2024-05-06,2024-05-12,2024-05-13,CONVERTED,,48,2024-05-11,0.94,Order liya,1,,Follow up required,2024-05-06,2024-05-11
9d7fe277-5a82-4b64-a15e-008fa1e01395,c9e984f5-82c6-4395-af48-8aa2c90bee3c,dc84c823-845e-4588-859b-49a7e3d43b3c,f3a3c673-f426-4fec-b8f9-d1907e18ccd4,691d2da3-3a95-42f4-af6a-57c1f73652fa,744c7d64-3997-48f3-8de0-3e5b95232570,3 cases 1kg,24,PCS,2024-07-25,2024-07-26,2024-07-29,CONVERTED,,24,2024-07-23,0.85,Case order diya,1,,,2024-07-25,2024-07-23
e0f0ed17-504f-4d73-82ae-2df53be69a38,c95f7657-6b56-4b65-b0f2-d7b669fac393,68f1b083-a966-45d7-9568-8fe0199280cf,0de98ea1-d767-49c6-97d0-d792e515bae7,17b438d3-0eb9-4489-843d-67569ab2e171,744c7d64-3997-48f3-8de0-3e5b95232570,2 cases of 500g,24,PCS,2024-06-10,2024-06-14,2024-06-17,CONVERTED,,24,2024-06-17,0.9,Stock check kiya,1,,,2024-06-10,2024-06-17
5eb12595-2287-4a38-8a02-181a01eb1e47,37c1566b-13d7-43e7-9928-9abf0de3cb6c,4260ce4c-5209-476c-afb1-655f9e02133d,f3a3c673-f426-4fec-b8f9-d1907e18ccd4,691d2da3-3a95-42f4-af6a-57c1f73652fa,744c7d64-3997-48f3-8de0-3e5b95232570,3 cases 1kg,24,PCS,2024-09-27,2024-10-02,2024-10-04,EXPIRED,,0,,0.75,Delivery chahiye,0,,,2024-09-27,2024-09-27
602b331c-6507-4c7e-bcd2-2af35ed39531,2744fede-58be-492b-837c-29f7f2c04765,493470d1-7f49-4d7f-88c7-30d85187f126,fe0888ac-3ea5-4fba-846c-2294c69f1659,691d2da3-3a95-42f4-af6a-57c1f73652fa,744c7d64-3997-48f3-8de0-3e5b95232570,1 case 1kg,12,PCS,2024-10-14,2024-10-21,2024-10-23,CONVERTED,,12,2024-10-20,0.93,Order liya,1,,,2024-10-14,2024-10-20
7c443191-49e1-4e89-9b60-9bd12721ab09,579c6fc4-9c0e-4d9a-b479-5af7ed94bc22,0065fc9e-691f-412d-a732-28b741dbb336,fe0888ac-3ea5-4fba-846c-2294c69f1659,17b438d3-0eb9-4489-843d-67569ab2e171,744c7d64-3997-48f3-8de0-3e5b95232570,48 pcs 500g,48,PCS,2025-02-04,2025-02-07,2025-02-09,PARTIAL,,29,2025-02-08,0.85,Case order diya,0,,,2025-02-04,2025-02-08
60f54d0e-aaa5-4dfa-8694-ced3c1f0d7ac,7ba24d9e-ec12-4d6f-9f34-9df3cc9ff045,22e73046-8fe1-47f8-b7e2-c67e1cc1a458,f3a3c673-f426-4fec-b8f9-d1907e18ccd4,17b438d3-0eb9-4489-843d-67569ab2e171,744c7d64-3997-48f3-8de0-3e5b95232570,1 case 500g,72,PCS,2024-10-19,2024-10-26,2024-10-29,PARTIAL,,51,2024-10-25,0.82,Stock check kiya,0,,,2024-10-19,2024-10-25
2041c19b-f8bc-45ef-a63b-8eaa57000000,16723d47-9fe0-4d42-b138-d5c9de9d9e66,9198bfa1-1b5b-4a67-a310-ac2db2875058,92522288-0375-4a48-a9b2-822815269255,17b438d3-0eb9-4489-843d-67569ab2e171,744c7d64-3997-48f3-8de0-3e5b95232570,2 cases of 500g,24,PCS,2024-12-20,2024-12-21,2024-12-22,CONVERTED,,24,2024-12-23,0.8,Delivery chahiye,1,,,2024-12-20,2024-12-23
c774f4fc-af8b-4c52-b891-3b953815630e,cc6038cd-08bd-4637-bdba-191866b5b6eb,4260ce4c-5209-476c-afb1-655f9e02133d,f3a3c673-f426-4fec-b8f9-d1907e18ccd4,17b438d3-0eb9-4489-843d-67569ab2e171,744c7d64-3997-48f3-8de0-3e5b95232570,24 pcs 500g,72,PCS,2024-07-26,2024-08-01,2024-08-03,CONVERTED,,72,2024-07-31,0.87,Stock check kiya,1,,,2024-07-26,2024-07-31
8c5a4829-afe2-4add-ad2d-d197b97c3bdf,617c758a-612e-47b4-8740-9b44e468c824,9198bfa1-1b5b-4a67-a310-ac2db2875058,92522288-0375-4a48-a9b2-822815269255,17b438d3-0eb9-4489-843d-67569ab2e171,744c7d64-3997-48f3-8de0-3e5b95232570,24 pcs 500g,48,PCS,2024-11-09,2024-11-15,2024-11-16,CONVERTED,,48,2024-11-18,0.84,Delivery chahiye,1,,,2024-11-09,2024-11-18
d3d9dbc7-a898-45ae-b9fc-1ac3ff5ce6c3,791c2562-c388-4cd2-ad00-4c86614d0f75,4260ce4c-5209-476c-afb1-655f9e02133d,f3a3c673-f426-4fec-b8f9-d1907e18ccd4,691d2da3-3a95-42f4-af6a-57c1f73652fa,744c7d64-3997-48f3-8de0-3e5b95232570,2 cases of 1kg,36,PCS,2024-11-23,2024-11-27,2024-11-30,CONVERTED,,36,2024-11-29,0.72,Order liya,1,,,2024-11-23,2024-11-29
56ac54d7-f48f-43bb-a5f5-24d32ce8564d,525a7f7f-267f-49d2-b0ec-41095cc886bf,76fd9001-d837-4dd4-9c5d-fae3eabe879a,f3a3c673-f426-4fec-b8f9-d1907e18ccd4,17b438d3-0eb9-4489-843d-67569ab2e171,744c7d64-3997-48f3-8de0-3e5b95232570,48 pcs 500g,72,PCS,2024-04-23,2024-04-24,2024-04-25,CONVERTED,,72,2024-04-25,0.87,Case order diya,1,,,2024-04-23,2024-04-25
153ef2ab-8d24-4fd8-93d5-cab706342992,067fb48b-93fc-4c6e-9ffc-df35a085d3f3,2566205d-339c-4157-a1f7-c907482ec0a3,0de98ea1-d767-49c6-97d0-d792e515bae7,72f40484-f49b-4f82-9a99-d22ec799c523,744c7d64-3997-48f3-8de0-3e5b95232570,6 pcs 2kg,18,PCS,2024-04-19,2024-04-25,2024-04-26,PENDING,,0,,0.71,Case order diya,0,,,2024-04-19,2024-04-19
0ac8cda1-4407-47e2-9e29-a38047a5423b,4e794742-15bc-4ff8-bcab-1d3d05f84461,fd656c0c-f9a1-4da7-a4c7-8f457f619af2,92522288-0375-4a48-a9b2-822815269255,17b438d3-0eb9-4489-843d-67569ab2e171,744c7d64-3997-48f3-8de0-3e5b95232570,24 pcs 500g,48,PCS,2024-08-24,2024-08-26,2024-08-29,EXPIRED,,0,,0.88,Case order diya,0,,,2024-08-24,2024-08-24
41bbf387-8163-4813-aeb3-4b2de95e4ae2,a9c80ebe-04f6-45a9-880a-1b1391e29cd1,ebecfffa-f6cf-46ab-98b0-2cba276c61e7,fe0888ac-3ea5-4fba-846c-2294c69f1659,691d2da3-3a95-42f4-af6a-57c1f73652fa,744c7d64-3997-48f3-8de0-3e5b95232570,3 cases 1kg,36,PCS,2024-05-10,2024-05-12,2024-05-15,CONVERTED,,36,2024-05-10,0.75,Case order diya,1,,Follow up required,2024-05-10,2024-05-10
97e207ef-44a3-4746-8f01-5c027b48aeb2,2a7f8d28-5476-4920-9411-e3dc4e7566b5,d57aa585-6d50-45b9-b7c3-5ddc5266ff65,fe0888ac-3ea5-4fba-846c-2294c69f1659,691d2da3-3a95-42f4-af6a-57c1f73652fa,744c7d64-3997-48f3-8de0-3e5b95232570,3 cases 1kg,36,PCS,2024-12-14,2024-12-19,2024-12-20,PARTIAL,,18,2024-12-17,0.86,Case order diya,0,,,2024-12-14,2024-12-17
db5e1ed5-3171-44db-a112-14b05cd3eb8c,1bbcaa65-a72d-45f0-af95-7bbed748c8be,b2ef95e6-8719-44a0-917a-1043a02ce2b0,fe0888ac-3ea5-4fba-846c-2294c69f1659,691d2da3-3a95-42f4-af6a-57c1f73652fa,744c7d64-3997-48f3-8de0-3e5b95232570,12 pcs 1kg,36,PCS,2024-11-23,2024-11-27,2024-11-28,PARTIAL,,21,2024-11-28,0.91,Order liya,0,,Follow up required,2024-11-23,2024-11-28
d6f52a9a-5d04-496f-acf0-5f041ff0b59a,76bc7a26-c8b6-488f-9c20-4335ebc66cc6,7178f55e-6bbc-4f51-8768-e2277e170ca5,92522288-0375-4a48-a9b2-822815269255,72f40484-f49b-4f82-9a99-d22ec799c523,744c7d64-3997-48f3-8de0-3e5b95232570,12 pcs 2kg,12,PCS,2024-08-10,2024-08-11,2024-08-14,PENDING,,0,,0.92,Case order diya,0,,,2024-08-10,2024-08-10
44a82470-5891-4678-8ef7-92535754f194,19862b94-cd1e-4768-bf99-fc4fcd169131,587fe5f4-a612-4ee8-8f98-b53fbc7c5b51,0de98ea1-d767-49c6-97d0-d792e515bae7,691d2da3-3a95-42f4-af6a-57c1f73652fa,744c7d64-3997-48f3-8de0-3e5b95232570,3 cases 1kg,12,PCS,2024-03-18,2024-03-22,2024-03-25,CONVERTED,,12,2024-03-19,0.84,Order liya,1,,,2024-03-18,2024-03-19
5a61476d-5a08-4ec9-9559-dc950cabdc3f,e900bb05-5f51-42d7-bdb0-25d712fd0186,2505c043-13e5-425f-a34f-ad854ef43c6b,fe0888ac-3ea5-4fba-846c-2294c69f1659,72f40484-f49b-4f82-9a99-d22ec799c523,744c7d64-3997-48f3-8de0-3e5b95232570,1 case 2kg,12,PCS,2024-03-26,2024-03-29,2024-03-31,PENDING,,0,,0.88,Order liya,0,,Follow up required,2024-03-26,2024-03-26
aaa2dc45-5b03-4b11-b2ca-23e247f32d0f,dd5ce6d5-af6b-4c21-a3a7-1cb19017f8cc,2566205d-339c-4157-a1f7-c907482ec0a3,0de98ea1-d767-49c6-97d0-d792e515bae7,72f40484-f49b-4f82-9a99-d22ec799c523,744c7d64-3997-48f3-8de0-3e5b95232570,6 pcs 2kg,6,PCS,2024-06-03,2024-06-04,2024-06-07,PENDING,,0,,0.81,Stock check kiya,0,,,2024-06-03,2024-06-03
e5a7fcf8-63b9-4a18-8beb-8ac9f107661b,a30b6aa4-4e92-4b3b-9b3c-1ad7c37be3f4,22e73046-8fe1-47f8-b7e2-c67e1cc1a458,f3a3c673-f426-4fec-b8f9-d1907e18ccd4,17b438d3-0eb9-4489-843d-67569ab2e171,744c7d64-3997-48f3-8de0-3e5b95232570,48 pcs 500g,48,PCS,2024-10-16,2024-10-18,2024-10-21,EXPIRED,,0,,0.9,Stock check kiya,0,,,2024-10-16,2024-10-16
384801d2-b92d-4e42-b4dc-c296b046d648,4b695397-92b4-48cf-a3bc-4408843cc84c,9198bfa1-1b5b-4a67-a310-ac2db2875058,92522288-0375-4a48-a9b2-822815269255,72f40484-f49b-4f82-9a99-d22ec799c523,744c7d64-3997-48f3-8de0-3e5b95232570,12 pcs 2kg,18,PCS,2024-06-10,2024-06-14,2024-06-16,CONVERTED,,18,2024-06-17,0.84,Delivery chahiye,1,,,2024-06-10,2024-06-17
21208566-26f3-4c01-a574-4cecce9a66f0,12e8f932-c020-4884-8150-a858a33291d8,3a111a3b-2224-4624-9b80-d7ecddb28395,0de98ea1-d767-49c6-97d0-d792e515bae7,17b438d3-0eb9-4489-843d-67569ab2e171,744c7d64-3997-48f3-8de0-3e5b95232570,24 pcs 500g,72,PCS,2024-11-27,2024-12-02,2024-12-03,CONVERTED,,72,2024-12-01,0.86,Stock check kiya,1,,,2024-11-27,2024-12-01
756ad194-be23-43c3-89a4-80cea145fe78,14534a50-8322-4adc-8f5f-89c48df020ab,68f1b083-a966-45d7-9568-8fe0199280cf,0de98ea1-d767-49c6-97d0-d792e515bae7,17b438d3-0eb9-4489-843d-67569ab2e171,744c7d64-3997-48f3-8de0-3e5b95232570,2 cases of 500g,24,PCS,2024-03-27,2024-04-03,2024-04-06,CONVERTED,,24,2024-04-04,0.88,Stock check kiya,1,,,2024-03-27,2024-04-04
ef7056dd-27d2-47ef-97fa-f1354747ee67,f8435403-2d19-42bc-b8fd-79e971c7eb7e,587fe5f4-a612-4ee8-8f98-b53fbc7c5b51,0de98ea1-d767-49c6-97d0-d792e515bae7,17b438d3-0eb9-4489-843d-67569ab2e171,744c7d64-3997-48f3-8de0-3e5b95232570,2 cases of 500g,72,PCS,2024-08-06,2024-08-11,2024-08-12,PARTIAL,,50,2024-08-11,0.85,Stock check kiya,0,,,2024-08-06,2024-08-11
5794b285-7935-4cd5-bd84-1fed3da2f741,4d87e9ba-4d70-4967-9b51-aee5f645310c,34d40fdb-61b7-4fcd-8fd7-b6266b662296,fe0888ac-3ea5-4fba-846c-2294c69f1659,17b438d3-0eb9-4489-843d-67569ab2e171,744c7d64-3997-48f3-8de0-3e5b95232570,24 pcs 500g,72,PCS,2024-03-16,2024-03-23,2024-03-24,CANCELLED,,0,,0.84,Case order diya,0,,,2024-03-16,2024-03-16
d9e605b6-b07d-4a69-8aca-5f2acfe974d1,67ba7701-081f-4c8e-ae4f-738f50dbf127,115804b5-d9c6-401e-a450-d16354ecaf2d,0de98ea1-d767-49c6-97d0-d792e515bae7,17b438d3-0eb9-4489-843d-67569ab2e171,744c7d64-3997-48f3-8de0-3e5b95232570,2 cases of 500g,48,PCS,2025-01-01,2025-01-08,2025-01-11,CONVERTED,,48,2025-01-05,0.83,Order liya,1,,,2025-01-01,2025-01-05
c7476451-c6eb-4d4e-986d-95e258df2bf0,02f7cb47-4117-44b0-bfda-dc4549bc65c0,493470d1-7f49-4d7f-88c7-30d85187f126,fe0888ac-3ea5-4fba-846c-2294c69f1659,72f40484-f49b-4f82-9a99-d22ec799c523,744c7d64-3997-48f3-8de0-3e5b95232570,6 pcs 2kg,12,PCS,2024-08-23,2024-08-24,2024-08-27,CONVERTED,,12,2024-08-21,0.85,Order liya,1,,Follow up required,2024-08-23,2024-08-21
cd8ca9b8-0d97-4baa-975c-f3d00690e607,1c3d1437-c17f-427c-bd54-7cc3d4f50292,7865188e-8b7d-491c-90b0-ffdd5d703d52,fe0888ac-3ea5-4fba-846c-2294c69f1659,17b438d3-0eb9-4489-843d-67569ab2e171,744c7d64-3997-48f3-8de0-3e5b95232570,1 case 500g,24,PCS,2024-12-02,2024-12-07,2024-12-10,CONVERTED,,24,2024-12-09,0.83,Delivery chahiye,1,,,2024-12-02,2024-12-09
4aec23c5-e7c4-4135-9a2c-304596638fda,588ced06-b2ce-4a76-b6e7-c6f3e4cd0829,0065fc9e-691f-412d-a732-28b741dbb336,fe0888ac-3ea5-4fba-846c-2294c69f1659,72f40484-f49b-4f82-9a99-d22ec799c523,744c7d64-3997-48f3-8de0-3e5b95232570,12 pcs 2kg,6,PCS,2024-06-25,2024-06-27,2024-06-28,CONVERTED,,6,2024-06-30,0.82,Order liya,1,,,2024-06-25,2024-06-30
4cba86b1-ed89-4e24-a457-3227e553b49e,ec692db9-78f5-4a06-b4b9-f98de80b6ecc,76fd9001-d837-4dd4-9c5d-fae3eabe879a,f3a3c673-f426-4fec-b8f9-d1907e18ccd4,72f40484-f49b-4f82-9a99-d22ec799c523,744c7d64-3997-48f3-8de0-3e5b95232570,1 case 2kg,18,PCS,2025-02-18,2025-02-20,2025-02-22,CONVERTED,,18,2025-02-21,0.83,Delivery chahiye,1,,,2025-02-18,2025-02-21
91881cca-048f-4ba6-a167-40cd83406488,8e79bef3-0709-4319-8459-010e58241430,524e5021-ef84-4ef8-8dd2-373b17b61207,92522288-0375-4a48-a9b2-822815269255,17b438d3-0eb9-4489-843d-67569ab2e171,744c7d64-3997-48f3-8de0-3e5b95232570,1 case 500g,48,PCS,2024-11-06,2024-11-13,2024-11-15,CONVERTED,,48,2024-11-11,0.93,Case order diya,1,,,2024-11-06,2024-11-11
ae255a48-a6a0-4f36-a980-b8569d235b12,f0c7dd47-4931-4785-80ae-2eec7e6c837b,76fd9001-d837-4dd4-9c5d-fae3eabe879a,f3a3c673-f426-4fec-b8f9-d1907e18ccd4,17b438d3-0eb9-4489-843d-67569ab2e171,744c7d64-3997-48f3-8de0-3e5b95232570,1 case 500g,48,PCS,2024-11-12,2024-11-18,2024-11-20,PENDING,,0,,0.9,Case order diya,0,,,2024-11-12,2024-11-12
ead8330c-7e12-45c3-bb90-62110fd562fb,bb9c230d-af8a-487f-9f13-1599e732e917,2566205d-339c-4157-a1f7-c907482ec0a3,0de98ea1-d767-49c6-97d0-d792e515bae7,17b438d3-0eb9-4489-843d-67569ab2e171,744c7d64-3997-48f3-8de0-3e5b95232570,24 pcs 500g,48,PCS,2024-06-19,2024-06-22,2024-06-25,EXPIRED,,0,,0.77,Order liya,0,,,2024-06-19,2024-06-19
bc77d0fa-4174-481d-bcb3-003821e7184b,34beae84-9ef6-477a-b1ab-eb42dbf06eb6,34d40fdb-61b7-4fcd-8fd7-b6266b662296,fe0888ac-3ea5-4fba-846c-2294c69f1659,691d2da3-3a95-42f4-af6a-57c1f73652fa,744c7d64-3997-48f3-8de0-3e5b95232570,2 cases of 1kg,24,PCS,2024-11-13,2024-11-17,2024-11-20,CONVERTED,,24,2024-11-20,0.79,Stock check kiya,1,,,2024-11-13,2024-11-20
99882d18-a094-424f-8b0e-5dc247cb2a86,d3024c44-c1dc-4e4b-9948-9f0f27b857da,34d40fdb-61b7-4fcd-8fd7-b6266b662296,fe0888ac-3ea5-4fba-846c-2294c69f1659,691d2da3-3a95-42f4-af6a-57c1f73652fa,744c7d64-3997-48f3-8de0-3e5b95232570,12 pcs 1kg,12,PCS,2024-09-17,2024-09-18,2024-09-19,PENDING,,0,,0.81,Delivery chahiye,0,,,2024-09-17,2024-09-17
dca986e5-a159-428c-ad85-de3001654eb2,0fd4e818-954d-46e7-9b13-eb32a990cf04,9580c8f6-6df1-4dd7-b0aa-6bfc58b89c5c,f3a3c673-f426-4fec-b8f9-d1907e18ccd4,72f40484-f49b-4f82-9a99-d22ec799c523,744c7d64-3997-48f3-8de0-3e5b95232570,6 pcs 2kg,6,PCS,2024-05-07,2024-05-09,2024-05-10,PARTIAL,,3,2024-05-08,0.91,Stock check kiya,0,,Follow up required,2024-05-07,2024-05-08
68f32eb8-e976-44c4-a27c-295464c84070,5a1ed6ba-7329-4c4e-8d9d-4165f7a4bd25,2505c043-13e5-425f-a34f-ad854ef43c6b,fe0888ac-3ea5-4fba-846c-2294c69f1659,17b438d3-0eb9-4489-843d-67569ab2e171,744c7d64-3997-48f3-8de0-3e5b95232570,2 cases of 500g,48,PCS,2024-08-28,2024-08-30,2024-08-31,PARTIAL,,37,2024-09-02,0.7,Delivery chahiye,0,,,2024-08-28,2024-09-02
f52a1d26-7526-4160-8140-3ddd7eb7ffeb,db679473-517d-4c4f-a509-1fffcffe4316,2505c043-13e5-425f-a34f-ad854ef43c6b,fe0888ac-3ea5-4fba-846c-2294c69f1659,691d2da3-3a95-42f4-af6a-57c1f73652fa,744c7d64-3997-48f3-8de0-3e5b95232570,2 cases of 1kg,12,PCS,2024-10-10,2024-10-16,2024-10-18,PENDING,,0,,0.76,Delivery chahiye,0,,,2024-10-10,2024-10-10
735aabb4-84a2-4851-94c1-5d27b1274041,8f4a2784-0cf9-4087-8db3-d8b718fcb269,0065fc9e-691f-412d-a732-28b741dbb336,fe0888ac-3ea5-4fba-846c-2294c69f1659,17b438d3-0eb9-4489-843d-67569ab2e171,744c7d64-3997-48f3-8de0-3e5b95232570,1 case 500g,24,PCS,2024-07-02,2024-07-05,2024-07-07,PENDING,,0,,0.8,Case order diya,0,,,2024-07-02,2024-07-02
b0779603-bb5b-446a-a202-0cdb24609426,4f9030a6-35f3-48fb-ac6a-06c4e5575401,68f1b083-a966-45d7-9568-8fe0199280cf,0de98ea1-d767-49c6-97d0-d792e515bae7,17b438d3-0eb9-4489-843d-67569ab2e171,744c7d64-3997-48f3-8de0-3e5b95232570,2 cases of 500g,72,PCS,2024-11-11,2024-11-13,2024-11-15,CONVERTED,,72,2024-11-14,0.89,Order liya,1,,,2024-11-11,2024-11-14
aa71ef91-7960-4853-9902-4a9b61adf2e1,8094cb48-cbd0-487a-9c0d-235b04164e81,0065fc9e-691f-412d-a732-28b741dbb336,fe0888ac-3ea5-4fba-846c-2294c69f1659,17b438d3-0eb9-4489-843d-67569ab2e171,744c7d64-3997-48f3-8de0-3e5b95232570,1 case 500g,24,PCS,2025-01-01,2025-01-05,2025-01-08,PENDING,,0,,0.93,Stock check kiya,0,,,2025-01-01,2025-01-01
8411864c-df5d-4255-9cf9-fea92aeee87c,5868e56f-154c-46d5-8855-c8cfc7df7919,dc84c823-845e-4588-859b-49a7e3d43b3c,f3a3c673-f426-4fec-b8f9-d1907e18ccd4,17b438d3-0eb9-4489-843d-67569ab2e171,744c7d64-3997-48f3-8de0-3e5b95232570,1 case 500g,24,PCS,2024-03-02,2024-03-04,2024-03-06,PARTIAL,,15,2024-03-03,0.73,Stock check kiya,0,,,2024-03-02,2024-03-03
