stop_id,route_id,dealer_id,order_id,stop_sequence,stop_type,quantity_to_deliver,quantity_delivered,status,planned_arrival,actual_arrival,departure_time,is_drop_sale,drop_sale_source,notes,created_at,updated_at
bfcd98b9-cffc-44b7-bdb4-0edfc480a660,b7bb0030-0257-4f65-88e2-b21eab671949,34d40fdb-61b7-4fcd-8fd7-b6266b662296,b55f9052-033c-411f-848c-b59dec789663,8,DELIVERY,28,28,COMPLETED,15:21:00,15:15:00,15:27:00,0,,,2024-03-06,2024-03-06
38856764-c10a-4270-bd62-415b7671badd,b7bb0030-0257-4f65-88e2-b21eab671949,b2ef95e6-8719-44a0-917a-1043a02ce2b0,04fe6727-306b-4bd5-9b3f-c7ea0baf617c,9,DELIVERY,33,33,COMPLETED,16:33:00,16:44:00,16:59:00,0,,,2024-03-06,2024-03-06
c5a1a85a-7cf4-4550-9094-c40477ded065,b7bb0030-0257-4f65-88e2-b21eab671949,9198bfa1-1b5b-4a67-a310-ac2db2875058,f6acb680-07eb-4bb6-93d7-6a1f0ca6cd9c,10,DELIVERY,46,46,COMPLETED,17:45:00,17:59:00,17:59:00,0,,,2024-03-06,2024-03-06
4a6854d0-5f2d-45fb-956f-379fc38214d1,e45992c8-cdb2-46af-96c4-526d46e13859,d175149d-f407-43df-900f-8f974386b491,f2323d69-97e9-4867-864a-b5c5dc11c3e4,1,DELIVERY,15,15,COMPLETED,08:08:00,08:08:00,08:18:00,0,,,2024-03-07,2024-03-07
3e4b4629-3c24-4354-9b41-bbc83adfd12a,e45992c8-cdb2-46af-96c4-526d46e13859,4260ce4c-5209-476c-afb1-655f9e02133d,7e3e0edb-4062-497d-8fcc-9833db8f13c7,2,DELIVERY,22,22,COMPLETED,09:15:00,09:28:00,09:40:00,0,,,2024-03-07,2024-03-07
92ea1c51-e1a1-4908-a4e3-a52c381509ea,e45992c8-cdb2-46af-96c4-526d46e13859,9580c8f6-6df1-4dd7-b0aa-6bfc58b89c5c,d7dc9bc6-13c7-4525-ad6f-4ab3e700270e,3,DELIVERY,24,24,COMPLETED,10:01:00,10:00:00,10:16:00,0,,,2024-03-07,2024-03-07
00838257-7f1f-49a4-aaa2-948199dda6a6,e45992c8-cdb2-46af-96c4-526d46e13859,dc84c823-845e-4588-859b-49a7e3d43b3c,8926262c-33b2-4bb3-9b3b-8d7efe017006,4,DELIVERY,41,41,COMPLETED,11:20:00,11:24:00,11:36:00,0,,,2024-03-07,2024-03-07
9d5d3838-e1c1-47df-b821-d20543e839c6,e45992c8-cdb2-46af-96c4-526d46e13859,76fd9001-d837-4dd4-9c5d-fae3eabe879a,b9716da2-2123-4bf9-9315-fbf9623911fc,5,DELIVERY,41,41,COMPLETED,12:03:00,12:00:00,12:13:00,0,,,2024-03-07,2024-03-07
6097e642-56bd-4383-ac3d-4cbcfafb0edc,a71e41a4-9982-486b-a0c8-df49c68fe10e,0065fc9e-691f-412d-a732-28b741dbb336,1e3d86f0-b46a-4e18-a5e8-aa273898d42c,1,DELIVERY,39,39,COMPLETED,08:33:00,08:40:00,08:52:00,0,,,2024-03-08,2024-03-08
8b52be0a-021e-4a7d-ba38-d5169bb8b7ef,a71e41a4-9982-486b-a0c8-df49c68fe10e,34d40fdb-61b7-4fcd-8fd7-b6266b662296,b55f9052-033c-411f-848c-b59dec789663,2,DELIVERY,37,37,COMPLETED,09:40:00,09:49:00,09:59:00,0,,,2024-03-08,2024-03-08
2404454b-c5cd-49ff-8485-a9183d47df1e,a71e41a4-9982-486b-a0c8-df49c68fe10e,9198bfa1-1b5b-4a67-a310-ac2db2875058,f6acb680-07eb-4bb6-93d7-6a1f0ca6cd9c,3,DELIVERY,8,8,COMPLETED,10:37:00,10:40:00,10:54:00,0,,,2024-03-08,2024-03-08
70ac841b-b061-4c10-8d14-2c6a22e80f7e,a71e41a4-9982-486b-a0c8-df49c68fe10e,7865188e-8b7d-491c-90b0-ffdd5d703d52,5922b7b1-ca66-44d6-b26d-ba3d5451a60c,4,DELIVERY,37,37,COMPLETED,11:05:00,11:07:00,11:27:00,0,,,2024-03-08,2024-03-08
95e82bdf-699e-4453-b76c-a231b8f7dc95,a71e41a4-9982-486b-a0c8-df49c68fe10e,d57aa585-6d50-45b9-b7c3-5ddc5266ff65,98753e0f-706a-45c5-87b2-c59c199bc773,5,DELIVERY,10,10,COMPLETED,12:12:00,12:23:00,12:35:00,0,,,2024-03-08,2024-03-08
7063626f-d84f-4628-86d9-90493e59b657,a71e41a4-9982-486b-a0c8-df49c68fe10e,6768cbbe-636f-40da-9bdd-6bfbbfd44019,7a74fca4-9687-4e44-a04d-62b5e3eb94e7,6,DELIVERY,8,8,COMPLETED,13:26:00,13:15:00,13:26:00,0,,,2024-03-08,2024-03-08
235abff6-9421-4a5b-99fa-6286cc0eb133,a71e41a4-9982-486b-a0c8-df49c68fe10e,ebecfffa-f6cf-46ab-98b0-2cba276c61e7,53871747-774d-4e88-a954-0b65385304aa,7,DELIVERY,32,32,COMPLETED,14:06:00,14:00:00,14:13:00,0,,,2024-03-08,2024-03-08
a75780de-361d-43c2-87f6-0759e39fa748,a71e41a4-9982-486b-a0c8-df49c68fe10e,b2ef95e6-8719-44a0-917a-1043a02ce2b0,04fe6727-306b-4bd5-9b3f-c7ea0baf617c,8,DELIVERY,34,34,COMPLETED,15:12:00,15:22:00,15:35:00,0,,,2024-03-08,2024-03-08
5d27abaa-e6e4-424e-94d4-ecefe087493b,a71e41a4-9982-486b-a0c8-df49c68fe10e,2505c043-13e5-425f-a34f-ad854ef43c6b,6d0e1c86-3bb7-4958-9e87-18a15441ff66,9,DELIVERY,16,16,COMPLETED,16:20:00,16:15:00,16:30:00,0,,,2024-03-08,2024-03-08
f2b0d710-9095-4fd9-a6eb-e5410dceb5d3,a71e41a4-9982-486b-a0c8-df49c68fe10e,493470d1-7f49-4d7f-88c7-30d85187f126,a47058d2-1dd5-49ad-bad1-3c6b28d15d0f,10,DELIVERY,31,31,COMPLETED,17:12:00,17:06:00,17:26:00,0,,,2024-03-08,2024-03-08
5ab3993a-0080-47fe-82b8-23e6e8f2f83c,bbf8d5db-ecc4-4b16-8591-12e8b3f9167c,5881aaf5-037c-4728-9071-8b104e5413dc,f8586f33-f6a1-4fa6-b308-37979f78dc97,1,DELIVERY,48,48,COMPLETED,08:07:00,08:09:00,08:19:00,0,,,2024-03-09,2024-03-09
6fabe26c-0c21-4b0f-8bea-d429dd01cdfc,bbf8d5db-ecc4-4b16-8591-12e8b3f9167c,cbdda1a1-3a43-475c-a2f8-6dce82d99f2f,30c703b0-b635-4ded-9c69-1682d6030701,2,DELIVERY,22,22,COMPLETED,09:36:00,09:25:00,09:37:00,0,,,2024-03-09,2024-03-09
91ba5a2f-85f9-4fed-a698-6b6aaea94f44,bbf8d5db-ecc4-4b16-8591-12e8b3f9167c,de4699bf-d9e7-45b9-9875-43405fdc2981,6c96fcde-45db-4d7c-bbfc-bfd6889da57a,3,DELIVERY,47,47,COMPLETED,10:12:00,10:16:00,10:32:00,0,,,2024-03-09,2024-03-09
5f97d6d6-8f30-427a-862f-54469126b6cc,bbf8d5db-ecc4-4b16-8591-12e8b3f9167c,aa142594-8770-46cb-bf05-77eb4736c7e4,cf4158c3-7c0c-4cff-9870-4fba20ad8e05,4,DELIVERY,14,14,COMPLETED,11:34:00,11:39:00,11:54:00,0,,,2024-03-09,2024-03-09
d3182a47-f3d5-4f72-a108-c808364d2194,bbf8d5db-ecc4-4b16-8591-12e8b3f9167c,3ea93ee6-b253-4e80-95fc-b60b17ab090e,a3d27629-5439-46eb-932e-63e5f8ebd7ab,5,DELIVERY,46,46,COMPLETED,12:16:00,12:04:00,12:23:00,0,,,2024-03-09,2024-03-09
262932a8-ddc6-47ae-88f4-cc72dd34e5f2,bbf8d5db-ecc4-4b16-8591-12e8b3f9167c,766f55c6-bd8d-414d-b481-b315180fd94a,accc8c36-ce72-40cc-b865-25a0a0a70f4a,6,DROP_SALE,17,17,COMPLETED,13:28:00,13:21:00,13:36:00,1,accc8c36-ce72-40cc-b865-25a0a0a70f4a,,2024-03-09,2024-03-09
43ebcd62-5670-451c-b8bb-b14825cb3975,04fac937-d334-4c6b-99d6-141afd9bfb54,22e73046-8fe1-47f8-b7e2-c67e1cc1a458,ed9bed0d-b0ce-463d-be30-06cf3c43df86,1,DELIVERY,43,43,COMPLETED,08:41:00,08:50:00,08:59:00,0,,,2024-03-11,2024-03-11
559bbc59-70c4-42f4-9916-7d4ee62d90b3,04fac937-d334-4c6b-99d6-141afd9bfb54,9580c8f6-6df1-4dd7-b0aa-6bfc58b89c5c,d7dc9bc6-13c7-4525-ad6f-4ab3e700270e,2,DELIVERY,29,29,COMPLETED,09:01:00,09:01:00,09:17:00,0,,,2024-03-11,2024-03-11
ffb38484-724b-4e0e-9f1f-7c1ea82d4c15,04fac937-d334-4c6b-99d6-141afd9bfb54,e239d371-6d2f-47bc-98f7-f79cfbbfb521,3e1100f8-9566-4a85-b1a8-f560f89f3505,3,DELIVERY,20,20,COMPLETED,10:30:00,10:41:00,10:54:00,0,,,2024-03-11,2024-03-11
06877b2f-b369-4071-b7bb-60a7187d1ec5,04fac937-d334-4c6b-99d6-141afd9bfb54,76fd9001-d837-4dd4-9c5d-fae3eabe879a,b9716da2-2123-4bf9-9315-fbf9623911fc,4,DELIVERY,18,18,COMPLETED,11:23:00,11:32:00,11:45:00,0,,,2024-03-11,2024-03-11
e4637f84-87e7-4f85-b144-dc9b7e6f65e2,7b0574c9-5403-4473-a2bb-9c5fbc6a435e,4260ce4c-5209-476c-afb1-655f9e02133d,7e3e0edb-4062-497d-8fcc-9833db8f13c7,1,DELIVERY,9,9,COMPLETED,08:31:00,08:17:00,08:37:00,0,,,2024-03-12,2024-03-12
bcd648b5-7456-42ad-af4f-667f90b4598c,7b0574c9-5403-4473-a2bb-9c5fbc6a435e,d175149d-f407-43df-900f-8f974386b491,f2323d69-97e9-4867-864a-b5c5dc11c3e4,2,DELIVERY,44,44,COMPLETED,09:21:00,09:22:00,09:35:00,0,,,2024-03-12,2024-03-12
84c49552-e548-49a2-93bf-cd40519785f9,7b0574c9-5403-4473-a2bb-9c5fbc6a435e,9580c8f6-6df1-4dd7-b0aa-6bfc58b89c5c,d7dc9bc6-13c7-4525-ad6f-4ab3e700270e,3,DELIVERY,22,22,COMPLETED,10:10:00,10:19:00,10:37:00,0,,,2024-03-12,2024-03-12
b90d64cc-f546-4e84-b206-841f48adcc1c,7b0574c9-5403-4473-a2bb-9c5fbc6a435e,22e73046-8fe1-47f8-b7e2-c67e1cc1a458,ed9bed0d-b0ce-463d-be30-06cf3c43df86,4,DELIVERY,31,31,COMPLETED,11:13:00,11:02:00,11:15:00,0,,,2024-03-12,2024-03-12
0b83fc55-7476-470b-af11-245907b58c43,be6255f3-06af-4916-9ffd-b86a2fb88fae,34d40fdb-61b7-4fcd-8fd7-b6266b662296,b55f9052-033c-411f-848c-b59dec789663,1,DELIVERY,44,44,COMPLETED,08:12:00,08:09:00,08:25:00,0,,,2024-03-15,2024-03-15
1a6cbeef-3170-4a27-b1ab-ee2abfb4971d,be6255f3-06af-4916-9ffd-b86a2fb88fae,d57aa585-6d50-45b9-b7c3-5ddc5266ff65,98753e0f-706a-45c5-87b2-c59c199bc773,2,DELIVERY,26,26,COMPLETED,09:09:00,09:00:00,09:16:00,0,,,2024-03-15,2024-03-15
dbd06bc4-da11-4000-b14e-d9c94cf0a9fb,be6255f3-06af-4916-9ffd-b86a2fb88fae,493470d1-7f49-4d7f-88c7-30d85187f126,a47058d2-1dd5-49ad-bad1-3c6b28d15d0f,3,DROP_SALE,21,21,COMPLETED,10:19:00,10:05:00,10:17:00,1,a47058d2-1dd5-49ad-bad1-3c6b28d15d0f,,2024-03-15,2024-03-15
eb8a43c4-8c90-4926-b23f-35aa45970df5,be6255f3-06af-4916-9ffd-b86a2fb88fae,ebecfffa-f6cf-46ab-98b0-2cba276c61e7,53871747-774d-4e88-a954-0b65385304aa,4,DELIVERY,38,38,COMPLETED,11:37:00,11:36:00,11:50:00,0,,,2024-03-15,2024-03-15
3f17f0c9-e9f1-40a7-a373-0cd3c3f5f34e,be6255f3-06af-4916-9ffd-b86a2fb88fae,6768cbbe-636f-40da-9bdd-6bfbbfd44019,7a74fca4-9687-4e44-a04d-62b5e3eb94e7,5,DELIVERY,45,45,COMPLETED,12:13:00,12:22:00,12:42:00,0,,,2024-03-15,2024-03-15
625eba52-3bb7-4df4-98e9-70fdb6f6e5e3,be6255f3-06af-4916-9ffd-b86a2fb88fae,b2ef95e6-8719-44a0-917a-1043a02ce2b0,04fe6727-306b-4bd5-9b3f-c7ea0baf617c,6,DELIVERY,23,23,COMPLETED,13:39:00,13:46:00,13:59:00,0,,,2024-03-15,2024-03-15
0f23d0ca-d718-447c-9199-5b77cd611b42,be6255f3-06af-4916-9ffd-b86a2fb88fae,2505c043-13e5-425f-a34f-ad854ef43c6b,6d0e1c86-3bb7-4958-9e87-18a15441ff66,7,DELIVERY,44,44,COMPLETED,14:12:00,14:08:00,14:21:00,0,,,2024-03-15,2024-03-15
490fe978-3217-4d73-92f5-0a9535187dee,be6255f3-06af-4916-9ffd-b86a2fb88fae,0065fc9e-691f-412d-a732-28b741dbb336,1e3d86f0-b46a-4e18-a5e8-aa273898d42c,8,DELIVERY,27,27,COMPLETED,15:24:00,15:14:00,15:25:00,0,,,2024-03-15,2024-03-15
66671fdf-2ce4-4bf7-8fa2-8e00501745a4,be6255f3-06af-4916-9ffd-b86a2fb88fae,7865188e-8b7d-491c-90b0-ffdd5d703d52,5922b7b1-ca66-44d6-b26d-ba3d5451a60c,9,DELIVERY,24,24,COMPLETED,16:09:00,16:16:00,16:32:00,0,,,2024-03-15,2024-03-15
a11f2098-cf85-4262-a460-2485b5a8649e,be6255f3-06af-4916-9ffd-b86a2fb88fae,9198bfa1-1b5b-4a67-a310-ac2db2875058,f6acb680-07eb-4bb6-93d7-6a1f0ca6cd9c,10,DELIVERY,32,32,COMPLETED,17:29:00,17:41:00,17:52:00,0,,,2024-03-15,2024-03-15
6c6d7748-a61c-4b87-aa55-8c7f832444c3,295cf0d1-f1e0-4da0-ae10-50154c771088,7114cd1c-d765-471a-bbf0-5660d28756dc,644ec76f-e78c-4cec-a017-c880e2ab3bc4,1,DELIVERY,33,33,COMPLETED,08:04:00,08:07:00,08:18:00,0,,,2024-03-19,2024-03-19
1cce1412-47cf-4584-9036-d8fb48478057,295cf0d1-f1e0-4da0-ae10-50154c771088,3ea93ee6-b253-4e80-95fc-b60b17ab090e,a3d27629-5439-46eb-932e-63e5f8ebd7ab,2,DELIVERY,34,34,COMPLETED,09:14:00,09:04:00,09:16:00,0,,,2024-03-19,2024-03-19
ef2fc672-b75d-4ce2-b6e6-c3773050be1a,295cf0d1-f1e0-4da0-ae10-50154c771088,766f55c6-bd8d-414d-b481-b315180fd94a,accc8c36-ce72-40cc-b865-25a0a0a70f4a,3,DELIVERY,47,47,COMPLETED,10:29:00,10:34:00,10:51:00,0,,,2024-03-19,2024-03-19
1685ac19-9800-447b-8d80-4a4e98a39075,295cf0d1-f1e0-4da0-ae10-50154c771088,aa142594-8770-46cb-bf05-77eb4736c7e4,cf4158c3-7c0c-4cff-9870-4fba20ad8e05,4,DELIVERY,43,43,COMPLETED,11:17:00,11:27:00,11:38:00,0,,,2024-03-19,2024-03-19
a744ca72-68c1-494b-b6f8-2bfa587be6d8,295cf0d1-f1e0-4da0-ae10-50154c771088,a1165b38-7316-4cb3-85a9-b3308a230b7c,5fae8f06-2607-4c15-9341-a1e505ac8363,5,DELIVERY,37,37,COMPLETED,12:30:00,12:38:00,12:50:00,0,,,2024-03-19,2024-03-19
4e01ee0f-d6d5-46a1-b127-63cd8e9b4f56,295cf0d1-f1e0-4da0-ae10-50154c771088,de4699bf-d9e7-45b9-9875-43405fdc2981,6c96fcde-45db-4d7c-bbfc-bfd6889da57a,6,DROP_SALE,23,23,COMPLETED,13:21:00,13:13:00,13:26:00,1,6c96fcde-45db-4d7c-bbfc-bfd6889da57a,,2024-03-19,2024-03-19
cfb6a249-465c-404d-a948-e8bf82fba6c2,1ea8dc26-1fc3-420d-8de0-c827fcca396a,76fd9001-d837-4dd4-9c5d-fae3eabe879a,b9716da2-2123-4bf9-9315-fbf9623911fc,1,DELIVERY,31,31,COMPLETED,08:09:00,08:19:00,08:33:00,0,,,2024-03-20,2024-03-20
dafc7347-5711-4f02-8318-2a7dedc3d16a,1ea8dc26-1fc3-420d-8de0-c827fcca396a,e239d371-6d2f-47bc-98f7-f79cfbbfb521,3e1100f8-9566-4a85-b1a8-f560f89f3505,2,DELIVERY,32,32,COMPLETED,09:42:00,09:55:00,09:59:00,0,,,2024-03-20,2024-03-20
20f5f7f1-b8bb-46dd-ab51-5ceb78e29881,1ea8dc26-1fc3-420d-8de0-c827fcca396a,dc84c823-845e-4588-859b-49a7e3d43b3c,8926262c-33b2-4bb3-9b3b-8d7efe017006,3,DELIVERY,20,20,COMPLETED,10:02:00,10:00:00,10:17:00,0,,,2024-03-20,2024-03-20
acaa6e3e-fc37-44a2-88e0-561d129801ac,1ea8dc26-1fc3-420d-8de0-c827fcca396a,9580c8f6-6df1-4dd7-b0aa-6bfc58b89c5c,d7dc9bc6-13c7-4525-ad6f-4ab3e700270e,4,DELIVERY,17,17,COMPLETED,11:13:00,11:20:00,11:33:00,0,,,2024-03-20,2024-03-20
e37b4467-9540-4c00-b23b-1139fa145de3,1ea8dc26-1fc3-420d-8de0-c827fcca396a,22e73046-8fe1-47f8-b7e2-c67e1cc1a458,ed9bed0d-b0ce-463d-be30-06cf3c43df86,5,DELIVERY,41,41,COMPLETED,12:37:00,12:50:00,12:59:00,0,,,2024-03-20,2024-03-20
eff77cce-7358-489f-a196-cc7670b0d278,1ea8dc26-1fc3-420d-8de0-c827fcca396a,4260ce4c-5209-476c-afb1-655f9e02133d,7e3e0edb-4062-497d-8fcc-9833db8f13c7,6,DELIVERY,37,37,COMPLETED,13:13:00,13:19:00,13:39:00,0,,,2024-03-20,2024-03-20
6098d0c4-5ef8-4b08-b3a2-f13b4c11efae,1ea8dc26-1fc3-420d-8de0-c827fcca396a,d175149d-f407-43df-900f-8f974386b491,f2323d69-97e9-4867-864a-b5c5dc11c3e4,7,DELIVERY,32,32,COMPLETED,14:14:00,14:18:00,14:30:00,0,,,2024-03-20,2024-03-20
52ea7e86-de58-4db8-9425-197de62194f8,ed336375-ef1a-4869-a6cc-e5a216e4ea72,0065fc9e-691f-412d-a732-28b741dbb336,1e3d86f0-b46a-4e18-a5e8-aa273898d42c,1,DELIVERY,13,13,COMPLETED,08:03:00,08:00:00,08:20:00,0,,,2024-03-21,2024-03-21
2dab0fc2-5ca9-4e32-9045-005ca57aec04,ed336375-ef1a-4869-a6cc-e5a216e4ea72,ebecfffa-f6cf-46ab-98b0-2cba276c61e7,53871747-774d-4e88-a954-0b65385304aa,2,DELIVERY,46,46,COMPLETED,09:39:00,09:38:00,09:51:00,0,,,2024-03-21,2024-03-21
7ad90791-33e6-46bf-aef2-1026b87cc321,ed336375-ef1a-4869-a6cc-e5a216e4ea72,b2ef95e6-8719-44a0-917a-1043a02ce2b0,04fe6727-306b-4bd5-9b3f-c7ea0baf617c,3,DELIVERY,32,32,COMPLETED,10:33:00,10:28:00,10:38:00,0,,,2024-03-21,2024-03-21
07ec1866-427c-48b8-8e78-c5510a5039f3,ed336375-ef1a-4869-a6cc-e5a216e4ea72,7865188e-8b7d-491c-90b0-ffdd5d703d52,5922b7b1-ca66-44d6-b26d-ba3d5451a60c,4,DROP_SALE,24,24,COMPLETED,11:28:00,11:32:00,11:52:00,1,5922b7b1-ca66-44d6-b26d-ba3d5451a60c,,2024-03-21,2024-03-21
1cc13dbc-088b-4816-ba93-7450f1c5283c,ed336375-ef1a-4869-a6cc-e5a216e4ea72,34d40fdb-61b7-4fcd-8fd7-b6266b662296,b55f9052-033c-411f-848c-b59dec789663,5,DELIVERY,48,48,COMPLETED,12:37:00,12:27:00,12:46:00,0,,,2024-03-21,2024-03-21
2bd03e73-1a4e-4773-a0a2-424f748d64b3,ed336375-ef1a-4869-a6cc-e5a216e4ea72,2505c043-13e5-425f-a34f-ad854ef43c6b,6d0e1c86-3bb7-4958-9e87-18a15441ff66,6,DELIVERY,47,47,COMPLETED,13:25:00,13:34:00,13:54:00,0,,,2024-03-21,2024-03-21
