order_item_id,order_id,product_id,quantity_ordered,quantity_confirmed,quantity_shipped,quantity_delivered,unit_price,discount_percent,discount_amount,tax_rate,tax_amount,line_total,original_quantity,split_reason,notes,created_at
1a32d5be-4510-43fc-9417-701547f6b577,7e3e0edb-4062-497d-8fcc-9833db8f13c7,17b438d3-0eb9-4489-843d-67569ab2e171,24,24,24,24,36.0,0.75,6.51,18,154.35,1011.84,,,,2024-03-03
a9aabc5a-31f0-4e63-8138-d0f605a368ff,7e3e0edb-4062-497d-8fcc-9833db8f13c7,72f40484-f49b-4f82-9a99-d22ec799c523,18,18,18,18,128.0,0.75,17.37,18,411.59,2698.22,,,,2024-03-03
810eed77-c1bd-458b-b9cd-e5d76835c847,f30ced01-52df-465d-a731-d9ba9cc080d1,17b438d3-0eb9-4489-843d-67569ab2e171,72,72,72,72,36.0,4.06,105.35,18,447.6,2934.25,,,,2024-03-04
f88b2753-5de7-4ffd-ac9a-601b67278ca8,f30ced01-52df-465d-a731-d9ba9cc080d1,691d2da3-3a95-42f4-af6a-57c1f73652fa,12,12,12,12,68.0,4.06,33.16,18,140.91,923.75,,,,2024-03-04
05171084-9e63-449b-aff1-15a52b08dbfe,dd8de212-4254-4a31-817a-2dd400ed7f9d,17b438d3-0eb9-4489-843d-67569ab2e171,48,48,48,48,36.0,0,0.0,18,311.04,2039.04,,,,2024-03-04
2344340b-d43b-49d6-86c1-cbb2179865d6,4e4e8a8e-1988-4982-9c26-64bad87608f3,17b438d3-0eb9-4489-843d-67569ab2e171,72,72,0,0,36.0,0,0.0,18,466.56,3058.56,,,,2024-03-04
d806ef74-2c0c-4f04-beaf-4802aa742db4,4e4e8a8e-1988-4982-9c26-64bad87608f3,691d2da3-3a95-42f4-af6a-57c1f73652fa,36,36,0,0,68.0,0,0.0,18,440.64,2888.64,,,,2024-03-04
12079f55-1ed2-4c24-91e0-69801ec8f971,5d20b433-91b8-40f9-9768-116791bf393c,691d2da3-3a95-42f4-af6a-57c1f73652fa,48,48,0,0,68.0,0,0.0,18,587.52,3851.52,,,,2024-03-04
600aaa1f-a916-444d-aed8-38991558e99e,cae1b22e-55d4-4ad9-90ec-f3df7bc50b69,17b438d3-0eb9-4489-843d-67569ab2e171,24,24,24,24,36.0,0,0.0,18,155.52,1019.52,,,,2024-03-05
d9b32847-ab63-4687-860e-06141b7a015c,98753e0f-706a-45c5-87b2-c59c199bc773,691d2da3-3a95-42f4-af6a-57c1f73652fa,48,48,48,48,68.0,0,0.0,18,587.52,3851.52,,,,2024-03-05
e6b89d2e-3519-4a5a-90d6-9db71ad5daf7,98753e0f-706a-45c5-87b2-c59c199bc773,72f40484-f49b-4f82-9a99-d22ec799c523,24,24,24,24,128.0,0,0.0,18,552.96,3624.96,,,,2024-03-05
6c19fbc6-c9f9-459e-bcd0-f03c501bad40,dfe37fb2-8c80-45d2-b0f6-b7431a01bb6d,17b438d3-0eb9-4489-843d-67569ab2e171,24,24,24,24,36.0,0,0.0,18,155.52,1019.52,,,,2024-03-05
00a2cd35-94d4-493e-86e8-0623b0c97862,55e27cab-eb32-482e-bf90-b14da6344ebb,17b438d3-0eb9-4489-843d-67569ab2e171,96,96,96,96,36.0,0,0.0,18,622.08,4078.08,,,,2024-03-05
de3d97f1-447e-4ba2-8d9a-5c77975bf7de,55e27cab-eb32-482e-bf90-b14da6344ebb,691d2da3-3a95-42f4-af6a-57c1f73652fa,48,48,48,48,68.0,0,0.0,18,587.52,3851.52,,,,2024-03-05
bf8a9793-6f73-4d82-99da-5f236d655232,55e27cab-eb32-482e-bf90-b14da6344ebb,72f40484-f49b-4f82-9a99-d22ec799c523,12,12,12,12,128.0,0,0.0,18,276.48,1812.48,,,,2024-03-05
d92b8b51-634a-4480-bd45-7951dc399f8d,ed9bed0d-b0ce-463d-be30-06cf3c43df86,17b438d3-0eb9-4489-843d-67569ab2e171,48,48,48,48,36.0,0,0.0,18,311.04,2039.04,,,,2024-03-06
fd7eb8d0-eaca-4857-bae7-87cf0c2b8ccd,04fe6727-306b-4bd5-9b3f-c7ea0baf617c,17b438d3-0eb9-4489-843d-67569ab2e171,96,96,96,96,36.0,0,0.0,18,622.08,4078.08,,,,2024-03-06
c35c06b1-f900-4e44-bfb1-e6781ff1736b,04fe6727-306b-4bd5-9b3f-c7ea0baf617c,72f40484-f49b-4f82-9a99-d22ec799c523,6,6,6,6,128.0,0,0.0,18,138.24,906.24,,,,2024-03-06
6352150c-1662-4fde-a421-d62fbf200e5e,77aa59d4-ef58-4d47-8f76-50cca97b8d97,691d2da3-3a95-42f4-af6a-57c1f73652fa,24,24,24,24,68.0,0,0.0,18,293.76,1925.76,,,,2024-03-06
83b22fe2-330b-4b40-a9c1-d9620af3aa11,6d0e1c86-3bb7-4958-9e87-18a15441ff66,17b438d3-0eb9-4489-843d-67569ab2e171,96,96,96,96,36.0,0,0.0,18,622.08,4078.08,,,,2024-03-07
fd346e8d-2145-4a68-bfa0-81f00b3ba9af,0d3ddc6c-ea09-4d7a-ab28-18b59d57f694,17b438d3-0eb9-4489-843d-67569ab2e171,48,48,48,48,36.0,0,0.0,18,311.04,2039.04,,,,2024-03-07
65868f3b-755d-4394-bf54-e0a1a730d008,c4ba258b-277e-4769-a59e-5e8fd69772f6,17b438d3-0eb9-4489-843d-67569ab2e171,24,24,24,24,36.0,0,0.0,18,155.52,1019.52,,,,2024-03-07
7742c902-b3e4-4bde-90df-ecb1fb8b954c,c4ba258b-277e-4769-a59e-5e8fd69772f6,691d2da3-3a95-42f4-af6a-57c1f73652fa,24,24,24,24,68.0,0,0.0,18,293.76,1925.76,,,,2024-03-07
6a78d406-533b-4342-a62d-3fee3e9b38fa,5628ab95-223e-47eb-ac45-7ee69c0f3cc1,17b438d3-0eb9-4489-843d-67569ab2e171,96,96,96,96,36.0,2.94,101.66,18,603.78,3958.12,,,,2024-03-08
07d3b4c5-fc48-4e30-a9f0-b5498b416c09,5628ab95-223e-47eb-ac45-7ee69c0f3cc1,691d2da3-3a95-42f4-af6a-57c1f73652fa,48,48,48,48,68.0,2.94,96.01,18,570.24,3738.23,,,,2024-03-08
e68a076b-8988-483f-8e90-040a7dca611f,b9716da2-2123-4bf9-9315-fbf9623911fc,17b438d3-0eb9-4489-843d-67569ab2e171,96,96,96,96,36.0,0,0.0,18,622.08,4078.08,,,,2024-03-08
70fc0e65-0cee-4397-80f7-047ac08e01cd,2cf562e8-af79-4b81-94f3-5b4136e80a5f,17b438d3-0eb9-4489-843d-67569ab2e171,96,96,96,96,36.0,0,0.0,18,622.08,4078.08,,,,2024-03-08
39f73681-9e29-4d47-abff-52f60d4adaaf,a2915853-3b42-4809-a60e-aecf066e2545,17b438d3-0eb9-4489-843d-67569ab2e171,96,96,0,0,36.0,0,0.0,18,622.08,4078.08,,,,2024-03-08
8655a4a4-5616-49b0-af5c-ea8734231578,a2915853-3b42-4809-a60e-aecf066e2545,691d2da3-3a95-42f4-af6a-57c1f73652fa,48,48,0,0,68.0,0,0.0,18,587.52,3851.52,,,,2024-03-08
a9e3a1f5-5511-4797-93d1-fb9691956e7f,f8586f33-f6a1-4fa6-b308-37979f78dc97,17b438d3-0eb9-4489-843d-67569ab2e171,96,96,96,96,36.0,2.53,87.42,18,606.34,3974.92,,,,2024-03-09
f7567317-68f4-4394-9f1c-ef60cda252c4,f8586f33-f6a1-4fa6-b308-37979f78dc97,691d2da3-3a95-42f4-af6a-57c1f73652fa,24,24,24,24,68.0,2.53,41.28,18,286.33,1877.05,,,,2024-03-09
48a24333-daa3-4dfb-87d4-8b10638c7174,837f5c85-96aa-4340-865c-6b0e43bfe856,17b438d3-0eb9-4489-843d-67569ab2e171,48,48,48,48,36.0,0,0.0,18,311.04,2039.04,,,,2024-03-09
72321a4a-ed6f-481e-9c24-abfe940adf36,837f5c85-96aa-4340-865c-6b0e43bfe856,691d2da3-3a95-42f4-af6a-57c1f73652fa,12,12,12,12,68.0,0,0.0,18,146.88,962.88,,,,2024-03-09
bbc15e08-dcdf-47c3-a26d-a5f4d6699ea5,42775d34-b88d-4243-9fe4-b41278b1c1f3,17b438d3-0eb9-4489-843d-67569ab2e171,96,96,96,96,36.0,0,0.0,18,622.08,4078.08,,,,2024-03-10
d45005c5-07eb-4d2c-b11a-19fd795c8539,42775d34-b88d-4243-9fe4-b41278b1c1f3,691d2da3-3a95-42f4-af6a-57c1f73652fa,12,12,12,12,68.0,0,0.0,18,146.88,962.88,,,,2024-03-10
18a46348-579f-4924-8365-5f7efb6178d2,3e1100f8-9566-4a85-b1a8-f560f89f3505,691d2da3-3a95-42f4-af6a-57c1f73652fa,48,48,48,48,68.0,2.09,68.17,18,575.25,3771.08,,,,2024-03-11
536e426c-13b1-4bac-b3fe-56aa51cb7d24,644ec76f-e78c-4cec-a017-c880e2ab3bc4,17b438d3-0eb9-4489-843d-67569ab2e171,96,96,96,96,36.0,0,0.0,18,622.08,4078.08,,,,2024-03-11
7bdf28f8-ad09-43d5-80e6-a2634f674199,644ec76f-e78c-4cec-a017-c880e2ab3bc4,691d2da3-3a95-42f4-af6a-57c1f73652fa,48,48,48,48,68.0,0,0.0,18,587.52,3851.52,,,,2024-03-11
ab412902-7caf-4ca2-8975-5c5f9dee6fad,9720762b-05ee-4947-8cf3-568d75d5ab78,17b438d3-0eb9-4489-843d-67569ab2e171,72,72,72,72,36.0,2.18,56.48,18,456.39,2991.91,,,,2024-03-11
4a4c61fa-62d8-49e9-8e48-0305d842f38e,9720762b-05ee-4947-8cf3-568d75d5ab78,691d2da3-3a95-42f4-af6a-57c1f73652fa,48,48,48,48,68.0,2.18,71.12,18,574.72,3767.6,,,,2024-03-11
380a0cf5-a8ab-4d1c-b69d-64c5a60a1fa1,d7dc9bc6-13c7-4525-ad6f-4ab3e700270e,691d2da3-3a95-42f4-af6a-57c1f73652fa,36,36,36,36,68.0,1.38,33.77,18,434.56,2848.79,,,,2024-03-11
647bd57e-53ee-497c-b78e-8db0d819712b,cf4158c3-7c0c-4cff-9870-4fba20ad8e05,17b438d3-0eb9-4489-843d-67569ab2e171,96,96,96,96,36.0,0,0.0,18,622.08,4078.08,,,,2024-03-12
b0443eb3-9eba-4ddb-8e56-9ca8b4e17ac6,f2323d69-97e9-4867-864a-b5c5dc11c3e4,17b438d3-0eb9-4489-843d-67569ab2e171,48,48,48,48,36.0,0,0.0,18,311.04,2039.04,,,,2024-03-12
ab8c61cd-d6d7-4383-ad6c-c722ad66b302,52c7e7f7-58b8-476d-902a-a1d617586f76,17b438d3-0eb9-4489-843d-67569ab2e171,72,72,0,0,36.0,0,0.0,18,466.56,3058.56,,,,2024-03-12
1cdc17ba-bad6-472c-8d97-fd507e194607,d7906b8b-263c-4b4e-971a-572d85da15db,691d2da3-3a95-42f4-af6a-57c1f73652fa,36,36,36,36,68.0,1.96,48.07,18,431.99,2831.92,,,,2024-03-12
5b014b7e-1348-450b-bdef-46818f017e37,629cce00-2d44-4d65-b307-f68f35bdb8bc,17b438d3-0eb9-4489-843d-67569ab2e171,72,72,72,0,36.0,0,0.0,18,466.56,3058.56,,,,2024-03-13
22a78e48-fe1c-4c39-b5e3-a389917a25ef,5fae8f06-2607-4c15-9341-a1e505ac8363,691d2da3-3a95-42f4-af6a-57c1f73652fa,48,48,48,48,68.0,0,0.0,18,587.52,3851.52,,,,2024-03-13
f5caa96d-d14d-420c-a24d-c248d1dfb5a1,cfc55c61-9b5b-4853-8c8e-71d0f463ae53,691d2da3-3a95-42f4-af6a-57c1f73652fa,12,12,12,12,68.0,0,0.0,18,146.88,962.88,,,,2024-03-13
088aa65f-2a8d-4826-8dbb-42fc1738d546,cfc55c61-9b5b-4853-8c8e-71d0f463ae53,17b438d3-0eb9-4489-843d-67569ab2e171,96,96,96,96,36.0,0,0.0,18,622.08,4078.08,,,,2024-03-13
fdbe9d1e-bcc7-48f1-a022-0292e48c979a,8926262c-33b2-4bb3-9b3b-8d7efe017006,17b438d3-0eb9-4489-843d-67569ab2e171,72,72,72,72,36.0,0,0.0,18,466.56,3058.56,,,,2024-03-14
ce6af294-cc4b-496c-ac43-8cae17b99f7d,30c703b0-b635-4ded-9c69-1682d6030701,17b438d3-0eb9-4489-843d-67569ab2e171,24,24,24,24,36.0,0,0.0,18,155.52,1019.52,,,,2024-03-14
897e0bf9-7e40-46f6-9fbd-e14921aa182d,30c703b0-b635-4ded-9c69-1682d6030701,691d2da3-3a95-42f4-af6a-57c1f73652fa,24,24,24,24,68.0,0,0.0,18,293.76,1925.76,,,,2024-03-14
a96e10c4-1221-44fb-9de8-70b403f2faa1,2cb53f94-6fd0-4905-ad2d-36b838ac7be4,691d2da3-3a95-42f4-af6a-57c1f73652fa,48,48,48,48,68.0,0,0.0,18,587.52,3851.52,,,,2024-03-14
e423e4c6-2a8c-4873-a2f9-f3bea1d17b68,2e5868fc-fe6e-4756-b4bd-3d9efde01124,691d2da3-3a95-42f4-af6a-57c1f73652fa,36,36,36,36,68.0,1.76,43.07,18,432.89,2837.82,,,,2024-03-14
d5843959-2a2b-4e1d-b437-da553f0fc7d0,0c208871-d7cb-454e-af8a-5ccc682d3dd5,17b438d3-0eb9-4489-843d-67569ab2e171,48,48,48,48,36.0,0,0.0,18,311.04,2039.04,,,,2024-03-15
c007de91-a679-433b-946b-41f65bb8b09f,0c208871-d7cb-454e-af8a-5ccc682d3dd5,72f40484-f49b-4f82-9a99-d22ec799c523,12,12,12,12,128.0,0,0.0,18,276.48,1812.48,,,,2024-03-15
4c44ae3e-a4cf-4349-aec8-b99a1a2f19b8,de08a276-4aaa-472a-aaaa-d4dbf0a61822,691d2da3-3a95-42f4-af6a-57c1f73652fa,36,36,36,36,68.0,2.47,60.53,18,429.74,2817.21,,,,2024-03-15
87705f61-0d13-4348-8668-4a2c35a468d8,de08a276-4aaa-472a-aaaa-d4dbf0a61822,17b438d3-0eb9-4489-843d-67569ab2e171,24,24,24,24,36.0,2.47,21.36,18,151.68,994.32,,,,2024-03-15
1c0e1a56-868a-4404-9cd0-5fa969df6562,354f5e47-62cc-431e-9c02-54b7dd55a57f,691d2da3-3a95-42f4-af6a-57c1f73652fa,24,24,24,24,68.0,0,0.0,18,293.76,1925.76,,,,2024-03-15
d1b6de0a-5d52-4076-9100-2d95b9402c39,354f5e47-62cc-431e-9c02-54b7dd55a57f,17b438d3-0eb9-4489-843d-67569ab2e171,48,48,48,48,36.0,0,0.0,18,311.04,2039.04,,,,2024-03-15
3c7f3894-4cc2-4ee4-9755-67d5134cecdf,354f5e47-62cc-431e-9c02-54b7dd55a57f,72f40484-f49b-4f82-9a99-d22ec799c523,6,6,6,6,128.0,0,0.0,18,138.24,906.24,,,,2024-03-15
a822a260-f5c5-4731-9a59-4b1b88793cc1,d2728c5e-5fa7-4bfb-b1da-1bb63a81f73f,691d2da3-3a95-42f4-af6a-57c1f73652fa,12,12,12,12,68.0,1.51,12.33,18,144.66,948.33,,,,2024-03-16
d393880c-0249-4da2-b9ef-68d44f45b0a9,a3d27629-5439-46eb-932e-63e5f8ebd7ab,17b438d3-0eb9-4489-843d-67569ab2e171,48,48,48,48,36.0,0,0.0,18,311.04,2039.04,,,,2024-03-16
7383c8fc-463c-43e9-b1f4-8b918f6fc413,a3d27629-5439-46eb-932e-63e5f8ebd7ab,691d2da3-3a95-42f4-af6a-57c1f73652fa,48,48,48,48,68.0,0,0.0,18,587.52,3851.52,,,,2024-03-16
39c05c21-3619-469d-b01c-193347ef29ed,215056a2-7e36-4b73-9768-b52b081d5e1e,691d2da3-3a95-42f4-af6a-57c1f73652fa,36,36,36,36,68.0,0,0.0,18,440.64,2888.64,,,,2024-03-16
11692330-d659-4ea6-be02-2514f63187f6,5cd5b835-1ea4-4477-911e-b7bcd5107b7f,17b438d3-0eb9-4489-843d-67569ab2e171,48,48,48,48,36.0,3.86,66.69,18,299.04,1960.35,,,,2024-03-17
0e320827-6031-41f7-ae18-4a0d3bd5ecc7,5cd5b835-1ea4-4477-911e-b7bcd5107b7f,691d2da3-3a95-42f4-af6a-57c1f73652fa,12,12,12,12,68.0,3.86,31.49,18,141.21,925.72,,,,2024-03-17
8bd0a747-67c9-451a-bf86-1ada6da58f40,7f9f5fe0-1430-4206-b7ae-1e1d5794cbc9,691d2da3-3a95-42f4-af6a-57c1f73652fa,36,36,36,36,68.0,0,0.0,18,440.64,2888.64,,,,2024-03-18
44ec2c1d-010b-4b64-9bfb-0f31906e851d,7f9f5fe0-1430-4206-b7ae-1e1d5794cbc9,17b438d3-0eb9-4489-843d-67569ab2e171,96,96,96,96,36.0,0,0.0,18,622.08,4078.08,,,,2024-03-18
4dab0142-c523-46bb-861d-3a01f427f10e,63e70e87-7b7c-4db8-adcf-f6ec6a4d6f01,17b438d3-0eb9-4489-843d-67569ab2e171,72,72,72,72,36.0,0,0.0,18,466.56,3058.56,,,,2024-03-18
ce3c2875-316c-4ec2-a2e8-fd898f382ba1,63e70e87-7b7c-4db8-adcf-f6ec6a4d6f01,691d2da3-3a95-42f4-af6a-57c1f73652fa,24,24,24,24,68.0,0,0.0,18,293.76,1925.76,,,,2024-03-18
a6d39cfc-582b-4cce-8dae-ff63a692cc32,24a1db6a-20e3-412b-83eb-0aa723711d8a,691d2da3-3a95-42f4-af6a-57c1f73652fa,48,48,0,0,68.0,0,0.0,18,587.52,3851.52,,,,2024-03-18
53f6463b-0f83-41ce-b8c6-b3e4eec96d75,24a1db6a-20e3-412b-83eb-0aa723711d8a,72f40484-f49b-4f82-9a99-d22ec799c523,18,18,0,0,128.0,0,0.0,18,414.72,2718.72,,,,2024-03-18
6a1587fc-7907-42f8-b0ad-a4f9ab2ce130,e6914441-074e-4162-9286-2946d9b2bf80,691d2da3-3a95-42f4-af6a-57c1f73652fa,48,48,48,48,68.0,0,0.0,18,587.52,3851.52,,,,2024-03-19
2ec3f7fd-f1f9-42ac-85f4-b164adc58325,c1285767-1959-4592-abf6-7bd9b51b41e2,17b438d3-0eb9-4489-843d-67569ab2e171,72,72,72,72,36.0,3.15,81.55,18,451.88,2962.33,,,,2024-03-19
9dfd8491-c1fa-4c4a-a497-5d9a3f609216,c1285767-1959-4592-abf6-7bd9b51b41e2,691d2da3-3a95-42f4-af6a-57c1f73652fa,24,24,24,24,68.0,3.15,51.35,18,284.52,1865.17,,,,2024-03-19
dc7f2118-4d9a-4373-9106-4b9751586d35,c1285767-1959-4592-abf6-7bd9b51b41e2,72f40484-f49b-4f82-9a99-d22ec799c523,24,24,24,24,128.0,3.15,96.65,18,535.56,3510.91,,,,2024-03-19
8a206c2c-d245-4e52-857e-684cf96a8575,c277cf82-b190-4d49-8529-1f7ec0da3921,691d2da3-3a95-42f4-af6a-57c1f73652fa,12,12,12,12,68.0,0,0.0,18,146.88,962.88,,,,2024-03-19
f9171b72-dbe5-4044-83ae-2c4514abca91,4089c0b1-282c-4258-8239-bbf2e2209e01,17b438d3-0eb9-4489-843d-67569ab2e171,48,48,48,48,36.0,0,0.0,18,311.04,2039.04,,,,2024-03-20
de0cb78a-fc4c-4337-b4df-4f45fd81feff,f20b9522-a09e-4d8b-8f54-143211aec4fe,17b438d3-0eb9-4489-843d-67569ab2e171,96,96,96,96,36.0,0,0.0,18,622.08,4078.08,,,,2024-03-20
174aa562-6595-42cf-8ad9-2ad1a1e5ddad,4e37b4e9-bcde-47c8-8e1d-622c6c7ad2e3,17b438d3-0eb9-4489-843d-67569ab2e171,48,48,0,0,36.0,0,0.0,18,311.04,2039.04,,,,2024-03-20
f8b60b23-06d6-48b0-b7f0-42ad231bb164,1473bdbe-c620-438e-9007-8a59e052e1e3,691d2da3-3a95-42f4-af6a-57c1f73652fa,48,48,48,48,68.0,0,0.0,18,587.52,3851.52,,,,2024-03-20
3b031f46-6b36-4409-a4b3-0a8eb1cc8398,1473bdbe-c620-438e-9007-8a59e052e1e3,17b438d3-0eb9-4489-843d-67569ab2e171,72,72,72,72,36.0,0,0.0,18,466.56,3058.56,,,,2024-03-20
5c0cffef-cf16-4491-b06b-1a335fcfe5ce,ba765093-5b6c-4b1d-ad6b-552f182ddf6b,17b438d3-0eb9-4489-843d-67569ab2e171,72,72,72,72,36.0,0,0.0,18,466.56,3058.56,,,,2024-03-21
88cdef22-df76-4da1-8c08-9c98d6f2c7e1,ba765093-5b6c-4b1d-ad6b-552f182ddf6b,72f40484-f49b-4f82-9a99-d22ec799c523,12,12,12,12,128.0,0,0.0,18,276.48,1812.48,,,,2024-03-21
1826be80-6e38-4089-9f23-dac9e9556fea,4602df09-fd2a-4fa4-891e-2be9b1e8e0d1,17b438d3-0eb9-4489-843d-67569ab2e171,72,72,72,72,36.0,0,0.0,18,466.56,3058.56,,,,2024-03-21
e3f43b78-63f2-4cd3-a8b2-feb9c40681c2,4602df09-fd2a-4fa4-891e-2be9b1e8e0d1,72f40484-f49b-4f82-9a99-d22ec799c523,18,18,18,18,128.0,0,0.0,18,414.72,2718.72,,,,2024-03-21
1353ed98-3178-4e94-aaf5-7400dceecb1f,4602df09-fd2a-4fa4-891e-2be9b1e8e0d1,72f40484-f49b-4f82-9a99-d22ec799c523,18,18,18,18,128.0,0,0.0,18,414.72,2718.72,,,,2024-03-21
9d086aa8-42c2-4b56-a13d-2348fbec6f14,beaeee78-16ea-4683-a927-02167c642326,17b438d3-0eb9-4489-843d-67569ab2e171,96,96,96,96,36.0,2.42,83.75,18,607.0,3979.25,,,,2024-03-21
e874910e-6df5-4f5c-ba8e-e222eb08fd5a,acf08d0c-9611-44bc-8007-9088eb160940,17b438d3-0eb9-4489-843d-67569ab2e171,24,24,24,24,36.0,0,0.0,18,155.52,1019.52,,,,2024-03-21
8e47f0fa-6400-42cd-bbbc-8e6e60fe5bed,f6acb680-07eb-4bb6-93d7-6a1f0ca6cd9c,691d2da3-3a95-42f4-af6a-57c1f73652fa,36,36,36,36,68.0,3.04,74.34,18,427.26,2800.92,,,,2024-03-21
24d888aa-53b8-45e0-94ab-1943578e4ab9,f6acb680-07eb-4bb6-93d7-6a1f0ca6cd9c,17b438d3-0eb9-4489-843d-67569ab2e171,96,96,96,96,36.0,3.04,104.95,18,603.19,3954.24,,,,2024-03-21
0f1484ef-3a94-4a1e-a6e8-6714ddf74b3c,7937f7ca-bd39-4307-84a0-0a6ee204691e,691d2da3-3a95-42f4-af6a-57c1f73652fa,48,48,48,48,68.0,2.73,89.07,18,571.49,3746.42,,,,2024-03-22
ccc7346b-d9ec-4879-b7aa-54b4e2518216,7937f7ca-bd39-4307-84a0-0a6ee204691e,17b438d3-0eb9-4489-843d-67569ab2e171,96,96,96,96,36.0,2.73,94.31,18,605.1,3966.79,,,,2024-03-22
03a73171-f653-46aa-8189-c58cd79a444a,0cbb139d-3ef3-472f-a844-a52bd5dc2108,691d2da3-3a95-42f4-af6a-57c1f73652fa,24,24,24,0,68.0,0,0.0,18,293.76,1925.76,,,,2024-03-22
1cf7997b-8351-4455-8756-31e41e377d0f,1537371f-cb61-407e-b328-04ad1d0ba9bc,17b438d3-0eb9-4489-843d-67569ab2e171,72,72,72,72,36.0,0,0.0,18,466.56,3058.56,,,,2024-03-22
fa573010-7cda-4bd1-a0fe-754871728c06,1537371f-cb61-407e-b328-04ad1d0ba9bc,691d2da3-3a95-42f4-af6a-57c1f73652fa,36,36,36,36,68.0,0,0.0,18,440.64,2888.64,,,,2024-03-22
09f30c5c-40f2-4a44-9b02-afd2c3909985,fa4e5d86-c039-405d-8124-00c34d7263d7,17b438d3-0eb9-4489-843d-67569ab2e171,48,48,48,48,36.0,0,0.0,18,311.04,2039.04,,,,2024-03-23
7d509555-f638-48f9-993a-18157d13e3c3,fa4e5d86-c039-405d-8124-00c34d7263d7,691d2da3-3a95-42f4-af6a-57c1f73652fa,48,48,48,48,68.0,0,0.0,18,587.52,3851.52,,,,2024-03-23
85788dd6-df45-4e40-ac48-ba524dd2ced4,386fc989-ba8f-413a-9c78-a31819ba1a59,17b438d3-0eb9-4489-843d-67569ab2e171,48,48,0,0,36.0,0,0.0,18,311.04,2039.04,,,,2024-03-23
f1f726e6-a39a-4dbd-b244-e0a36b977517,e7d26245-2096-493e-903d-dba185b26e50,17b438d3-0eb9-4489-843d-67569ab2e171,96,96,0,0,36.0,0,0.0,18,622.08,4078.08,,,,2024-03-23
8ab38eb4-79cb-4916-abfa-334b6cbc9656,e7d26245-2096-493e-903d-dba185b26e50,691d2da3-3a95-42f4-af6a-57c1f73652fa,12,12,0,0,68.0,0,0.0,18,146.88,962.88,,,,2024-03-23
dbfc34ca-df56-41fd-8a8f-691074f1d543,ead2ae13-731f-47e4-8a26-31590bfdfc15,691d2da3-3a95-42f4-af6a-57c1f73652fa,24,24,24,24,68.0,0,0.0,18,293.76,1925.76,,,,2024-03-24
65e3779d-8959-4f10-afa2-9669e6630364,d5b63f6c-0238-4c16-8ab0-5f6db1eb6ea6,17b438d3-0eb9-4489-843d-67569ab2e171,72,72,0,0,36.0,4.79,124.04,18,444.23,2912.19,,,,2024-03-25
19469fc7-ca69-4d27-8d82-ebe34f782989,0cf7e104-3ce8-4ba7-9523-c1784e9f8bec,17b438d3-0eb9-4489-843d-67569ab2e171,24,24,24,24,36.0,0.14,1.19,18,155.31,1018.12,,,,2024-03-25
