route_id,route_date,vehicle_id,total_capacity,utilized_capacity,status,planned_start_time,actual_start_time,planned_end_time,actual_end_time,total_distance_km,total_stops,created_at,updated_at
2d6b3ae1-2b03-46de-9725-347c18f06f9e,2024-05-10,d613750f-7244-4422-a084-da603cde7145,500,411,COMPLETED,08:00:00,09:25:00,14:00:00,16:08:00,43.7,10,2024-05-09,2024-05-10
0ff4a559-4479-400b-aef1-a9f8a27792d5,2024-05-14,d6f804d6-de2a-4abc-a548-3b2120173655,250,202,COMPLETED,08:00:00,07:26:00,18:00:00,14:59:00,49.4,8,2024-05-13,2024-05-14
d084aa90-d542-496f-b47c-85b07de9515d,2024-05-15,d6f804d6-de2a-4abc-a548-3b2120173655,250,164,COMPLETED,07:00:00,08:50:00,16:00:00,15:21:00,47.9,9,2024-05-14,2024-05-15
57fa7498-cd59-45c2-9871-4406c7ad65c6,2024-05-16,d613750f-7244-4422-a084-da603cde7145,500,266,COMPLETED,07:00:00,06:34:00,16:00:00,14:25:00,57.0,5,2024-05-15,2024-05-16
7a15783e-e01f-4358-a010-810699e916ba,2024-05-17,d6f804d6-de2a-4abc-a548-3b2120173655,250,169,COMPLETED,08:00:00,07:49:00,15:00:00,16:21:00,41.1,4,2024-05-16,2024-05-17
276b7f26-95de-4adb-b9ab-af77975960f1,2024-05-20,d6f804d6-de2a-4abc-a548-3b2120173655,250,224,COMPLETED,08:00:00,07:56:00,17:00:00,17:38:00,39.1,9,2024-05-19,2024-05-20
9ab931dd-c0ef-4370-a8f5-c1919590bc4b,2024-05-21,d613750f-7244-4422-a084-da603cde7145,500,335,COMPLETED,07:00:00,08:25:00,16:00:00,14:06:00,42.0,8,2024-05-20,2024-05-21
ed36957f-f368-4596-b84f-a34353fff68b,2024-05-23,d6f804d6-de2a-4abc-a548-3b2120173655,250,153,COMPLETED,08:00:00,07:50:00,15:00:00,13:30:00,38.1,9,2024-05-22,2024-05-23
11b88d31-cd08-41db-8ce5-3855dd424f6d,2024-05-24,d6f804d6-de2a-4abc-a548-3b2120173655,250,154,COMPLETED,08:00:00,09:29:00,14:00:00,18:02:00,50.8,8,2024-05-23,2024-05-24
ac02f25d-9dba-49ea-9cf7-a532d3125dcc,2024-05-28,d613750f-7244-4422-a084-da603cde7145,500,312,COMPLETED,08:00:00,08:48:00,15:00:00,15:54:00,48.2,7,2024-05-27,2024-05-28
7a1a4726-8dd5-4442-bf47-4b10315d16dc,2024-05-29,d613750f-7244-4422-a084-da603cde7145,500,395,COMPLETED,08:00:00,07:30:00,17:00:00,13:58:00,57.2,4,2024-05-28,2024-05-29
72aed51f-e8ec-4e53-9e69-242b32925a7c,2024-05-30,d6f804d6-de2a-4abc-a548-3b2120173655,250,141,COMPLETED,07:00:00,08:03:00,16:00:00,15:28:00,43.5,10,2024-05-29,2024-05-30
7898d02c-7f35-4600-baed-27613a06ac22,2024-05-31,d6f804d6-de2a-4abc-a548-3b2120173655,250,150,COMPLETED,07:00:00,07:46:00,16:00:00,16:02:00,59.0,7,2024-05-30,2024-05-31
55532f43-80be-4a38-82f1-da87cb06941f,2024-06-01,d6f804d6-de2a-4abc-a548-3b2120173655,250,181,COMPLETED,07:00:00,06:31:00,16:00:00,14:44:00,41.5,10,2024-05-31,2024-06-01
7851fca6-63d9-44b7-a3e5-5374b10bd64e,2024-06-03,d613750f-7244-4422-a084-da603cde7145,500,395,COMPLETED,07:00:00,07:37:00,15:00:00,14:22:00,31.4,10,2024-06-02,2024-06-03
7273bec5-ab00-4fc3-a503-000781e4d78e,2024-06-04,d613750f-7244-4422-a084-da603cde7145,500,350,COMPLETED,07:00:00,08:00:00,17:00:00,17:27:00,28.3,6,2024-06-03,2024-06-04
e53205b1-72fe-4324-92db-4f0d5bef36b4,2024-06-05,d6f804d6-de2a-4abc-a548-3b2120173655,250,216,COMPLETED,07:00:00,08:01:00,14:00:00,15:54:00,57.3,8,2024-06-04,2024-06-05
21110057-1d84-4728-9b47-9f60660376e1,2024-06-06,d613750f-7244-4422-a084-da603cde7145,500,291,COMPLETED,08:00:00,08:26:00,14:00:00,17:35:00,40.3,4,2024-06-05,2024-06-06
b6d1bc93-fa1a-4c02-835b-6df14da981b8,2024-06-07,d6f804d6-de2a-4abc-a548-3b2120173655,250,204,COMPLETED,07:00:00,07:09:00,17:00:00,16:49:00,33.8,7,2024-06-06,2024-06-07
1bdcad2f-01cd-4d39-98d9-20951da970d5,2024-06-08,d6f804d6-de2a-4abc-a548-3b2120173655,250,218,COMPLETED,07:00:00,06:09:00,15:00:00,16:07:00,58.3,6,2024-06-07,2024-06-08
47d1ec35-447b-4f21-95ac-1fb80866d27a,2024-06-10,d6f804d6-de2a-4abc-a548-3b2120173655,250,157,COMPLETED,07:00:00,07:04:00,18:00:00,16:55:00,49.8,7,2024-06-09,2024-06-10
0e9e03e4-5614-4021-bc75-ffd3d9b2dfa8,2024-06-12,d6f804d6-de2a-4abc-a548-3b2120173655,250,138,COMPLETED,07:00:00,06:33:00,14:00:00,12:52:00,21.9,9,2024-06-11,2024-06-12
792a4f06-90f5-4492-9e5c-47134182b5f1,2024-06-15,d6f804d6-de2a-4abc-a548-3b2120173655,250,171,COMPLETED,08:00:00,08:25:00,14:00:00,18:14:00,59.6,6,2024-06-14,2024-06-15
be8affa3-7ddc-4995-b631-08afa896e357,2024-06-18,d613750f-7244-4422-a084-da603cde7145,500,347,COMPLETED,08:00:00,09:48:00,15:00:00,15:59:00,58.4,5,2024-06-17,2024-06-18
b4d5ae72-d916-41e1-b08a-c8dc869b1a36,2024-06-19,d6f804d6-de2a-4abc-a548-3b2120173655,250,210,COMPLETED,08:00:00,08:11:00,14:00:00,17:18:00,45.5,4,2024-06-18,2024-06-19
17132453-1330-49c5-98f0-c1728404ba30,2024-06-22,d6f804d6-de2a-4abc-a548-3b2120173655,250,135,COMPLETED,08:00:00,09:46:00,17:00:00,18:33:00,43.1,9,2024-06-21,2024-06-22
59ab1648-51d7-45b7-909c-3cf6f9f43572,2024-06-24,d613750f-7244-4422-a084-da603cde7145,500,371,COMPLETED,07:00:00,08:08:00,17:00:00,18:25:00,26.4,4,2024-06-23,2024-06-24
9ed2600d-a19c-42f1-b5b8-a074123725f8,2024-06-25,d6f804d6-de2a-4abc-a548-3b2120173655,250,146,COMPLETED,08:00:00,09:42:00,14:00:00,15:09:00,46.3,4,2024-06-24,2024-06-25
6f4dbc33-4c1a-46d7-a252-a0a91f6d6312,2024-06-27,d613750f-7244-4422-a084-da603cde7145,500,302,COMPLETED,08:00:00,07:20:00,15:00:00,15:36:00,29.5,6,2024-06-26,2024-06-27
a9a944d9-d3e3-4a7b-9662-6c1699119cd2,2024-06-28,d6f804d6-de2a-4abc-a548-3b2120173655,250,161,COMPLETED,08:00:00,07:21:00,18:00:00,15:16:00,47.1,6,2024-06-27,2024-06-28
173c48f0-746a-40b1-8a67-1f106f5f3525,2024-06-29,d613750f-7244-4422-a084-da603cde7145,500,301,COMPLETED,07:00:00,06:08:00,14:00:00,13:32:00,46.6,8,2024-06-28,2024-06-29
178fe032-67a8-4df8-b4ed-cb8c3a22b97c,2024-07-01,d6f804d6-de2a-4abc-a548-3b2120173655,250,132,COMPLETED,08:00:00,07:54:00,16:00:00,14:04:00,58.2,5,2024-06-30,2024-07-01
b873358f-8d05-4352-8c7a-ae414f56b3a1,2024-07-02,d613750f-7244-4422-a084-da603cde7145,500,256,COMPLETED,08:00:00,09:30:00,16:00:00,16:05:00,55.9,4,2024-07-01,2024-07-02
b1ab2cf2-9c20-42d9-a40e-7b1fa0ce01cd,2024-07-03,d6f804d6-de2a-4abc-a548-3b2120173655,250,156,COMPLETED,08:00:00,09:27:00,18:00:00,18:52:00,27.3,5,2024-07-02,2024-07-03
388ae60f-73df-497c-bb98-43559fa29dbe,2024-07-04,d6f804d6-de2a-4abc-a548-3b2120173655,250,205,COMPLETED,07:00:00,07:05:00,14:00:00,15:55:00,39.9,7,2024-07-03,2024-07-04
59b336da-742a-45d4-89f5-57ec06f9bb1e,2024-07-05,d613750f-7244-4422-a084-da603cde7145,500,374,COMPLETED,08:00:00,09:53:00,14:00:00,18:00:00,35.2,10,2024-07-04,2024-07-05
fe33fbee-fba7-488c-a7ca-78bcdf361181,2024-07-08,d613750f-7244-4422-a084-da603cde7145,500,392,COMPLETED,07:00:00,08:40:00,18:00:00,16:05:00,55.1,7,2024-07-07,2024-07-08
b07bce70-0f9b-4f58-b956-991337cfc9c8,2024-07-09,d613750f-7244-4422-a084-da603cde7145,500,310,COMPLETED,07:00:00,07:33:00,15:00:00,13:43:00,35.6,7,2024-07-08,2024-07-09
54a426c6-5a1b-4f92-a483-a1efe4f25f1b,2024-07-10,d613750f-7244-4422-a084-da603cde7145,500,425,COMPLETED,07:00:00,08:10:00,17:00:00,16:13:00,29.4,8,2024-07-09,2024-07-10
0f4ac11e-be16-44d3-85f0-a4f7330b8368,2024-07-12,d613750f-7244-4422-a084-da603cde7145,500,423,COMPLETED,08:00:00,07:19:00,18:00:00,14:29:00,56.1,5,2024-07-11,2024-07-12
35149f4e-5347-4470-b725-19223ea03202,2024-07-15,d613750f-7244-4422-a084-da603cde7145,500,421,COMPLETED,08:00:00,08:27:00,17:00:00,16:59:00,58.0,10,2024-07-14,2024-07-15
56ec0c31-95a7-4722-9f76-c005207870fe,2024-07-16,d613750f-7244-4422-a084-da603cde7145,500,408,CANCELLED,08:00:00,,14:00:00,,47.8,6,2024-07-15,2024-07-15
55cca9b7-5d06-40d6-8bd2-1ae6d75e1576,2024-07-17,d6f804d6-de2a-4abc-a548-3b2120173655,250,135,COMPLETED,07:00:00,08:59:00,14:00:00,16:48:00,28.7,6,2024-07-16,2024-07-17
c252d694-4936-4626-a420-a913f373ece1,2024-07-18,d613750f-7244-4422-a084-da603cde7145,500,366,COMPLETED,07:00:00,07:02:00,18:00:00,16:44:00,22.2,4,2024-07-17,2024-07-18
77d5e24b-161f-43f5-a6fd-3fe9b2076f5b,2024-07-19,d6f804d6-de2a-4abc-a548-3b2120173655,250,212,COMPLETED,08:00:00,09:33:00,17:00:00,17:20:00,46.8,8,2024-07-18,2024-07-19
e7fb852f-6da4-44e7-9433-f04320425225,2024-07-20,d6f804d6-de2a-4abc-a548-3b2120173655,250,143,COMPLETED,08:00:00,09:22:00,17:00:00,17:23:00,37.4,9,2024-07-19,2024-07-20
6b3cbd82-9157-4743-a634-13fe732e0dc9,2024-07-23,d613750f-7244-4422-a084-da603cde7145,500,366,COMPLETED,08:00:00,07:05:00,18:00:00,14:09:00,34.4,10,2024-07-22,2024-07-23
e8de368f-3256-40a3-bb3d-7cd8980b262c,2024-07-26,d6f804d6-de2a-4abc-a548-3b2120173655,250,138,COMPLETED,07:00:00,06:27:00,17:00:00,12:39:00,27.0,6,2024-07-25,2024-07-26
23994e35-0749-4843-8c5e-e6a0697187d4,2024-07-27,d613750f-7244-4422-a084-da603cde7145,500,445,COMPLETED,08:00:00,07:44:00,16:00:00,14:47:00,49.2,4,2024-07-26,2024-07-27
30af0c34-85af-4795-bf2f-233ea72da2ed,2024-07-31,d6f804d6-de2a-4abc-a548-3b2120173655,250,169,COMPLETED,07:00:00,07:03:00,16:00:00,17:15:00,35.3,8,2024-07-30,2024-07-31
8fae3e9b-1123-4dda-8885-59d3d26b30cf,2024-08-02,d613750f-7244-4422-a084-da603cde7145,500,448,COMPLETED,08:00:00,09:22:00,15:00:00,16:46:00,28.0,7,2024-08-01,2024-08-02
b2f9bebc-a4a3-4809-94e7-71341b5db0e5,2024-08-03,d6f804d6-de2a-4abc-a548-3b2120173655,250,223,COMPLETED,07:00:00,06:55:00,17:00:00,14:34:00,40.4,6,2024-08-02,2024-08-03
db817693-9569-4320-adef-ccc26d1be753,2024-08-05,d6f804d6-de2a-4abc-a548-3b2120173655,250,224,COMPLETED,08:00:00,09:37:00,14:00:00,17:43:00,55.2,9,2024-08-04,2024-08-05
f7c0487a-ae1f-420e-bd8d-ab7517c8a38e,2024-08-06,d613750f-7244-4422-a084-da603cde7145,500,377,COMPLETED,08:00:00,09:59:00,16:00:00,19:59:00,56.8,4,2024-08-05,2024-08-06
f0f3ba4e-a663-494d-96b8-beb996a6bf31,2024-08-10,d613750f-7244-4422-a084-da603cde7145,500,438,COMPLETED,07:00:00,07:34:00,17:00:00,16:07:00,20.8,8,2024-08-09,2024-08-10
f47f09f0-c125-455c-8030-fda1b88d9590,2024-08-12,d6f804d6-de2a-4abc-a548-3b2120173655,250,164,COMPLETED,08:00:00,08:23:00,14:00:00,14:31:00,52.3,6,2024-08-11,2024-08-12
419a38f3-b86b-45aa-af26-9368a398ebf9,2024-08-13,d613750f-7244-4422-a084-da603cde7145,500,362,COMPLETED,08:00:00,07:05:00,16:00:00,17:33:00,21.1,8,2024-08-12,2024-08-13
1c051e5a-cc8e-48b1-a5b0-99432c502faa,2024-08-14,d6f804d6-de2a-4abc-a548-3b2120173655,250,208,COMPLETED,07:00:00,06:46:00,15:00:00,15:32:00,45.7,5,2024-08-13,2024-08-14
c905d128-31fb-433a-bc50-88512675e663,2024-08-15,d6f804d6-de2a-4abc-a548-3b2120173655,250,141,COMPLETED,07:00:00,06:24:00,14:00:00,14:40:00,51.1,4,2024-08-14,2024-08-15
e0e6179e-bc3b-4d02-88ff-7db80d42e59c,2024-08-16,d6f804d6-de2a-4abc-a548-3b2120173655,250,166,COMPLETED,08:00:00,07:21:00,15:00:00,16:56:00,51.5,8,2024-08-15,2024-08-16
e268425c-77a5-4484-ba10-97d2ea394c92,2024-08-20,d6f804d6-de2a-4abc-a548-3b2120173655,250,196,COMPLETED,07:00:00,08:08:00,15:00:00,15:31:00,24.2,9,2024-08-19,2024-08-20
9ddb5aba-8a10-4c10-ad85-1f2f616e2a1b,2024-08-24,d6f804d6-de2a-4abc-a548-3b2120173655,250,161,COMPLETED,07:00:00,06:15:00,14:00:00,13:55:00,40.3,6,2024-08-23,2024-08-24
9cdfe13f-0ae6-44f1-a6ce-265dff2cdb89,2024-08-26,d613750f-7244-4422-a084-da603cde7145,500,314,COMPLETED,07:00:00,06:28:00,15:00:00,12:47:00,45.8,4,2024-08-25,2024-08-26
31119761-c33b-433e-b833-1a164744ce2a,2024-08-27,d6f804d6-de2a-4abc-a548-3b2120173655,250,145,COMPLETED,07:00:00,08:44:00,17:00:00,17:55:00,46.1,4,2024-08-26,2024-08-27
dbe2de67-24a5-44d8-89fb-402ae37a80b1,2024-08-28,d6f804d6-de2a-4abc-a548-3b2120173655,250,178,COMPLETED,08:00:00,07:43:00,16:00:00,15:59:00,34.5,6,2024-08-27,2024-08-28
82558a08-305e-4565-9259-58342543f0e2,2024-08-29,d613750f-7244-4422-a084-da603cde7145,500,294,COMPLETED,08:00:00,08:57:00,17:00:00,14:59:00,43.2,8,2024-08-28,2024-08-29
ecf3f356-a63b-414f-8855-13da92feb063,2024-08-30,d613750f-7244-4422-a084-da603cde7145,500,297,COMPLETED,07:00:00,07:17:00,14:00:00,16:57:00,36.5,10,2024-08-29,2024-08-30
dd27831c-ac81-4c9f-925d-2fb9098b16aa,2024-09-02,d6f804d6-de2a-4abc-a548-3b2120173655,250,194,COMPLETED,08:00:00,07:26:00,18:00:00,13:12:00,31.8,4,2024-09-01,2024-09-02
e499cbd6-8bee-4a9f-9356-94ce2a574fcd,2024-09-03,d613750f-7244-4422-a084-da603cde7145,500,400,COMPLETED,07:00:00,07:53:00,15:00:00,13:52:00,37.6,10,2024-09-02,2024-09-03
0f122fa1-1e14-47f9-8149-51d1f973ccb0,2024-09-04,d6f804d6-de2a-4abc-a548-3b2120173655,250,197,COMPLETED,08:00:00,08:34:00,16:00:00,14:11:00,26.5,5,2024-09-03,2024-09-04
ba4d1ab8-1dd6-489a-ab4f-8b57f080c579,2024-09-09,d613750f-7244-4422-a084-da603cde7145,500,334,COMPLETED,08:00:00,07:21:00,15:00:00,16:37:00,50.0,5,2024-09-08,2024-09-09
5523dee8-d97d-43cb-979e-2da0127ef325,2024-09-11,d6f804d6-de2a-4abc-a548-3b2120173655,250,160,COMPLETED,07:00:00,07:28:00,17:00:00,15:41:00,22.6,5,2024-09-10,2024-09-11
5ee46013-b116-42ec-915a-81ac94bd1d5d,2024-09-16,d6f804d6-de2a-4abc-a548-3b2120173655,250,145,COMPLETED,07:00:00,08:31:00,14:00:00,14:43:00,40.8,9,2024-09-15,2024-09-16
69a75786-a4d9-4ebf-b492-78362cfdbe42,2024-09-17,d6f804d6-de2a-4abc-a548-3b2120173655,250,212,CANCELLED,08:00:00,,15:00:00,,59.3,7,2024-09-16,2024-09-16
bd96b02b-54d4-4ddd-8698-4f208c78d2a3,2024-09-18,d6f804d6-de2a-4abc-a548-3b2120173655,250,181,COMPLETED,08:00:00,09:26:00,18:00:00,19:32:00,58.5,10,2024-09-17,2024-09-18
048507b0-5634-4a74-8c50-32698c20faaf,2024-09-21,d613750f-7244-4422-a084-da603cde7145,500,429,COMPLETED,07:00:00,07:01:00,15:00:00,14:28:00,30.5,7,2024-09-20,2024-09-21
715afe40-8e3b-4ed5-b890-bf57977e2b20,2024-09-23,d613750f-7244-4422-a084-da603cde7145,500,288,COMPLETED,08:00:00,07:14:00,17:00:00,13:21:00,55.3,8,2024-09-22,2024-09-23
9cf8dde5-ade5-4963-81ba-c00d2cbc1375,2024-09-27,d613750f-7244-4422-a084-da603cde7145,500,407,COMPLETED,07:00:00,08:58:00,14:00:00,14:46:00,20.5,6,2024-09-26,2024-09-27
69bc44ba-6ae7-40cf-8266-c7527388db98,2024-09-28,d6f804d6-de2a-4abc-a548-3b2120173655,250,138,COMPLETED,07:00:00,06:14:00,18:00:00,15:40:00,42.1,5,2024-09-27,2024-09-28
56183123-9511-43dc-869f-0ff8a3b0d805,2024-09-30,d613750f-7244-4422-a084-da603cde7145,500,321,COMPLETED,07:00:00,06:06:00,16:00:00,15:15:00,27.9,8,2024-09-29,2024-09-30
0092f29a-2146-4ad8-882c-9b3c6d505cd7,2024-10-01,d6f804d6-de2a-4abc-a548-3b2120173655,250,188,COMPLETED,08:00:00,09:24:00,18:00:00,17:39:00,44.2,4,2024-09-30,2024-10-01
c46762c9-47d7-4e56-8742-6e683e695be0,2024-10-02,d6f804d6-de2a-4abc-a548-3b2120173655,250,210,COMPLETED,07:00:00,08:41:00,16:00:00,16:51:00,49.0,6,2024-10-01,2024-10-02
f6ebf535-b019-40ab-a686-40379636ad94,2024-10-03,d613750f-7244-4422-a084-da603cde7145,500,369,COMPLETED,07:00:00,07:54:00,16:00:00,17:19:00,55.5,10,2024-10-02,2024-10-03
08cbe633-23ba-454e-a29d-b32347ebac14,2024-10-04,d613750f-7244-4422-a084-da603cde7145,500,350,COMPLETED,08:00:00,07:25:00,17:00:00,16:14:00,52.5,5,2024-10-03,2024-10-04
b9d9bc8d-ab27-460d-b612-48edfd367802,2024-10-05,d613750f-7244-4422-a084-da603cde7145,500,370,COMPLETED,08:00:00,09:07:00,17:00:00,19:11:00,44.2,6,2024-10-04,2024-10-05
f8825b5e-0d56-4c60-9c41-eed842dee60a,2024-10-07,d613750f-7244-4422-a084-da603cde7145,500,401,COMPLETED,08:00:00,09:36:00,14:00:00,15:59:00,57.3,9,2024-10-06,2024-10-07
