invoice_id,invoice_number,order_id,dealer_id,invoice_date,due_date,subtotal,discount_amount,cgst_amount,sgst_amount,igst_amount,cess_amount,total_tax,total_amount,amount_paid,status,created_at,updated_at
856fc0b6-a5ac-49a6-8d5a-76c5b516a635,INV-2024-0012,98753e0f-706a-45c5-87b2-c59c199bc773,d57aa585-6d50-45b9-b7c3-5ddc5266ff65,2024-03-05,2024-03-12,6336.0,0,570.24,570.24,0,0,1140.48,7476.48,7476.48,PAID,2024-03-05,2024-03-05
bf1300cb-85fe-4eff-93f0-38636accf205,INV-2024-0013,dfe37fb2-8c80-45d2-b0f6-b7431a01bb6d,3a111a3b-2224-4624-9b80-d7ecddb28395,2024-03-05,2024-03-20,864.0,0,77.76,77.76,0,0,155.52,1019.52,1019.52,PAID,2024-03-05,2024-03-05
d1f32443-d754-4098-b2b8-c148eb2f1b7d,INV-2024-0014,55e27cab-eb32-482e-bf90-b14da6344ebb,4260ce4c-5209-476c-afb1-655f9e02133d,2024-03-05,2024-03-12,8256.0,165.12,728.18,728.18,0,0,1456.36,9547.24,0,OVERDUE,2024-03-05,2024-03-05
f9ff8a80-074e-403e-b441-70ad89406d89,INV-2024-0015,ed9bed0d-b0ce-463d-be30-06cf3c43df86,22e73046-8fe1-47f8-b7e2-c67e1cc1a458,2024-03-06,2024-03-13,1728.0,34.56,152.41,152.41,0,0,304.82,1998.26,1998.26,PAID,2024-03-06,2024-03-06
d952d44f-16fe-431a-9b8e-d4c9c0de14e9,INV-2024-0016,04fe6727-306b-4bd5-9b3f-c7ea0baf617c,b2ef95e6-8719-44a0-917a-1043a02ce2b0,2024-03-06,2024-03-13,4224.0,0,380.16,380.16,0,0,760.32,4984.32,4984.32,PAID,2024-03-06,2024-03-06
80feb68d-f2b2-4092-9996-9509e00b6895,INV-2024-0017,77aa59d4-ef58-4d47-8f76-50cca97b8d97,d57aa585-6d50-45b9-b7c3-5ddc5266ff65,2024-03-06,2024-03-21,1632.0,32.64,143.94,143.94,0,0,287.88,1887.24,0,OVERDUE,2024-03-06,2024-03-06
a8219ec2-86e2-4db8-9783-f088f94579e7,INV-2024-0018,6d0e1c86-3bb7-4958-9e87-18a15441ff66,2505c043-13e5-425f-a34f-ad854ef43c6b,2024-03-07,2024-03-14,3456.0,0,311.04,311.04,0,0,622.08,4078.08,0,OVERDUE,2024-03-07,2024-03-07
f2f19320-916a-4d04-848e-ea16c504b66d,INV-2024-0019,0d3ddc6c-ea09-4d7a-ab28-18b59d57f694,fd656c0c-f9a1-4da7-a4c7-8f457f619af2,2024-03-07,2024-03-14,1728.0,0,155.52,155.52,0,0,311.04,2039.04,0,OVERDUE,2024-03-07,2024-03-07
a4b0c47f-d291-4e31-a177-f1ba1aa464df,INV-2024-0020,c4ba258b-277e-4769-a59e-5e8fd69772f6,256796f6-3eaf-4043-91bf-faa41d78325a,2024-03-07,2024-03-14,2496.0,0,224.64,224.64,0,0,449.28,2945.28,0,OVERDUE,2024-03-07,2024-03-07
322ca30c-0ba8-4746-bacb-2bc341495fa5,INV-2024-0021,5628ab95-223e-47eb-ac45-7ee69c0f3cc1,fd656c0c-f9a1-4da7-a4c7-8f457f619af2,2024-03-08,2024-03-15,6522.33,0,587.01,587.01,0,0,1174.02,7696.35,0,OVERDUE,2024-03-08,2024-03-08
d571a833-2b08-42a2-aedf-83e2fed78846,INV-2024-0022,b9716da2-2123-4bf9-9315-fbf9623911fc,76fd9001-d837-4dd4-9c5d-fae3eabe879a,2024-03-08,2024-03-15,3456.0,0,311.04,311.04,0,0,622.08,4078.08,4078.08,PAID,2024-03-08,2024-03-08
58a9587c-9e81-46a4-ab9a-54d1ae2651cf,INV-2024-0023,2cf562e8-af79-4b81-94f3-5b4136e80a5f,68f1b083-a966-45d7-9568-8fe0199280cf,2024-03-08,2024-03-15,3456.0,0,311.04,311.04,0,0,622.08,4078.08,4078.08,PAID,2024-03-08,2024-03-08
44185dcb-e32c-4cc4-b821-0d49ca1c832f,INV-2024-0024,f8586f33-f6a1-4fa6-b308-37979f78dc97,5881aaf5-037c-4728-9071-8b104e5413dc,2024-03-09,2024-03-16,4959.3,0,446.34,446.34,0,0,892.68,5851.98,5851.98,PAID,2024-03-09,2024-03-09
50efaf68-a849-49ea-b368-69050dba2080,INV-2024-0025,837f5c85-96aa-4340-865c-6b0e43bfe856,7178f55e-6bbc-4f51-8768-e2277e170ca5,2024-03-09,2024-03-24,2544.0,0,228.96,228.96,0,0,457.92,3001.92,3001.92,PAID,2024-03-09,2024-03-09
7f7deb1b-71a9-4c87-88b1-f6d1d00074fa,INV-2024-0026,42775d34-b88d-4243-9fe4-b41278b1c1f3,b2ef95e6-8719-44a0-917a-1043a02ce2b0,2024-03-10,2024-03-17,4272.0,0,384.48,384.48,0,0,768.96,5040.96,5040.96,PAID,2024-03-10,2024-03-10
3d5e7580-476d-4370-9d82-b0cad1b9aef4,INV-2024-0027,3e1100f8-9566-4a85-b1a8-f560f89f3505,e239d371-6d2f-47bc-98f7-f79cfbbfb521,2024-03-11,2024-03-18,3195.83,0,287.62,287.62,0,0,575.24,3771.07,3771.07,PAID,2024-03-11,2024-03-11
da925612-7df8-4427-9286-674ef0fd4846,INV-2024-0028,644ec76f-e78c-4cec-a017-c880e2ab3bc4,7114cd1c-d765-471a-bbf0-5660d28756dc,2024-03-11,2024-03-18,6720.0,0,604.8,604.8,0,0,1209.6,7929.6,7929.6,PAID,2024-03-11,2024-03-11
9b2667f1-2310-40f3-8067-f1104ecab489,INV-2024-0029,9720762b-05ee-4947-8cf3-568d75d5ab78,34d40fdb-61b7-4fcd-8fd7-b6266b662296,2024-03-11,2024-03-26,5728.4,0,515.56,515.56,0,0,1031.12,6759.52,6759.52,PAID,2024-03-11,2024-03-11
a4f97ea8-572c-4e9d-af03-93381e1b3dc0,INV-2024-0030,d7dc9bc6-13c7-4525-ad6f-4ab3e700270e,9580c8f6-6df1-4dd7-b0aa-6bfc58b89c5c,2024-03-11,2024-03-26,2414.23,0,217.28,217.28,0,0,434.56,2848.79,2848.79,PAID,2024-03-11,2024-03-11
1d9b2915-28b4-4a3f-9bfa-6fe5472c8964,INV-2024-0031,cf4158c3-7c0c-4cff-9870-4fba20ad8e05,aa142594-8770-46cb-bf05-77eb4736c7e4,2024-03-12,2024-03-27,3456.0,0,311.04,311.04,0,0,622.08,4078.08,4078.08,PAID,2024-03-12,2024-03-12
84faff85-92ba-4114-8842-06bada13c256,INV-2024-0032,f2323d69-97e9-4867-864a-b5c5dc11c3e4,d175149d-f407-43df-900f-8f974386b491,2024-03-12,2024-03-19,1728.0,0,155.52,155.52,0,0,311.04,2039.04,0,OVERDUE,2024-03-12,2024-03-12
3f4534b7-8370-4426-afa9-67415cf271db,INV-2024-0033,d7906b8b-263c-4b4e-971a-572d85da15db,76fd9001-d837-4dd4-9c5d-fae3eabe879a,2024-03-12,2024-03-19,2399.93,0,215.99,215.99,0,0,431.98,2831.91,2831.91,PAID,2024-03-12,2024-03-12
a0b7d54e-06a2-489c-a3e0-cdd0fdb1bfe7,INV-2024-0034,629cce00-2d44-4d65-b307-f68f35bdb8bc,22e73046-8fe1-47f8-b7e2-c67e1cc1a458,2024-03-13,2024-03-20,2592.0,51.84,228.61,228.61,0,0,457.22,2997.38,0,OVERDUE,2024-03-13,2024-03-13
b1ddfc90-eee3-4a72-9202-302a527655d1,INV-2024-0035,5fae8f06-2607-4c15-9341-a1e505ac8363,a1165b38-7316-4cb3-85a9-b3308a230b7c,2024-03-13,2024-03-28,3264.0,65.28,287.88,287.88,0,0,575.76,3774.48,3774.48,PAID,2024-03-13,2024-03-13
9ff78931-38b4-406d-af69-526fa4025e18,INV-2024-0036,cfc55c61-9b5b-4853-8c8e-71d0f463ae53,7114cd1c-d765-471a-bbf0-5660d28756dc,2024-03-13,2024-03-28,4272.0,85.44,376.79,376.79,0,0,753.58,4940.14,4940.14,PAID,2024-03-13,2024-03-13
bf2087a2-ba33-4695-bb3c-4468f0fb785b,INV-2024-0037,8926262c-33b2-4bb3-9b3b-8d7efe017006,dc84c823-845e-4588-859b-49a7e3d43b3c,2024-03-14,2024-03-21,2592.0,0,233.28,233.28,0,0,466.56,3058.56,0,OVERDUE,2024-03-14,2024-03-14
b151a153-0101-43df-a85f-82d54e444afd,INV-2024-0038,30c703b0-b635-4ded-9c69-1682d6030701,cbdda1a1-3a43-475c-a2f8-6dce82d99f2f,2024-03-14,2024-03-29,2496.0,0,224.64,224.64,0,0,449.28,2945.28,2945.28,PAID,2024-03-14,2024-03-14
97d27eb2-1514-46fb-895a-29f2d66d5876,INV-2024-0039,2cb53f94-6fd0-4905-ad2d-36b838ac7be4,7865188e-8b7d-491c-90b0-ffdd5d703d52,2024-03-14,2024-03-21,3264.0,0,293.76,293.76,0,0,587.52,3851.52,3851.52,PAID,2024-03-14,2024-03-14
46afe179-f218-4958-b415-ac7885b7cdc0,INV-2024-0040,2e5868fc-fe6e-4756-b4bd-3d9efde01124,8964dfde-f9d0-4250-91ce-6b245cb1ce68,2024-03-14,2024-03-29,2404.93,0,216.44,216.44,0,0,432.88,2837.81,2837.81,PAID,2024-03-14,2024-03-14
0c8fd11d-302c-4567-8c2e-e2697f4992bd,INV-2024-0041,0c208871-d7cb-454e-af8a-5ccc682d3dd5,412af8cf-f49a-46c9-86fd-ee8fc3a1512e,2024-03-15,2024-03-22,3264.0,0,293.76,293.76,0,0,587.52,3851.52,3851.52,PAID,2024-03-15,2024-03-15
d99077a3-02bb-4016-bf08-e5a8134788fe,INV-2024-0042,de08a276-4aaa-472a-aaaa-d4dbf0a61822,5881aaf5-037c-4728-9071-8b104e5413dc,2024-03-15,2024-03-22,3230.11,0,290.71,290.71,0,0,581.42,3811.53,3811.53,PAID,2024-03-15,2024-03-15
d4b5765b-f0df-4328-92d6-4d54810af25b,INV-2024-0043,354f5e47-62cc-431e-9c02-54b7dd55a57f,3a111a3b-2224-4624-9b80-d7ecddb28395,2024-03-15,2024-03-22,4128.0,0,371.52,371.52,0,0,743.04,4871.04,0,OVERDUE,2024-03-15,2024-03-15
61a172a3-ae0e-431d-b2a7-4ccc5177f2cf,INV-2024-0044,d2728c5e-5fa7-4bfb-b1da-1bb63a81f73f,aa142594-8770-46cb-bf05-77eb4736c7e4,2024-03-16,2024-03-23,803.67,0,72.33,72.33,0,0,144.66,948.33,948.33,PAID,2024-03-16,2024-03-16
ecff06b6-93f5-4020-9bd6-1fc2e877e5e7,INV-2024-0045,a3d27629-5439-46eb-932e-63e5f8ebd7ab,3ea93ee6-b253-4e80-95fc-b60b17ab090e,2024-03-16,2024-03-23,4992.0,0,449.28,449.28,0,0,898.56,5890.56,5890.56,PAID,2024-03-16,2024-03-16
08a84253-a1f5-4aee-8f30-cee42adf33ad,INV-2024-0046,215056a2-7e36-4b73-9768-b52b081d5e1e,22e73046-8fe1-47f8-b7e2-c67e1cc1a458,2024-03-16,2024-03-31,2448.0,0,220.32,220.32,0,0,440.64,2888.64,2888.64,PAID,2024-03-16,2024-03-16
1970ba7f-f148-4ee4-aee3-33dac6dd5029,INV-2024-0047,5cd5b835-1ea4-4477-911e-b7bcd5107b7f,4260ce4c-5209-476c-afb1-655f9e02133d,2024-03-17,2024-04-01,2445.81,0,220.12,220.12,0,0,440.24,2886.05,2886.05,PAID,2024-03-17,2024-03-17
1c3ed899-6e30-4438-9b7e-7f46394ce8c6,INV-2024-0048,7f9f5fe0-1430-4206-b7ae-1e1d5794cbc9,fd656c0c-f9a1-4da7-a4c7-8f457f619af2,2024-03-18,2024-03-25,5904.0,0,531.36,531.36,0,0,1062.72,6966.72,6966.72,PAID,2024-03-18,2024-03-18
fdeba8f3-c656-4bfb-92f4-dd7a3421e472,INV-2024-0049,63e70e87-7b7c-4db8-adcf-f6ec6a4d6f01,766f55c6-bd8d-414d-b481-b315180fd94a,2024-03-18,2024-04-02,4224.0,84.48,372.56,372.56,0,0,745.12,4884.64,4884.64,PAID,2024-03-18,2024-03-18
06a8bee8-1331-4039-bd23-90558d47382e,INV-2024-0050,e6914441-074e-4162-9286-2946d9b2bf80,68f1b083-a966-45d7-9568-8fe0199280cf,2024-03-19,2024-04-03,3264.0,0,293.76,293.76,0,0,587.52,3851.52,3851.52,PAID,2024-03-19,2024-03-19
6c84c1d2-ed07-43ba-91f4-e31d6ffc6e4b,INV-2024-0051,c1285767-1959-4592-abf6-7bd9b51b41e2,672f6872-5e9a-4153-9cf7-9bad9ee0eff3,2024-03-19,2024-03-26,7066.45,0,635.98,635.98,0,0,1271.96,8338.41,8338.41,PAID,2024-03-19,2024-03-19
f2591e32-df71-426d-94f3-e9e36e33956e,INV-2024-0052,c277cf82-b190-4d49-8529-1f7ec0da3921,dc84c823-845e-4588-859b-49a7e3d43b3c,2024-03-19,2024-04-03,816.0,16.32,71.97,71.97,0,0,143.94,943.62,943.62,PAID,2024-03-19,2024-03-19
fbcdc345-4a7d-421d-aa0a-1eb0ca7f83fb,INV-2024-0053,4089c0b1-282c-4258-8239-bbf2e2209e01,115804b5-d9c6-401e-a450-d16354ecaf2d,2024-03-20,2024-03-27,1728.0,34.56,152.41,152.41,0,0,304.82,1998.26,1998.26,PAID,2024-03-20,2024-03-20
9fe09838-f43f-4392-bc1c-8421b222a1cb,INV-2024-0054,f20b9522-a09e-4d8b-8f54-143211aec4fe,e239d371-6d2f-47bc-98f7-f79cfbbfb521,2024-03-20,2024-04-04,3456.0,0,311.04,311.04,0,0,622.08,4078.08,4078.08,PAID,2024-03-20,2024-03-20
65a5a247-e6e4-484b-a53c-49ca90830415,INV-2024-0055,1473bdbe-c620-438e-9007-8a59e052e1e3,e239d371-6d2f-47bc-98f7-f79cfbbfb521,2024-03-20,2024-03-27,5856.0,117.12,516.5,516.5,0,0,1033.0,6771.88,2167.5,PARTIAL,2024-03-20,2024-03-20
fa854bcb-2f54-408d-aca7-8efe2d3d500c,INV-2024-0056,ba765093-5b6c-4b1d-ad6b-552f182ddf6b,4260ce4c-5209-476c-afb1-655f9e02133d,2024-03-21,2024-03-28,4128.0,0,371.52,371.52,0,0,743.04,4871.04,4871.04,PAID,2024-03-21,2024-03-21
ca33e72d-9265-4ba8-805a-6de5a03fb7d8,INV-2024-0057,4602df09-fd2a-4fa4-891e-2be9b1e8e0d1,de4699bf-d9e7-45b9-9875-43405fdc2981,2024-03-21,2024-03-28,7200.0,0,648.0,648.0,0,0,1296.0,8496.0,8496.0,PAID,2024-03-21,2024-03-21
dc9320c7-d364-48d7-a85c-13805a95d7ca,INV-2024-0058,beaeee78-16ea-4683-a927-02167c642326,8964dfde-f9d0-4250-91ce-6b245cb1ce68,2024-03-21,2024-03-28,3372.25,0,303.5,303.5,0,0,607.0,3979.25,3979.25,PAID,2024-03-21,2024-03-21
e1748409-0fd4-4242-9454-cb3ccd11fce2,INV-2024-0059,acf08d0c-9611-44bc-8007-9088eb160940,a1165b38-7316-4cb3-85a9-b3308a230b7c,2024-03-21,2024-04-05,864.0,0,77.76,77.76,0,0,155.52,1019.52,1019.52,PAID,2024-03-21,2024-03-21
638e171e-f6ab-4372-b85b-bb91d2842f8d,INV-2024-0060,f6acb680-07eb-4bb6-93d7-6a1f0ca6cd9c,9198bfa1-1b5b-4a67-a310-ac2db2875058,2024-03-21,2024-03-28,5724.71,114.49,504.92,504.92,0,0,1009.84,6620.06,3747.22,PARTIAL,2024-03-21,2024-03-21
e8e62eea-356b-482f-8c67-a67a88c88b3b,INV-2024-0061,7937f7ca-bd39-4307-84a0-0a6ee204691e,7114cd1c-d765-471a-bbf0-5660d28756dc,2024-03-22,2024-04-06,6536.62,0,588.3,588.3,0,0,1176.6,7713.22,7713.22,PAID,2024-03-22,2024-03-22
d2f85fd4-064d-4e14-bd0c-6e56e70f79b2,INV-2024-0062,0cbb139d-3ef3-472f-a844-a52bd5dc2108,2505c043-13e5-425f-a34f-ad854ef43c6b,2024-03-22,2024-03-29,1632.0,0,146.88,146.88,0,0,293.76,1925.76,998.81,PARTIAL,2024-03-22,2024-03-22
9f434415-b668-4eee-9c1d-5d5e8b6b1d2e,INV-2024-0063,1537371f-cb61-407e-b328-04ad1d0ba9bc,34d40fdb-61b7-4fcd-8fd7-b6266b662296,2024-03-22,2024-03-29,5040.0,0,453.6,453.6,0,0,907.2,5947.2,5947.2,PAID,2024-03-22,2024-03-22
9cdf64c9-0610-4d39-ab0b-4db503b982b5,INV-2024-0064,fa4e5d86-c039-405d-8124-00c34d7263d7,672f6872-5e9a-4153-9cf7-9bad9ee0eff3,2024-03-23,2024-04-07,4992.0,0,449.28,449.28,0,0,898.56,5890.56,5890.56,PAID,2024-03-23,2024-03-23
95375fef-456f-47b7-9a88-7688782ccf9d,INV-2024-0065,ead2ae13-731f-47e4-8a26-31590bfdfc15,9580c8f6-6df1-4dd7-b0aa-6bfc58b89c5c,2024-03-24,2024-04-08,1632.0,0,146.88,146.88,0,0,293.76,1925.76,1925.76,PAID,2024-03-24,2024-03-24
69481729-b357-4e26-ac05-2b394579abd6,INV-2024-0066,0cf7e104-3ce8-4ba7-9523-c1784e9f8bec,f3add840-d8ad-457e-a501-c460549a2a61,2024-03-25,2024-04-01,862.81,17.26,76.1,76.1,0,0,152.2,997.76,469.04,PARTIAL,2024-03-25,2024-03-25
1cb95914-0845-433e-b3ae-7875126289b4,INV-2024-0067,7625f5a5-4461-4669-bf7b-a1f96eef206d,baabea0b-282b-41ac-8a02-f2c72a0ee4ce,2024-03-25,2024-04-01,1632.0,0,146.88,146.88,0,0,293.76,1925.76,1925.76,PAID,2024-03-25,2024-03-25
1fd2b0f9-5e85-4db6-a19e-dfe6c257fbbc,INV-2024-0068,ced4cdf7-3fd7-44e7-bbd7-9cae01e812bd,baabea0b-282b-41ac-8a02-f2c72a0ee4ce,2024-03-25,2024-04-09,1714.76,0,154.33,154.33,0,0,308.66,2023.42,2023.42,PAID,2024-03-25,2024-03-25
2aae46ab-29b4-44e9-afee-e41f8d4e7e7c,INV-2024-0069,462d12fa-ce3f-48e6-9289-79ecfe773741,7865188e-8b7d-491c-90b0-ffdd5d703d52,2024-03-26,2024-04-10,1724.07,0,155.17,155.17,0,0,310.34,2034.41,2034.41,PAID,2024-03-26,2024-03-26
672ffce3-fbc2-4d0e-8c15-e37ef89fbbdd,INV-2024-0070,40c37cad-9a23-4d60-8a01-579f4bbe894b,a1165b38-7316-4cb3-85a9-b3308a230b7c,2024-03-26,2024-04-10,864.0,0,77.76,77.76,0,0,155.52,1019.52,1019.52,PAID,2024-03-26,2024-03-26
c677cebf-9e46-48cf-9a03-5672e6550033,INV-2024-0071,a47058d2-1dd5-49ad-bad1-3c6b28d15d0f,493470d1-7f49-4d7f-88c7-30d85187f126,2024-03-26,2024-04-10,4752.0,0,427.68,427.68,0,0,855.36,5607.36,5607.36,PAID,2024-03-26,2024-03-26
85387c99-84a8-47e6-b84a-634a66ca1f34,INV-2024-0072,8f931608-8983-462b-b94d-dc9d56312379,baabea0b-282b-41ac-8a02-f2c72a0ee4ce,2024-03-26,2024-04-10,4128.0,82.56,364.09,364.09,0,0,728.18,4773.62,2730.89,PARTIAL,2024-03-26,2024-03-26
50652a53-627f-47fa-a0c1-0910a18711ff,INV-2024-0073,4a18f2d1-a238-4301-90f0-6945cb7c880c,3ea93ee6-b253-4e80-95fc-b60b17ab090e,2024-03-27,2024-04-03,2400.0,0,216.0,216.0,0,0,432.0,2832.0,1865.17,PARTIAL,2024-03-27,2024-03-27
6414d0de-eb54-4238-bfad-ca4415c552a5,INV-2024-0074,2c5a545a-40f1-440f-867d-fd86f4e273ba,3021fc48-2b92-41d2-ae1b-1fdcd120a039,2024-03-27,2024-04-03,3360.0,0,302.4,302.4,0,0,604.8,3964.8,3964.8,PAID,2024-03-27,2024-03-27
95e8088c-ae18-43c9-b853-73a127b48682,INV-2024-0075,92525703-ca87-47ad-87b5-52e15830d40d,f3add840-d8ad-457e-a501-c460549a2a61,2024-03-27,2024-04-03,1632.0,0,146.88,146.88,0,0,293.76,1925.76,1925.76,PAID,2024-03-27,2024-03-27
16cb8359-23b2-48df-b866-275be71737ff,INV-2024-0076,47912872-f29c-4d7b-9cb0-4e59c2a41b6a,d175149d-f407-43df-900f-8f974386b491,2024-03-27,2024-04-03,3936.0,0,354.24,354.24,0,0,708.48,4644.48,4644.48,PAID,2024-03-27,2024-03-27
f46ec367-dfac-477a-b905-9eef02a8b84d,INV-2024-0077,a0e2c125-c0b3-4673-af64-fb8d200b9585,e239d371-6d2f-47bc-98f7-f79cfbbfb521,2024-03-28,2024-04-04,2514.52,0,226.31,226.31,0,0,452.62,2967.14,2045.4,PARTIAL,2024-03-28,2024-03-28
6eeebdfa-84c4-4104-b7b7-5c3d5253798d,INV-2024-0078,7416539d-fe0a-422a-b9e5-0498e88da0de,f3add840-d8ad-457e-a501-c460549a2a61,2024-03-28,2024-04-12,3408.0,0,306.72,306.72,0,0,613.44,4021.44,2590.4,PARTIAL,2024-03-28,2024-03-28
49d24c76-2b31-4456-afca-bae1b6be7344,INV-2024-0079,54db1296-50c2-4845-8b32-179324a72138,3021fc48-2b92-41d2-ae1b-1fdcd120a039,2024-03-28,2024-04-12,2547.58,0,229.28,229.28,0,0,458.56,3006.14,3006.14,PAID,2024-03-28,2024-03-28
8b21ded7-a811-437e-9d24-656425fa525e,INV-2024-0080,6c899ba3-8a66-43b9-b0c7-4d26cce7ca1a,76fd9001-d837-4dd4-9c5d-fae3eabe879a,2024-03-28,2024-04-12,1595.11,0,143.56,143.56,0,0,287.12,1882.23,1064.9,PARTIAL,2024-03-28,2024-03-28
889513da-aaea-4971-b977-e61c6b0cfaa8,INV-2024-0081,97a4b880-02fd-4e8b-aeca-d37acdeb2cfc,3a111a3b-2224-4624-9b80-d7ecddb28395,2024-03-29,2024-04-13,5088.0,0,457.92,457.92,0,0,915.84,6003.84,3693.01,PARTIAL,2024-03-29,2024-03-29
f6d129d8-99c6-4a07-ac4f-0f2261c8cc85,INV-2024-0082,739adc05-2ce3-41c9-8ce7-7f44f0b57de0,7178f55e-6bbc-4f51-8768-e2277e170ca5,2024-03-29,2024-04-13,4965.06,0,446.86,446.86,0,0,893.72,5858.78,5858.78,PAID,2024-03-29,2024-03-29
7314fbe9-c136-4fb8-a1cc-990d9c9932bb,INV-2024-0083,e798772e-0354-488b-b3f9-28010468bb9b,a1165b38-7316-4cb3-85a9-b3308a230b7c,2024-03-29,2024-04-13,3456.0,0,311.04,311.04,0,0,622.08,4078.08,4078.08,PAID,2024-03-29,2024-03-29
671afc96-68f6-4191-9d30-56d44965b58d,INV-2024-0084,5d52e5c5-4dd0-4d64-9ad9-09eedfc94525,7865188e-8b7d-491c-90b0-ffdd5d703d52,2024-03-30,2024-04-14,5088.0,0,457.92,457.92,0,0,915.84,6003.84,6003.84,PAID,2024-03-30,2024-03-30
bda84d2a-151e-49c0-a470-98d19f0875d5,INV-2024-0085,bce3708e-f82a-4edf-be59-6976c438a143,524e5021-ef84-4ef8-8dd2-373b17b61207,2024-03-30,2024-04-06,1680.0,0,151.2,151.2,0,0,302.4,1982.4,1068.07,PARTIAL,2024-03-30,2024-03-30
19402548-b725-408f-a758-c4b624dc7689,INV-2024-0086,ab530ded-ca77-419d-a8a4-fee48793ce69,68f1b083-a966-45d7-9568-8fe0199280cf,2024-03-31,2024-04-15,2592.0,0,233.28,233.28,0,0,466.56,3058.56,3058.56,PAID,2024-03-31,2024-03-31
7d0bebd5-21b7-45c5-ba87-276cecf43e63,INV-2024-0087,d64b59ed-35c2-4ef1-9057-fee0d8e8036d,493470d1-7f49-4d7f-88c7-30d85187f126,2024-04-01,2024-04-16,2496.0,49.92,220.15,220.15,0,0,440.3,2886.38,1078.1,PARTIAL,2024-04-01,2024-04-01
671dc670-7d89-4522-a99e-225206bf45ea,INV-2024-0088,438317ab-aaf8-4a5f-b860-a2df77262a89,3ea93ee6-b253-4e80-95fc-b60b17ab090e,2024-04-01,2024-04-08,4224.0,0,380.16,380.16,0,0,760.32,4984.32,3456.01,PARTIAL,2024-04-01,2024-04-01
