week_id,week_start,week_end,week_number,year,month,product_id,product_code,quantity_ordered,quantity_delivered,order_count,revenue,is_festival_week
38109a8a-0960-4d40-910e-e11c67fc95ed,2024-04-01,2024-04-07,5,2024,4,72f40484-f49b-4f82-9a99-d22ec799c523,CLN-2KG,48,30,3,7203.77,0
cf6fa54b-a372-49df-898c-b7ccd55a987d,2024-04-08,2024-04-14,6,2024,4,17b438d3-0eb9-4489-843d-67569ab2e171,CLN-500G,984,696,14,41477.15,0
7d02822b-80f0-4f0c-b357-caeeaff647d9,2024-04-08,2024-04-14,6,2024,4,691d2da3-3a95-42f4-af6a-57c1f73652fa,CLN-1KG,324,216,10,25945.03,0
265776fe-4e98-4bb3-a24c-9e91f436da5c,2024-04-08,2024-04-14,6,2024,4,72f40484-f49b-4f82-9a99-d22ec799c523,CLN-2KG,78,66,3,11781.12,0
62cede96-adb9-4cc7-b46b-0bffd2fa2119,2024-04-15,2024-04-21,7,2024,4,17b438d3-0eb9-4489-843d-67569ab2e171,CLN-500G,1176,864,18,49444.0,0
10171a05-0252-49cd-af09-03d59c0f937b,2024-04-15,2024-04-21,7,2024,4,691d2da3-3a95-42f4-af6a-57c1f73652fa,CLN-1KG,216,216,7,17233.07,0
7ab27a5e-9b96-486e-a48d-b1bf634c5f11,2024-04-15,2024-04-21,7,2024,4,72f40484-f49b-4f82-9a99-d22ec799c523,CLN-2KG,114,84,7,17111.55,0
04e108dc-c6a5-49fd-9d46-78f0a5517a13,2024-04-22,2024-04-28,8,2024,4,17b438d3-0eb9-4489-843d-67569ab2e171,CLN-500G,1128,1032,17,47559.11,0
02d7bcb3-6faf-4c3b-b1aa-6e31e959cf85,2024-04-22,2024-04-28,8,2024,4,691d2da3-3a95-42f4-af6a-57c1f73652fa,CLN-1KG,264,228,10,21054.2,0
d83e0dee-154d-4c6d-bff8-171e3db7f7fd,2024-04-22,2024-04-28,8,2024,4,72f40484-f49b-4f82-9a99-d22ec799c523,CLN-2KG,42,42,3,6337.0,0
3e0cd6c4-468a-406a-8480-a99d217c4ff5,2024-04-29,2024-05-05,9,2024,4,17b438d3-0eb9-4489-843d-67569ab2e171,CLN-500G,600,504,14,25385.83,0
4dbb05db-bf94-4d2c-b7d2-f92c105307cb,2024-04-29,2024-05-05,9,2024,4,691d2da3-3a95-42f4-af6a-57c1f73652fa,CLN-1KG,300,264,12,24054.78,0
6935f028-b061-4ee8-8087-5f1e8e6b598a,2024-04-29,2024-05-05,9,2024,4,72f40484-f49b-4f82-9a99-d22ec799c523,CLN-2KG,30,18,2,4531.2,0
bf5ed573-0940-498a-88af-b7bd94b56e9c,2024-05-06,2024-05-12,10,2024,5,17b438d3-0eb9-4489-843d-67569ab2e171,CLN-500G,672,480,11,28345.5,0
9810dca4-0d8a-49db-a368-ce0e28fdce93,2024-05-06,2024-05-12,10,2024,5,691d2da3-3a95-42f4-af6a-57c1f73652fa,CLN-1KG,384,360,12,30508.61,0
8f98aa25-85c2-4be1-b902-a07e5e07cd19,2024-05-06,2024-05-12,10,2024,5,72f40484-f49b-4f82-9a99-d22ec799c523,CLN-2KG,24,24,1,3624.96,0
a1576a99-d9e8-445a-b022-9c9777266e84,2024-05-13,2024-05-19,11,2024,5,17b438d3-0eb9-4489-843d-67569ab2e171,CLN-500G,744,744,13,31179.35,0
a4f58e95-b5e3-4447-bedf-96a0dc1f149e,2024-05-13,2024-05-19,11,2024,5,691d2da3-3a95-42f4-af6a-57c1f73652fa,CLN-1KG,240,240,9,19033.85,0
78b234ab-fe43-4035-a019-323bb5a308c6,2024-05-13,2024-05-19,11,2024,5,72f40484-f49b-4f82-9a99-d22ec799c523,CLN-2KG,24,24,1,3483.04,0
91a7afdb-67ee-422f-a27f-110ed07f39f3,2024-05-20,2024-05-26,12,2024,5,17b438d3-0eb9-4489-843d-67569ab2e171,CLN-500G,648,648,10,27267.49,0
8d65c0c0-dc91-48e4-adc9-371f3bf73e43,2024-05-20,2024-05-26,12,2024,5,691d2da3-3a95-42f4-af6a-57c1f73652fa,CLN-1KG,444,396,15,35539.76,0
cd271147-c686-4025-8c6a-4fa4c2a64525,2024-05-20,2024-05-26,12,2024,5,72f40484-f49b-4f82-9a99-d22ec799c523,CLN-2KG,84,84,4,12312.29,0
5b9b8204-c925-4aa2-9b00-f693363b3e82,2024-05-27,2024-06-02,13,2024,5,17b438d3-0eb9-4489-843d-67569ab2e171,CLN-500G,552,504,13,23246.5,0
14dec306-10d6-4e55-bd27-907270da2b95,2024-05-27,2024-06-02,13,2024,5,691d2da3-3a95-42f4-af6a-57c1f73652fa,CLN-1KG,276,240,10,21902.04,0
841e5c5e-563c-4e6f-a392-6f9e940fe88f,2024-05-27,2024-06-02,13,2024,5,72f40484-f49b-4f82-9a99-d22ec799c523,CLN-2KG,54,54,2,8156.16,0
c207f42b-a94d-4664-ab28-cb9cd9f2887c,2024-06-03,2024-06-09,14,2024,6,17b438d3-0eb9-4489-843d-67569ab2e171,CLN-500G,792,648,13,33346.33,0
58d6457f-cf19-44c5-a087-b7954176287c,2024-06-03,2024-06-09,14,2024,6,691d2da3-3a95-42f4-af6a-57c1f73652fa,CLN-1KG,444,372,14,35153.02,0
f648476d-e4f1-4171-bd06-25b610af9b23,2024-06-03,2024-06-09,14,2024,6,72f40484-f49b-4f82-9a99-d22ec799c523,CLN-2KG,72,72,4,10874.88,0
eb7e7c00-6738-48ea-a49c-d51fab8be001,2024-06-10,2024-06-16,15,2024,6,17b438d3-0eb9-4489-843d-67569ab2e171,CLN-500G,624,624,9,25939.09,0
c216911b-d2a1-4eb7-adf3-fa57acfb5b1b,2024-06-10,2024-06-16,15,2024,6,691d2da3-3a95-42f4-af6a-57c1f73652fa,CLN-1KG,444,372,14,35215.33,0
71c035dd-1e65-49f3-b78c-4323813e34d5,2024-06-10,2024-06-16,15,2024,6,72f40484-f49b-4f82-9a99-d22ec799c523,CLN-2KG,24,24,1,3509.14,0
76fc10df-5c3b-4312-8c2e-0d16c32e51c4,2024-06-17,2024-06-23,16,2024,6,17b438d3-0eb9-4489-843d-67569ab2e171,CLN-500G,720,720,12,30484.84,0
fcdf5da5-6937-44e1-b211-313cf65cd4f2,2024-06-17,2024-06-23,16,2024,6,691d2da3-3a95-42f4-af6a-57c1f73652fa,CLN-1KG,264,264,8,21084.5,0
e5aa477c-b16e-4106-bad7-7b4a9cf37171,2024-06-17,2024-06-23,16,2024,6,72f40484-f49b-4f82-9a99-d22ec799c523,CLN-2KG,18,18,2,2598.15,0
5b523a5b-ce74-45f4-b464-002dae6e8a7f,2024-06-24,2024-06-30,17,2024,6,17b438d3-0eb9-4489-843d-67569ab2e171,CLN-500G,888,696,13,37330.69,0
98d80daf-b0fa-4494-8735-fd91c33db6e7,2024-06-24,2024-06-30,17,2024,6,691d2da3-3a95-42f4-af6a-57c1f73652fa,CLN-1KG,240,216,8,19257.6,0
8ea8405d-0ef7-4a41-a227-38bfa2e5f93e,2024-06-24,2024-06-30,17,2024,6,72f40484-f49b-4f82-9a99-d22ec799c523,CLN-2KG,48,24,2,7081.0,0
b319d681-9dc2-4939-a49e-e25626e8c279,2024-07-01,2024-07-07,18,2024,7,17b438d3-0eb9-4489-843d-67569ab2e171,CLN-500G,816,672,11,34407.13,0
b8f2f850-775e-40b0-b345-a972265171a3,2024-07-01,2024-07-07,18,2024,7,691d2da3-3a95-42f4-af6a-57c1f73652fa,CLN-1KG,276,240,7,22146.24,0
521a624e-5da1-4b70-bea3-1fc4cba061d5,2024-07-01,2024-07-07,18,2024,7,72f40484-f49b-4f82-9a99-d22ec799c523,CLN-2KG,48,48,2,7249.92,0
ed82dde2-4acd-4708-b4ed-c21031686920,2024-07-08,2024-07-14,19,2024,7,17b438d3-0eb9-4489-843d-67569ab2e171,CLN-500G,720,672,12,30459.13,0
5fbbaaee-9c45-4632-9631-7f3ce6ae64dd,2024-07-08,2024-07-14,19,2024,7,691d2da3-3a95-42f4-af6a-57c1f73652fa,CLN-1KG,240,228,7,19200.15,0
e731f8bc-a452-4477-92cc-d372d697133f,2024-07-08,2024-07-14,19,2024,7,72f40484-f49b-4f82-9a99-d22ec799c523,CLN-2KG,24,24,1,3553.88,0
7212cc8d-22d2-46fc-a4ab-d4bcd6b3b8a6,2024-07-15,2024-07-21,20,2024,7,17b438d3-0eb9-4489-843d-67569ab2e171,CLN-500G,720,432,11,30338.26,0
7deb34e0-2139-4766-bd57-a00df39c65d2,2024-07-15,2024-07-21,20,2024,7,691d2da3-3a95-42f4-af6a-57c1f73652fa,CLN-1KG,252,180,7,20203.45,0
f3325b9b-cac3-4df9-923d-4c4709a999f1,2024-07-15,2024-07-21,20,2024,7,72f40484-f49b-4f82-9a99-d22ec799c523,CLN-2KG,24,6,2,3624.96,0
0d62647c-f4c3-49a0-9919-e08ee1f4f318,2024-07-22,2024-07-28,21,2024,7,17b438d3-0eb9-4489-843d-67569ab2e171,CLN-500G,480,480,8,20196.61,0
0008a7a5-cfe6-4b3b-a77f-6f7b26f94617,2024-07-22,2024-07-28,21,2024,7,691d2da3-3a95-42f4-af6a-57c1f73652fa,CLN-1KG,228,204,9,18200.3,0
16e7de00-aacd-4f6f-bbce-b8fa8932998a,2024-07-22,2024-07-28,21,2024,7,72f40484-f49b-4f82-9a99-d22ec799c523,CLN-2KG,30,30,1,4531.2,0
d8985b70-ec14-426e-b357-a33ed08e0d25,2024-07-29,2024-08-04,22,2024,7,17b438d3-0eb9-4489-843d-67569ab2e171,CLN-500G,744,624,11,31030.97,0
16b1f7ec-1f3e-410c-a7c6-050ba028444a,2024-07-29,2024-08-04,22,2024,7,691d2da3-3a95-42f4-af6a-57c1f73652fa,CLN-1KG,336,336,11,26490.87,0
22b2f20d-ac37-4088-9c25-1f16874a7554,2024-07-29,2024-08-04,22,2024,7,72f40484-f49b-4f82-9a99-d22ec799c523,CLN-2KG,18,18,1,2604.13,0
02a91729-345e-4bf1-8051-6c3d9b69f19d,2024-08-05,2024-08-11,23,2024,8,17b438d3-0eb9-4489-843d-67569ab2e171,CLN-500G,528,384,10,22233.64,0
af8080ea-bd70-4280-9ba9-3c08be65dbd1,2024-08-05,2024-08-11,23,2024,8,691d2da3-3a95-42f4-af6a-57c1f73652fa,CLN-1KG,348,324,13,27568.58,0
5fdaa3d6-2225-4198-8f38-a1c822028561,2024-08-05,2024-08-11,23,2024,8,72f40484-f49b-4f82-9a99-d22ec799c523,CLN-2KG,42,30,3,6298.93,0
6ab7e8dc-9793-482a-8a29-ae1c39e35887,2024-08-12,2024-08-18,24,2024,8,17b438d3-0eb9-4489-843d-67569ab2e171,CLN-500G,576,528,11,24451.24,0
ef0528fe-957b-4884-9dbe-1d6bdc23d664,2024-08-12,2024-08-18,24,2024,8,691d2da3-3a95-42f4-af6a-57c1f73652fa,CLN-1KG,288,288,10,22944.52,0
ea79ae24-1a59-4989-a042-b03777a184fd,2024-08-12,2024-08-18,24,2024,8,72f40484-f49b-4f82-9a99-d22ec799c523,CLN-2KG,0,0,0,0.0,0
68235aa1-c755-4589-a1aa-635e6c128043,2024-08-19,2024-08-25,25,2024,8,17b438d3-0eb9-4489-843d-67569ab2e171,CLN-500G,600,360,8,25309.03,0
70458c53-c49c-4199-9230-1e8fb5fdcc23,2024-08-19,2024-08-25,25,2024,8,691d2da3-3a95-42f4-af6a-57c1f73652fa,CLN-1KG,348,336,11,27597.86,0
54fc3710-768c-4185-992b-e259b4c66b16,2024-08-19,2024-08-25,25,2024,8,72f40484-f49b-4f82-9a99-d22ec799c523,CLN-2KG,84,48,3,12553.88,0
6892c4d4-adf9-48bc-ac08-304f5362cc76,2024-08-26,2024-09-01,26,2024,8,17b438d3-0eb9-4489-843d-67569ab2e171,CLN-500G,888,864,13,37351.39,0
f40ec076-5ff6-4c5d-9d51-caae3f92715c,2024-08-26,2024-09-01,26,2024,8,691d2da3-3a95-42f4-af6a-57c1f73652fa,CLN-1KG,288,276,10,22898.2,0
5a72d49a-d5a3-4c58-bec7-16d85868d65d,2024-08-26,2024-09-01,26,2024,8,72f40484-f49b-4f82-9a99-d22ec799c523,CLN-2KG,54,54,3,8030.28,0
fdb74bc2-701f-4047-8c55-0bca5b6d99e9,2024-09-02,2024-09-08,27,2024,9,17b438d3-0eb9-4489-843d-67569ab2e171,CLN-500G,552,456,12,23332.23,0
31dc95e5-3d22-4a55-bd94-c1c24035a969,2024-09-02,2024-09-08,27,2024,9,691d2da3-3a95-42f4-af6a-57c1f73652fa,CLN-1KG,276,216,13,21990.1,0
9c4e229f-1fdd-47f6-8863-0c0052e51a4c,2024-09-02,2024-09-08,27,2024,9,72f40484-f49b-4f82-9a99-d22ec799c523,CLN-2KG,6,6,1,906.24,0
fbd9eb53-6247-49ee-85f1-00724d781c9b,2024-09-09,2024-09-15,28,2024,9,17b438d3-0eb9-4489-843d-67569ab2e171,CLN-500G,1104,1104,15,46530.46,0
d38a5e44-fc24-4275-8abd-2285ebc6381b,2024-09-09,2024-09-15,28,2024,9,691d2da3-3a95-42f4-af6a-57c1f73652fa,CLN-1KG,288,288,9,23043.55,0
a226af20-0a55-43f5-bc3e-ea9077802257,2024-09-09,2024-09-15,28,2024,9,72f40484-f49b-4f82-9a99-d22ec799c523,CLN-2KG,102,102,4,15155.25,0
8a97cc98-3621-4897-9a8b-b433c47e026f,2024-09-16,2024-09-22,29,2024,9,17b438d3-0eb9-4489-843d-67569ab2e171,CLN-500G,960,888,14,40080.71,0
ab464005-a00f-44d4-8c18-5d4afee1a5a6,2024-09-16,2024-09-22,29,2024,9,691d2da3-3a95-42f4-af6a-57c1f73652fa,CLN-1KG,420,372,13,33363.24,0
73c78d47-7d1e-41aa-8447-5633460b5690,2024-09-16,2024-09-22,29,2024,9,72f40484-f49b-4f82-9a99-d22ec799c523,CLN-2KG,24,24,2,3588.38,0
2fd7ec73-f42e-4ebb-88bf-238357b915b7,2024-09-23,2024-09-29,30,2024,9,17b438d3-0eb9-4489-843d-67569ab2e171,CLN-500G,720,624,10,30130.23,0
62eae24e-51ef-4799-90c4-f1e69335fc48,2024-09-23,2024-09-29,30,2024,9,691d2da3-3a95-42f4-af6a-57c1f73652fa,CLN-1KG,240,240,9,19250.89,0
e33a62b9-2776-4bc9-bced-bf41daeaa6ef,2024-09-23,2024-09-29,30,2024,9,72f40484-f49b-4f82-9a99-d22ec799c523,CLN-2KG,12,12,1,1812.48,0
0809d970-be50-49de-b374-4e909bdc8981,2024-09-30,2024-10-06,31,2024,9,17b438d3-0eb9-4489-843d-67569ab2e171,CLN-500G,1008,792,20,42578.78,0
227a1154-d794-4fc5-975b-46a418e332a2,2024-09-30,2024-10-06,31,2024,9,691d2da3-3a95-42f4-af6a-57c1f73652fa,CLN-1KG,432,348,14,34382.69,0
3ced61d3-d23f-4aca-a6b2-cb605431e377,2024-09-30,2024-10-06,31,2024,9,72f40484-f49b-4f82-9a99-d22ec799c523,CLN-2KG,36,12,3,5400.69,0
44adb128-f913-4b00-85f7-7c8812896355,2024-10-07,2024-10-13,32,2024,10,17b438d3-0eb9-4489-843d-67569ab2e171,CLN-500G,1152,960,19,48537.88,1
c822051a-bbb3-4135-bc97-e54dc7af3493,2024-10-07,2024-10-13,32,2024,10,691d2da3-3a95-42f4-af6a-57c1f73652fa,CLN-1KG,456,324,14,36180.76,1
da003f75-d024-4f5d-a450-935cfcec26e4,2024-10-07,2024-10-13,32,2024,10,72f40484-f49b-4f82-9a99-d22ec799c523,CLN-2KG,42,18,2,6237.27,1
f1b4405a-c043-4172-88bb-b9ec9bf70a7d,2024-10-14,2024-10-20,33,2024,10,17b438d3-0eb9-4489-843d-67569ab2e171,CLN-500G,552,432,12,23115.44,1
f2607ef7-2bfb-40b4-ab4a-90f5de4d4ec4,2024-10-14,2024-10-20,33,2024,10,691d2da3-3a95-42f4-af6a-57c1f73652fa,CLN-1KG,336,264,15,26583.11,1
9353e1a0-1f72-4cef-a175-320821717564,2024-10-14,2024-10-20,33,2024,10,72f40484-f49b-4f82-9a99-d22ec799c523,CLN-2KG,6,6,1,906.24,1
b7da71ce-35c5-42e9-b9fd-6f4f8107938d,2024-10-21,2024-10-27,34,2024,10,17b438d3-0eb9-4489-843d-67569ab2e171,CLN-500G,1440,1224,22,60695.37,1
9b43eae6-1def-4172-acca-1755316f3a69,2024-10-21,2024-10-27,34,2024,10,691d2da3-3a95-42f4-af6a-57c1f73652fa,CLN-1KG,384,324,14,30590.2,1
8aa61823-50bd-4899-ab72-ae470c9444db,2024-10-21,2024-10-27,34,2024,10,72f40484-f49b-4f82-9a99-d22ec799c523,CLN-2KG,42,18,3,6343.68,1
1431c100-512c-4432-9425-f4bc1eba1e53,2024-10-28,2024-11-03,35,2024,10,17b438d3-0eb9-4489-843d-67569ab2e171,CLN-500G,1032,744,18,43436.58,1
a0663fd6-a82d-4919-9791-3d5b939e9b13,2024-10-28,2024-11-03,35,2024,10,691d2da3-3a95-42f4-af6a-57c1f73652fa,CLN-1KG,312,276,12,24886.66,1
245e3a38-5b28-4bca-861f-66965f4caa28,2024-10-28,2024-11-03,35,2024,10,72f40484-f49b-4f82-9a99-d22ec799c523,CLN-2KG,18,18,1,2718.72,1
4182cea4-c57d-4702-a355-224379a9039c,2024-11-04,2024-11-10,36,2024,11,17b438d3-0eb9-4489-843d-67569ab2e171,CLN-500G,792,696,14,33374.61,0
60e33c67-7b38-4f7a-9016-d9fcbe5aec3f,2024-11-04,2024-11-10,36,2024,11,691d2da3-3a95-42f4-af6a-57c1f73652fa,CLN-1KG,516,408,17,41054.86,0
57f33dc5-58a1-47e4-be58-56de223928ab,2024-11-04,2024-11-10,36,2024,11,72f40484-f49b-4f82-9a99-d22ec799c523,CLN-2KG,18,0,1,2718.72,0
1aee5eea-eea7-4dca-b40b-15adf87366ef,2024-11-11,2024-11-17,37,2024,11,17b438d3-0eb9-4489-843d-67569ab2e171,CLN-500G,1128,792,17,47702.43,0
e2960979-b45d-44cf-bd60-011d4f25a836,2024-11-11,2024-11-17,37,2024,11,691d2da3-3a95-42f4-af6a-57c1f73652fa,CLN-1KG,516,408,17,41218.74,0
ef6a4304-b184-4a1d-89e2-ca166fa6f14a,2024-11-11,2024-11-17,37,2024,11,72f40484-f49b-4f82-9a99-d22ec799c523,CLN-2KG,36,36,2,5326.41,0
480f47c7-b3a9-4e73-9581-c81101f0524c,2024-11-18,2024-11-24,38,2024,11,17b438d3-0eb9-4489-843d-67569ab2e171,CLN-500G,672,576,14,28273.02,0
683254ac-28a1-4d14-b1d2-43558a46f439,2024-11-18,2024-11-24,38,2024,11,691d2da3-3a95-42f4-af6a-57c1f73652fa,CLN-1KG,492,444,16,39070.78,0
9bb757dc-b0aa-45db-b669-0568318258ec,2024-11-18,2024-11-24,38,2024,11,72f40484-f49b-4f82-9a99-d22ec799c523,CLN-2KG,36,36,3,5437.44,0
1845c874-7fde-4a67-8440-bc26c48b6b64,2024-11-25,2024-12-01,39,2024,11,17b438d3-0eb9-4489-843d-67569ab2e171,CLN-500G,1080,1008,17,45641.36,0
2280d388-e83e-4222-b243-50865234cbcf,2024-11-25,2024-12-01,39,2024,11,691d2da3-3a95-42f4-af6a-57c1f73652fa,CLN-1KG,228,204,9,18243.17,0
15c2724c-f346-46c6-9df2-3c1d406de9d8,2024-11-25,2024-12-01,39,2024,11,72f40484-f49b-4f82-9a99-d22ec799c523,CLN-2KG,36,18,3,5348.43,0
fe39b9e9-c1ba-444d-b9a5-1fc2ae66e685,2024-12-02,2024-12-08,40,2024,12,17b438d3-0eb9-4489-843d-67569ab2e171,CLN-500G,912,816,16,38603.0,0
e3484d1a-a836-4c9a-8594-c8f08de4ead0,2024-12-02,2024-12-08,40,2024,12,691d2da3-3a95-42f4-af6a-57c1f73652fa,CLN-1KG,360,312,11,28749.64,0
aaec4a5e-b2a4-4cf7-ac6e-522b11d44906,2024-12-02,2024-12-08,40,2024,12,72f40484-f49b-4f82-9a99-d22ec799c523,CLN-2KG,60,60,4,8956.34,0
dc8a14da-fb13-450a-9ca1-6f4700b3f870,2024-12-09,2024-12-15,41,2024,12,17b438d3-0eb9-4489-843d-67569ab2e171,CLN-500G,840,600,14,35565.19,0
d3e3f400-22d1-4f82-88ca-01eaa0c86751,2024-12-09,2024-12-15,41,2024,12,691d2da3-3a95-42f4-af6a-57c1f73652fa,CLN-1KG,276,228,12,22050.68,0
c9ad3711-e078-445c-a734-44f16d265cff,2024-12-09,2024-12-15,41,2024,12,72f40484-f49b-4f82-9a99-d22ec799c523,CLN-2KG,48,30,4,7249.92,0
4f57ba3e-a73b-47d2-8a07-ebd283b6ce79,2024-12-16,2024-12-22,42,2024,12,17b438d3-0eb9-4489-843d-67569ab2e171,CLN-500G,816,648,14,34485.63,0
85796f70-c525-4e86-9c00-0815b363ab52,2024-12-16,2024-12-22,42,2024,12,691d2da3-3a95-42f4-af6a-57c1f73652fa,CLN-1KG,348,312,14,27664.16,0
fe311210-5792-4cac-bfef-5beb6f33ae36,2024-12-16,2024-12-22,42,2024,12,72f40484-f49b-4f82-9a99-d22ec799c523,CLN-2KG,24,24,2,3622.93,0
00a39564-a14e-4be7-b79e-60b4c68cc002,2024-12-23,2024-12-29,43,2024,12,17b438d3-0eb9-4489-843d-67569ab2e171,CLN-500G,696,576,13,28862.81,0
c65008ca-dac0-47a0-b8b1-03a5fe8fccbc,2024-12-23,2024-12-29,43,2024,12,691d2da3-3a95-42f4-af6a-57c1f73652fa,CLN-1KG,240,240,7,19037.92,0
6a433ad3-6b7f-48ac-b6e4-1fe5cf8fd4f6,2024-12-23,2024-12-29,43,2024,12,72f40484-f49b-4f82-9a99-d22ec799c523,CLN-2KG,36,36,2,5346.07,0
9d6c6bb0-fa1b-4a91-aec7-ccfcdb0e75e5,2024-12-30,2025-01-05,44,2024,12,17b438d3-0eb9-4489-843d-67569ab2e171,CLN-500G,552,384,12,23415.58,0
4a5b0ca5-590f-49fe-9155-30dbcbc2ef84,2024-12-30,2025-01-05,44,2024,12,691d2da3-3a95-42f4-af6a-57c1f73652fa,CLN-1KG,180,108,6,14348.13,0
bdc6c1c7-4df4-4beb-92b9-e2999e857573,2024-12-30,2025-01-05,44,2024,12,72f40484-f49b-4f82-9a99-d22ec799c523,CLN-2KG,72,60,4,10807.76,0
48dfc632-f105-440c-8fe1-8f50e1dfc8c8,2025-01-06,2025-01-12,45,2025,1,17b438d3-0eb9-4489-843d-67569ab2e171,CLN-500G,528,432,8,21996.47,0
727c57bc-0ae1-4d9d-b6ce-edb177bc3d50,2025-01-06,2025-01-12,45,2025,1,691d2da3-3a95-42f4-af6a-57c1f73652fa,CLN-1KG,192,132,7,15165.2,0
b3b31e66-a270-4a86-882f-5936e493e397,2025-01-06,2025-01-12,45,2025,1,72f40484-f49b-4f82-9a99-d22ec799c523,CLN-2KG,24,24,2,3624.96,0
1cd2b6bc-3468-42d8-bd30-69778ca97e92,2025-01-13,2025-01-19,46,2025,1,17b438d3-0eb9-4489-843d-67569ab2e171,CLN-500G,696,696,12,28998.65,0
7b181847-bb82-465f-b8e1-deae767b38c8,2025-01-13,2025-01-19,46,2025,1,691d2da3-3a95-42f4-af6a-57c1f73652fa,CLN-1KG,228,180,8,18093.28,0
7ec266dd-f7d8-4888-a7ef-8063dac37b8f,2025-01-13,2025-01-19,46,2025,1,72f40484-f49b-4f82-9a99-d22ec799c523,CLN-2KG,0,0,0,0.0,0
41bc92ed-9276-4f63-935c-c82f20015417,2025-01-20,2025-01-26,47,2025,1,17b438d3-0eb9-4489-843d-67569ab2e171,CLN-500G,552,528,9,23444.87,0
c85ed10b-f9bc-4c68-8091-5f9df13e16f8,2025-01-20,2025-01-26,47,2025,1,691d2da3-3a95-42f4-af6a-57c1f73652fa,CLN-1KG,276,276,11,22125.78,0
587c4816-19f4-4247-8d9f-f5b994150569,2025-01-20,2025-01-26,47,2025,1,72f40484-f49b-4f82-9a99-d22ec799c523,CLN-2KG,36,36,2,5433.81,0
f091c3b8-4af3-47b4-b0fb-3494c9e2b9fa,2025-01-27,2025-02-02,48,2025,1,17b438d3-0eb9-4489-843d-67569ab2e171,CLN-500G,336,336,8,14273.28,0
1197cf58-e7ed-4692-baa4-183353f2a884,2025-01-27,2025-02-02,48,2025,1,691d2da3-3a95-42f4-af6a-57c1f73652fa,CLN-1KG,384,300,12,30536.62,0
1d97842a-5cf6-41d2-8709-6f825db705ee,2025-01-27,2025-02-02,48,2025,1,72f40484-f49b-4f82-9a99-d22ec799c523,CLN-2KG,12,12,1,1812.48,0
6f8035e2-a50a-4d1e-9e48-5da8995ea5ca,2025-02-03,2025-02-09,49,2025,2,17b438d3-0eb9-4489-843d-67569ab2e171,CLN-500G,312,312,5,13240.05,0
996d8ea7-eb30-44f0-8846-5fbb3678369c,2025-02-03,2025-02-09,49,2025,2,691d2da3-3a95-42f4-af6a-57c1f73652fa,CLN-1KG,204,204,7,16306.01,0
