schedule_id,product_id,planned_date,planned_qty,actual_qty,status,created_at,updated_at
d1d62226-ff5d-4c76-ad6f-8b52dff91299,17b438d3-0eb9-4489-843d-67569ab2e171,2024-06-01,179,175,COMPLETED,2024-05-25,2024-06-01
f3184cf4-5a8c-493b-b8c5-6c167651ab40,17b438d3-0eb9-4489-843d-67569ab2e171,2024-06-03,194,198,COMPLETED,2024-05-27,2024-06-03
13e08840-c6cb-40d9-83b1-a5a2673380c7,691d2da3-3a95-42f4-af6a-57c1f73652fa,2024-06-04,97,88,COMPLETED,2024-05-28,2024-06-04
24f43534-d74c-4b8f-8a4d-1d6c2a6f12bf,691d2da3-3a95-42f4-af6a-57c1f73652fa,2024-06-05,103,105,COMPLETED,2024-05-29,2024-06-05
4f07747e-b357-4440-ada5-38ce64474353,17b438d3-0eb9-4489-843d-67569ab2e171,2024-06-10,56,52,COMPLETED,2024-06-03,2024-06-10
8dc4d43e-b55e-4fc8-aded-8fe306776e91,691d2da3-3a95-42f4-af6a-57c1f73652fa,2024-06-12,133,135,COMPLETED,2024-06-05,2024-06-12
76002b38-f9cc-409d-a241-1ebdba443032,72f40484-f49b-4f82-9a99-d22ec799c523,2024-06-13,68,61,COMPLETED,2024-06-06,2024-06-13
ae2f2d43-41d8-49d5-8d71-319ed3040283,17b438d3-0eb9-4489-843d-67569ab2e171,2024-06-17,172,171,COMPLETED,2024-06-10,2024-06-17
9f5605e9-3a9a-4399-b85a-7f1f027ff6c3,17b438d3-0eb9-4489-843d-67569ab2e171,2024-06-19,147,147,COMPLETED,2024-06-12,2024-06-19
319ffe06-acf8-49d8-b296-0d0b34fabcec,691d2da3-3a95-42f4-af6a-57c1f73652fa,2024-06-20,54,54,COMPLETED,2024-06-13,2024-06-20
722cd0f1-ae27-48f8-b9fa-8735c5868492,691d2da3-3a95-42f4-af6a-57c1f73652fa,2024-06-27,74,70,COMPLETED,2024-06-20,2024-06-27
2fa60548-e1fa-4e3d-b03b-cef7076d7e15,17b438d3-0eb9-4489-843d-67569ab2e171,2024-06-28,88,81,COMPLETED,2024-06-21,2024-06-28
16e78a0a-3edc-4126-bb2f-07fde48b01f4,17b438d3-0eb9-4489-843d-67569ab2e171,2024-07-01,178,184,COMPLETED,2024-06-24,2024-07-01
27235960-cc70-4f28-aaac-6d6ea4232efc,691d2da3-3a95-42f4-af6a-57c1f73652fa,2024-07-02,144,144,COMPLETED,2024-06-25,2024-07-02
f011981b-a3da-4748-8c8b-848a619b77f5,17b438d3-0eb9-4489-843d-67569ab2e171,2024-07-03,182,172,COMPLETED,2024-06-26,2024-07-03
00bfc316-302d-4777-a568-b01096403ca4,17b438d3-0eb9-4489-843d-67569ab2e171,2024-07-06,172,162,COMPLETED,2024-06-29,2024-07-06
095808e3-8132-457c-8397-5c778315abc8,691d2da3-3a95-42f4-af6a-57c1f73652fa,2024-07-08,72,70,COMPLETED,2024-07-01,2024-07-08
d459077f-d880-44d0-819b-7740cd65d22d,17b438d3-0eb9-4489-843d-67569ab2e171,2024-07-12,189,191,COMPLETED,2024-07-05,2024-07-12
f517f011-f07a-4211-b70f-44ca57ee59a1,691d2da3-3a95-42f4-af6a-57c1f73652fa,2024-07-13,142,144,COMPLETED,2024-07-06,2024-07-13
d931b835-d87d-4e04-977f-6e3a2e33404f,17b438d3-0eb9-4489-843d-67569ab2e171,2024-07-18,117,108,COMPLETED,2024-07-11,2024-07-18
1ab82229-44f2-4fee-aea3-884ccab6f589,17b438d3-0eb9-4489-843d-67569ab2e171,2024-07-19,113,106,COMPLETED,2024-07-12,2024-07-19
4a43959f-301f-4272-9081-650910477fa2,691d2da3-3a95-42f4-af6a-57c1f73652fa,2024-07-22,88,88,COMPLETED,2024-07-15,2024-07-22
88e3e83c-e305-43c2-bbbd-e06b550b5207,17b438d3-0eb9-4489-843d-67569ab2e171,2024-07-26,175,166,COMPLETED,2024-07-19,2024-07-26
636d1ecd-c927-4877-8921-7091d25a4b52,17b438d3-0eb9-4489-843d-67569ab2e171,2024-07-27,120,118,COMPLETED,2024-07-20,2024-07-27
f2e4810b-b657-41d5-87aa-4996dc9186f2,691d2da3-3a95-42f4-af6a-57c1f73652fa,2024-07-29,119,124,COMPLETED,2024-07-22,2024-07-29
0cd9e5d1-afab-4fb6-9eda-debd816aaaeb,17b438d3-0eb9-4489-843d-67569ab2e171,2024-08-02,138,138,IN_PROGRESS,2024-07-26,2024-07-26
e04537cc-8995-4bca-a5be-99fe6b60ce34,17b438d3-0eb9-4489-843d-67569ab2e171,2024-08-03,87,82,COMPLETED,2024-07-27,2024-08-03
6352ec50-fe38-4516-8c68-09954207e7fa,17b438d3-0eb9-4489-843d-67569ab2e171,2024-08-05,70,67,COMPLETED,2024-07-29,2024-08-05
46ec8125-0332-4a31-b3d4-d4a9d66367a7,691d2da3-3a95-42f4-af6a-57c1f73652fa,2024-08-07,82,76,COMPLETED,2024-07-31,2024-08-07
bc805357-515b-4a45-bf39-759c8e8a319c,17b438d3-0eb9-4489-843d-67569ab2e171,2024-08-13,187,184,COMPLETED,2024-08-06,2024-08-13
6a535bb2-cca3-4366-ac95-58dfd2df5193,17b438d3-0eb9-4489-843d-67569ab2e171,2024-08-14,119,118,COMPLETED,2024-08-07,2024-08-14
6e162523-6233-49ba-800d-71f73542d013,691d2da3-3a95-42f4-af6a-57c1f73652fa,2024-08-16,125,113,COMPLETED,2024-08-09,2024-08-16
8d6361b1-816f-4906-b22e-7c265cc117ce,691d2da3-3a95-42f4-af6a-57c1f73652fa,2024-08-19,117,109,COMPLETED,2024-08-12,2024-08-19
1e99aff9-e210-4578-a06d-d7a7acfb58c7,17b438d3-0eb9-4489-843d-67569ab2e171,2024-08-20,75,75,COMPLETED,2024-08-13,2024-08-20
a88e45e4-444b-4efb-911c-eec9f6714274,17b438d3-0eb9-4489-843d-67569ab2e171,2024-08-21,75,69,COMPLETED,2024-08-14,2024-08-21
d90ec44e-80c8-4b4f-8ecf-a784963c2bc7,17b438d3-0eb9-4489-843d-67569ab2e171,2024-08-23,190,190,IN_PROGRESS,2024-08-16,2024-08-16
6af1eb93-a575-4537-b55e-edde9829bfdd,72f40484-f49b-4f82-9a99-d22ec799c523,2024-08-24,55,57,COMPLETED,2024-08-17,2024-08-24
dcddf46f-3993-4ba6-83ec-a490bd688b99,72f40484-f49b-4f82-9a99-d22ec799c523,2024-08-27,65,60,COMPLETED,2024-08-20,2024-08-27
2698fe4e-3fbc-41c8-873e-8fdf26b04269,17b438d3-0eb9-4489-843d-67569ab2e171,2024-08-28,123,122,COMPLETED,2024-08-21,2024-08-28
bc988c57-93bf-4c38-8b3c-118f4ab6a1aa,17b438d3-0eb9-4489-843d-67569ab2e171,2024-08-30,72,67,COMPLETED,2024-08-23,2024-08-30
bd6aba9e-2b5d-4686-aea3-4b342fa2917c,17b438d3-0eb9-4489-843d-67569ab2e171,2024-08-31,59,,CANCELLED,2024-08-24,2024-08-24
4eb2eadf-e8a6-4ad2-a532-b7dd36088e1b,691d2da3-3a95-42f4-af6a-57c1f73652fa,2024-09-02,72,73,COMPLETED,2024-08-26,2024-09-02
365f282d-ac8f-4345-bfbe-14199a7cc8eb,72f40484-f49b-4f82-9a99-d22ec799c523,2024-09-03,51,51,IN_PROGRESS,2024-08-27,2024-08-27
dfad3aca-5146-4860-bb3f-035dc40099d1,17b438d3-0eb9-4489-843d-67569ab2e171,2024-09-04,151,140,COMPLETED,2024-08-28,2024-09-04
d54aed70-8b1c-42a0-a9b8-86e8827ff45c,17b438d3-0eb9-4489-843d-67569ab2e171,2024-09-06,124,111,COMPLETED,2024-08-30,2024-09-06
f6ab1c0d-9206-4f5e-8138-0a6217cf34af,72f40484-f49b-4f82-9a99-d22ec799c523,2024-09-07,68,70,COMPLETED,2024-08-31,2024-09-07
35c59236-dcab-4af7-8b77-8166795c1524,17b438d3-0eb9-4489-843d-67569ab2e171,2024-09-09,135,141,COMPLETED,2024-09-02,2024-09-09
64ca9c5c-ce43-4eba-87f7-e0f405f42298,691d2da3-3a95-42f4-af6a-57c1f73652fa,2024-09-13,119,122,COMPLETED,2024-09-06,2024-09-13
c3feb5e4-ba73-46f0-ba5b-edd2a0a156f2,17b438d3-0eb9-4489-843d-67569ab2e171,2024-09-20,84,81,COMPLETED,2024-09-13,2024-09-20
893e1bee-589c-4c7a-8129-015ad486f275,691d2da3-3a95-42f4-af6a-57c1f73652fa,2024-09-24,74,70,COMPLETED,2024-09-17,2024-09-24
0728e43a-0058-4183-be26-5b74d72bd162,17b438d3-0eb9-4489-843d-67569ab2e171,2024-09-26,167,168,COMPLETED,2024-09-19,2024-09-26
c9da0555-2231-4997-90b7-03bced8837b9,17b438d3-0eb9-4489-843d-67569ab2e171,2024-09-27,53,53,COMPLETED,2024-09-20,2024-09-27
1a1e6126-a664-450a-a0ca-fbe0a66be5bb,17b438d3-0eb9-4489-843d-67569ab2e171,2024-09-28,195,181,COMPLETED,2024-09-21,2024-09-28
323702db-81cc-4984-ab61-72541e77392f,17b438d3-0eb9-4489-843d-67569ab2e171,2024-10-01,153,149,COMPLETED,2024-09-24,2024-10-01
7f740935-0272-414f-964c-9d6a38e8c16c,17b438d3-0eb9-4489-843d-67569ab2e171,2024-10-02,72,65,COMPLETED,2024-09-25,2024-10-02
41261d38-f6f2-4052-a4c9-57b0814cedff,17b438d3-0eb9-4489-843d-67569ab2e171,2024-10-03,85,88,COMPLETED,2024-09-26,2024-10-03
794681f3-b484-425d-8bdf-a3ccfb0ee31a,17b438d3-0eb9-4489-843d-67569ab2e171,2024-10-05,51,47,COMPLETED,2024-09-28,2024-10-05
181624e5-b7c8-4e82-b3e1-6ab119ff6212,17b438d3-0eb9-4489-843d-67569ab2e171,2024-10-08,118,118,IN_PROGRESS,2024-10-01,2024-10-01
9e960de9-feee-4c1b-81aa-b9c524a992d7,691d2da3-3a95-42f4-af6a-57c1f73652fa,2024-10-09,88,86,COMPLETED,2024-10-02,2024-10-09
ffb5862a-08de-466e-8beb-3389b1c4237d,691d2da3-3a95-42f4-af6a-57c1f73652fa,2024-10-12,83,83,COMPLETED,2024-10-05,2024-10-12
fa186637-319c-43cc-959a-2fb8866576ad,72f40484-f49b-4f82-9a99-d22ec799c523,2024-10-16,51,49,COMPLETED,2024-10-09,2024-10-16
e07706f4-c424-4f01-8b8f-1ea55b5ceb38,17b438d3-0eb9-4489-843d-67569ab2e171,2024-10-18,90,87,COMPLETED,2024-10-11,2024-10-18
aeac9dce-83a7-4f00-a404-f56eae257888,17b438d3-0eb9-4489-843d-67569ab2e171,2024-10-19,129,128,COMPLETED,2024-10-12,2024-10-19
ce01d225-8169-4de6-88b1-229ff360564b,17b438d3-0eb9-4489-843d-67569ab2e171,2024-10-23,125,116,COMPLETED,2024-10-16,2024-10-23
ffdba826-fd2e-4c34-96e3-aabfd17c0309,17b438d3-0eb9-4489-843d-67569ab2e171,2024-10-24,84,81,COMPLETED,2024-10-17,2024-10-24
df37f72a-6783-4258-8252-c28b206cf6b7,17b438d3-0eb9-4489-843d-67569ab2e171,2024-10-25,145,142,COMPLETED,2024-10-18,2024-10-25
a87a60a4-3f97-416c-b9b5-98a274894db2,17b438d3-0eb9-4489-843d-67569ab2e171,2024-10-26,170,173,COMPLETED,2024-10-19,2024-10-26
1ea0addf-de4c-47ea-b791-2c229ec0296f,72f40484-f49b-4f82-9a99-d22ec799c523,2024-10-29,56,56,COMPLETED,2024-10-22,2024-10-29
a508e2d0-c96c-450b-9781-f0b57c4dd175,17b438d3-0eb9-4489-843d-67569ab2e171,2024-11-01,70,68,COMPLETED,2024-10-25,2024-11-01
b342e032-5fea-489c-a07e-64491fb648ed,17b438d3-0eb9-4489-843d-67569ab2e171,2024-11-04,142,139,COMPLETED,2024-10-28,2024-11-04
4279665c-3dd4-4304-bebd-d0dab27ba246,17b438d3-0eb9-4489-843d-67569ab2e171,2024-11-06,65,67,COMPLETED,2024-10-30,2024-11-06
2848ae52-4325-4aed-96ce-03c13bf51c3a,691d2da3-3a95-42f4-af6a-57c1f73652fa,2024-11-09,75,69,COMPLETED,2024-11-02,2024-11-09
18f80c04-ce2c-43f2-9f0a-277148ed5cf5,17b438d3-0eb9-4489-843d-67569ab2e171,2024-11-11,133,128,COMPLETED,2024-11-04,2024-11-11
b1f46bff-8c6c-4dcf-bf71-35e0868d346b,17b438d3-0eb9-4489-843d-67569ab2e171,2024-11-12,102,99,COMPLETED,2024-11-05,2024-11-12
b776c800-48b5-437d-99c7-290c5359e838,17b438d3-0eb9-4489-843d-67569ab2e171,2024-11-18,180,163,COMPLETED,2024-11-11,2024-11-18
4567d0e9-3631-4ff4-ab48-dc414421efc1,17b438d3-0eb9-4489-843d-67569ab2e171,2024-11-20,83,80,COMPLETED,2024-11-13,2024-11-20
0821a780-efe0-48e9-8f8b-1499ff3f8872,691d2da3-3a95-42f4-af6a-57c1f73652fa,2024-11-21,57,57,COMPLETED,2024-11-14,2024-11-21
d5458f8d-be44-4a26-8147-ed217f53fb20,17b438d3-0eb9-4489-843d-67569ab2e171,2024-11-22,128,122,COMPLETED,2024-11-15,2024-11-22
c2c5bfe5-e81b-49f3-9d02-f6748fd77a8b,17b438d3-0eb9-4489-843d-67569ab2e171,2024-11-25,50,49,COMPLETED,2024-11-18,2024-11-25
638305f9-fd68-48e6-a089-ac1cb5737788,691d2da3-3a95-42f4-af6a-57c1f73652fa,2024-11-26,55,55,COMPLETED,2024-11-19,2024-11-26
fba3333b-4fb0-44f7-812a-b67b69b0babc,691d2da3-3a95-42f4-af6a-57c1f73652fa,2024-12-07,119,119,IN_PROGRESS,2024-11-30,2024-11-30
0142ea6a-b18d-4492-a1bd-64fa4a784ae4,17b438d3-0eb9-4489-843d-67569ab2e171,2024-12-10,67,67,IN_PROGRESS,2024-12-03,2024-12-03
88118547-49be-45d3-83c9-62ceb600f3a7,17b438d3-0eb9-4489-843d-67569ab2e171,2024-12-11,170,163,COMPLETED,2024-12-04,2024-12-11
7cc43816-32fe-4eba-86f0-467ed1fb6a23,17b438d3-0eb9-4489-843d-67569ab2e171,2024-12-13,84,87,COMPLETED,2024-12-06,2024-12-13
50f74b77-52f3-438f-b2bd-9129ad41a00d,691d2da3-3a95-42f4-af6a-57c1f73652fa,2024-12-16,132,132,IN_PROGRESS,2024-12-09,2024-12-09
a17dc66d-c53f-4c61-a5a3-d030da0355af,17b438d3-0eb9-4489-843d-67569ab2e171,2024-12-17,145,145,IN_PROGRESS,2024-12-10,2024-12-10
eefa8dbe-e9cf-491c-9b2b-f0dd9065556f,17b438d3-0eb9-4489-843d-67569ab2e171,2024-12-19,147,152,COMPLETED,2024-12-12,2024-12-19
079b0bc0-7e4e-4c7f-9850-ffcebcdf77d7,72f40484-f49b-4f82-9a99-d22ec799c523,2024-12-21,62,62,COMPLETED,2024-12-14,2024-12-21
a321e251-0803-45d8-afb1-b6cca1081960,17b438d3-0eb9-4489-843d-67569ab2e171,2024-12-24,188,193,COMPLETED,2024-12-17,2024-12-24
f0596b4d-f23c-405e-a44e-95262910441f,691d2da3-3a95-42f4-af6a-57c1f73652fa,2025-01-02,65,63,COMPLETED,2024-12-26,2025-01-02
fcd135a5-e2aa-437b-a21c-96849a98d75a,17b438d3-0eb9-4489-843d-67569ab2e171,2025-01-03,185,193,COMPLETED,2024-12-27,2025-01-03
be3167ec-c568-4e0a-8fe5-16ab194b5de2,17b438d3-0eb9-4489-843d-67569ab2e171,2025-01-04,50,52,COMPLETED,2024-12-28,2025-01-04
5ebbb42e-1116-4fa2-8485-b0455009ad15,72f40484-f49b-4f82-9a99-d22ec799c523,2025-01-06,64,62,COMPLETED,2024-12-30,2025-01-06
a9523c63-248a-4916-9f12-e32d68cc2f51,17b438d3-0eb9-4489-843d-67569ab2e171,2025-01-08,186,173,COMPLETED,2025-01-01,2025-01-08
63aa028b-cd19-4ccf-82df-a2e9e2bfb337,17b438d3-0eb9-4489-843d-67569ab2e171,2025-01-09,167,157,COMPLETED,2025-01-02,2025-01-09
358d534d-ff40-4c47-aa1d-d4585ca70fa4,691d2da3-3a95-42f4-af6a-57c1f73652fa,2025-01-10,142,128,COMPLETED,2025-01-03,2025-01-10
0e83cef2-2931-4348-865c-9dea32e59f70,17b438d3-0eb9-4489-843d-67569ab2e171,2025-01-11,157,163,COMPLETED,2025-01-04,2025-01-11
9a930bfb-f8f8-4fb7-85dc-896d48c90f4f,17b438d3-0eb9-4489-843d-67569ab2e171,2025-01-14,54,49,COMPLETED,2025-01-07,2025-01-14
da5a0b3e-b61b-4a06-a55d-39c30ca9f9e3,17b438d3-0eb9-4489-843d-67569ab2e171,2025-01-15,58,58,COMPLETED,2025-01-08,2025-01-15
c2cfae92-a9c4-4b1a-8a88-5e44a791cb94,17b438d3-0eb9-4489-843d-67569ab2e171,2025-01-17,62,56,COMPLETED,2025-01-10,2025-01-17
700a9296-9c9f-415d-82d3-2c47fb57bc3b,17b438d3-0eb9-4489-843d-67569ab2e171,2025-01-20,162,151,COMPLETED,2025-01-13,2025-01-20
45788883-27a1-4534-9e82-8f2ea61258d0,17b438d3-0eb9-4489-843d-67569ab2e171,2025-01-22,64,67,COMPLETED,2025-01-15,2025-01-22
80794f2c-3933-4c8f-ba5b-66a72abbd7ac,17b438d3-0eb9-4489-843d-67569ab2e171,2025-01-23,109,110,COMPLETED,2025-01-16,2025-01-23
33d790eb-a670-4cd6-9d66-39ceafce05ab,17b438d3-0eb9-4489-843d-67569ab2e171,2025-02-03,131,133,COMPLETED,2025-01-27,2025-02-03
c9c0d41b-d60a-4a43-9fc9-6321008d6993,17b438d3-0eb9-4489-843d-67569ab2e171,2025-02-04,132,136,COMPLETED,2025-01-28,2025-02-04
a9ded901-a991-4cd5-8b60-39891a5ff31d,691d2da3-3a95-42f4-af6a-57c1f73652fa,2025-02-06,134,128,COMPLETED,2025-01-30,2025-02-06
98aa8459-e6e5-45d0-8fe8-70d59df8cea4,17b438d3-0eb9-4489-843d-67569ab2e171,2025-02-07,120,125,COMPLETED,2025-01-31,2025-02-07
1b746de5-8b72-4f95-bf53-df6b89e5c8c2,17b438d3-0eb9-4489-843d-67569ab2e171,2025-02-10,94,90,COMPLETED,2025-02-03,2025-02-10
dd416628-6da7-456a-980b-699afc878eb7,691d2da3-3a95-42f4-af6a-57c1f73652fa,2025-02-11,113,107,COMPLETED,2025-02-04,2025-02-11
2452559c-c59d-4377-88a8-b33dbc2391cc,691d2da3-3a95-42f4-af6a-57c1f73652fa,2025-02-17,132,134,COMPLETED,2025-02-10,2025-02-17
fa3c6171-26c9-48ad-9b94-4a105b122507,691d2da3-3a95-42f4-af6a-57c1f73652fa,2025-02-18,90,86,COMPLETED,2025-02-11,2025-02-18
42d99786-958a-4e32-806c-1f3b7949835f,17b438d3-0eb9-4489-843d-67569ab2e171,2025-02-19,126,127,COMPLETED,2025-02-12,2025-02-19
c61453b3-9f8e-4ae6-868e-6c271219ac47,17b438d3-0eb9-4489-843d-67569ab2e171,2025-02-20,171,159,COMPLETED,2025-02-13,2025-02-20
7e98298c-90af-42c3-8ba7-a3dd1cbb4daa,17b438d3-0eb9-4489-843d-67569ab2e171,2025-02-21,86,89,COMPLETED,2025-02-14,2025-02-21
