order_id,order_number,dealer_id,sales_person_id,order_date,requested_delivery_date,promised_delivery_date,actual_delivery_date,subtotal,discount_amount,discount_percent,tax_amount,total_amount,status,payment_status,source,commitment_id,parent_order_id,is_split,split_sequence,requires_approval,approved_by,approved_at,notes,created_at,updated_at
4e4e8a8e-1988-4982-9c26-64bad87608f3,ORD-2024-0011,f3add840-d8ad-457e-a501-c460549a2a61,92522288-0375-4a48-a9b2-822815269255,2024-03-04,2024-03-05,2024-03-08,,5040.0,0.0,0,907.2,5947.2,CANCELLED,UNPAID,TELEGRAM,8293893d-c802-4252-aac1-d957fa7283d5,,0,,0,,,,2024-03-04,2024-03-04
5d20b433-91b8-40f9-9768-116791bf393c,ORD-2024-0012,115804b5-d9c6-401e-a450-d16354ecaf2d,0de98ea1-d767-49c6-97d0-d792e515bae7,2024-03-04,2024-03-05,2024-03-07,,3264.0,0.0,0,587.52,3851.52,CANCELLED,UNPAID,FIELD,69ba24d5-d153-4e97-b030-9ad199da40c8,,0,,0,,,,2024-03-04,2024-03-04
cae1b22e-55d4-4ad9-90ec-f3df7bc50b69,ORD-2024-0013,4260ce4c-5209-476c-afb1-655f9e02133d,f3a3c673-f426-4fec-b8f9-d1907e18ccd4,2024-03-05,2024-03-08,2024-03-09,2024-03-08,864.0,0.0,0,155.52,1019.52,DELIVERED,PAID,TELEGRAM,dc298c38-afbe-443b-998c-5afe5e336a09,,0,,0,,,,2024-03-05,2024-03-08
98753e0f-706a-45c5-87b2-c59c199bc773,ORD-2024-0014,d57aa585-6d50-45b9-b7c3-5ddc5266ff65,fe0888ac-3ea5-4fba-846c-2294c69f1659,2024-03-05,2024-03-06,2024-03-08,2024-03-09,6336.0,0.0,0,1140.48,7476.48,DELIVERED,PAID,FIELD,,,0,,0,,,,2024-03-05,2024-03-09
dfe37fb2-8c80-45d2-b0f6-b7431a01bb6d,ORD-2024-0015,3a111a3b-2224-4624-9b80-d7ecddb28395,0de98ea1-d767-49c6-97d0-d792e515bae7,2024-03-05,2024-03-06,2024-03-08,2024-03-07,864.0,0.0,0,155.52,1019.52,DELIVERED,PAID,TELEGRAM,,,0,,0,,,Regular monthly order,2024-03-05,2024-03-07
55e27cab-eb32-482e-bf90-b14da6344ebb,ORD-2024-0016,4260ce4c-5209-476c-afb1-655f9e02133d,f3a3c673-f426-4fec-b8f9-d1907e18ccd4,2024-03-05,2024-03-08,2024-03-08,2024-03-09,8256.0,0.0,0,1486.08,9742.08,DELIVERED,PARTIAL,FIELD,,,0,,0,,,,2024-03-05,2024-03-09
ed9bed0d-b0ce-463d-be30-06cf3c43df86,ORD-2024-0017,22e73046-8fe1-47f8-b7e2-c67e1cc1a458,f3a3c673-f426-4fec-b8f9-d1907e18ccd4,2024-03-06,2024-03-09,2024-03-10,2024-03-11,1728.0,0.0,0,311.04,2039.04,DELIVERED,PAID,FIELD,60f54d0e-aaa5-4dfa-8694-ced3c1f0d7ac,,0,,0,,,,2024-03-06,2024-03-11
04fe6727-306b-4bd5-9b3f-c7ea0baf617c,ORD-2024-0018,b2ef95e6-8719-44a0-917a-1043a02ce2b0,fe0888ac-3ea5-4fba-846c-2294c69f1659,2024-03-06,2024-03-08,2024-03-09,2024-03-10,4224.0,0.0,0,760.32,4984.32,DELIVERED,PAID,TELEGRAM,,,0,,0,,,,2024-03-06,2024-03-10
77aa59d4-ef58-4d47-8f76-50cca97b8d97,ORD-2024-0019,d57aa585-6d50-45b9-b7c3-5ddc5266ff65,fe0888ac-3ea5-4fba-846c-2294c69f1659,2024-03-06,2024-03-09,2024-03-08,2024-03-08,1632.0,0.0,0,293.76,1925.76,DELIVERED,PARTIAL,TELEGRAM,,,0,,0,,,Regular monthly order,2024-03-06,2024-03-08
6d0e1c86-3bb7-4958-9e87-18a15441ff66,ORD-2024-0020,2505c043-13e5-425f-a34f-ad854ef43c6b,fe0888ac-3ea5-4fba-846c-2294c69f1659,2024-03-07,2024-03-08,2024-03-09,2024-03-09,3456.0,0.0,0,622.08,4078.08,DELIVERED,PARTIAL,FIELD,,,0,,0,,,Rush order,2024-03-07,2024-03-09
0d3ddc6c-ea09-4d7a-ab28-18b59d57f694,ORD-2024-0021,fd656c0c-f9a1-4da7-a4c7-8f457f619af2,92522288-0375-4a48-a9b2-822815269255,2024-03-07,2024-03-10,2024-03-10,2024-03-10,1728.0,0.0,0,311.04,2039.04,DELIVERED,PARTIAL,TELEGRAM,4ef35b36-6870-44d4-a3ef-181e8a9bede4,,0,,0,,,,2024-03-07,2024-03-10
c4ba258b-277e-4769-a59e-5e8fd69772f6,ORD-2024-0022,256796f6-3eaf-4043-91bf-faa41d78325a,0de98ea1-d767-49c6-97d0-d792e515bae7,2024-03-07,2024-03-08,2024-03-08,2024-03-08,2496.0,0.0,0,449.28,2945.28,DELIVERED,PARTIAL,TELEGRAM,2c081fe5-fcdf-4e57-814e-6c7720900066,,0,,0,,,,2024-03-07,2024-03-08
5628ab95-223e-47eb-ac45-7ee69c0f3cc1,ORD-2024-0023,fd656c0c-f9a1-4da7-a4c7-8f457f619af2,92522288-0375-4a48-a9b2-822815269255,2024-03-08,2024-03-10,2024-03-11,2024-03-12,6720.0,197.67,2.94,1174.02,7696.35,DELIVERED,PARTIAL,FIELD,3f425a1e-80ea-402d-9837-68c0711dc8ce,,0,,0,,,,2024-03-08,2024-03-12
b9716da2-2123-4bf9-9315-fbf9623911fc,ORD-2024-0024,76fd9001-d837-4dd4-9c5d-fae3eabe879a,f3a3c673-f426-4fec-b8f9-d1907e18ccd4,2024-03-08,2024-03-10,2024-03-09,2024-03-08,3456.0,0.0,0,622.08,4078.08,DELIVERED,PAID,FIELD,56ac54d7-f48f-43bb-a5f5-24d32ce8564d,,0,,0,,,,2024-03-08,2024-03-08
2cf562e8-af79-4b81-94f3-5b4136e80a5f,ORD-2024-0025,68f1b083-a966-45d7-9568-8fe0199280cf,0de98ea1-d767-49c6-97d0-d792e515bae7,2024-03-08,2024-03-09,2024-03-12,2024-03-12,3456.0,0.0,0,622.08,4078.08,DELIVERED,PAID,FIELD,e0f0ed17-504f-4d73-82ae-2df53be69a38,,0,,0,,,Rush order,2024-03-08,2024-03-12
a2915853-3b42-4809-a60e-aecf066e2545,ORD-2024-0026,7178f55e-6bbc-4f51-8768-e2277e170ca5,92522288-0375-4a48-a9b2-822815269255,2024-03-08,2024-03-10,2024-03-12,,6720.0,0.0,0,1209.6,7929.6,CANCELLED,UNPAID,FIELD,,,0,,0,,,,2024-03-08,2024-03-08
f8586f33-f6a1-4fa6-b308-37979f78dc97,ORD-2024-0027,5881aaf5-037c-4728-9071-8b104e5413dc,f3a3c673-f426-4fec-b8f9-d1907e18ccd4,2024-03-09,2024-03-11,2024-03-10,2024-03-10,5088.0,128.7,2.53,892.67,5851.97,DELIVERED,PAID,FIELD,,,0,,0,,,Regular monthly order,2024-03-09,2024-03-10
837f5c85-96aa-4340-865c-6b0e43bfe856,ORD-2024-0028,7178f55e-6bbc-4f51-8768-e2277e170ca5,92522288-0375-4a48-a9b2-822815269255,2024-03-09,2024-03-10,2024-03-11,2024-03-10,2544.0,0.0,0,457.92,3001.92,DELIVERED,PAID,TELEGRAM,,,0,,0,,,Rush order,2024-03-09,2024-03-10
42775d34-b88d-4243-9fe4-b41278b1c1f3,ORD-2024-0029,b2ef95e6-8719-44a0-917a-1043a02ce2b0,fe0888ac-3ea5-4fba-846c-2294c69f1659,2024-03-10,2024-03-11,2024-03-11,2024-03-11,4272.0,0.0,0,768.96,5040.96,DELIVERED,PAID,TELEGRAM,db5e1ed5-3171-44db-a112-14b05cd3eb8c,,0,,0,,,Rush order,2024-03-10,2024-03-11
3e1100f8-9566-4a85-b1a8-f560f89f3505,ORD-2024-0030,e239d371-6d2f-47bc-98f7-f79cfbbfb521,f3a3c673-f426-4fec-b8f9-d1907e18ccd4,2024-03-11,2024-03-13,2024-03-15,2024-03-14,3264.0,68.17,2.09,575.25,3771.08,DELIVERED,PAID,TELEGRAM,,,0,,0,,,Rush order,2024-03-11,2024-03-14
644ec76f-e78c-4cec-a017-c880e2ab3bc4,ORD-2024-0031,7114cd1c-d765-471a-bbf0-5660d28756dc,f3a3c673-f426-4fec-b8f9-d1907e18ccd4,2024-03-11,2024-03-14,2024-03-15,2024-03-15,6720.0,0.0,0,1209.6,7929.6,DELIVERED,PAID,TELEGRAM,,,0,,0,,,,2024-03-11,2024-03-15
9720762b-05ee-4947-8cf3-568d75d5ab78,ORD-2024-0032,34d40fdb-61b7-4fcd-8fd7-b6266b662296,fe0888ac-3ea5-4fba-846c-2294c69f1659,2024-03-11,2024-03-14,2024-03-14,2024-03-15,5856.0,127.6,2.18,1031.11,6759.51,DELIVERED,PAID,FIELD,,,0,,0,,,,2024-03-11,2024-03-15
d7dc9bc6-13c7-4525-ad6f-4ab3e700270e,ORD-2024-0033,9580c8f6-6df1-4dd7-b0aa-6bfc58b89c5c,f3a3c673-f426-4fec-b8f9-d1907e18ccd4,2024-03-11,2024-03-12,2024-03-15,2024-03-15,2448.0,33.77,1.38,434.56,2848.79,DELIVERED,PAID,FIELD,dca986e5-a159-428c-ad85-de3001654eb2,,0,,0,,,,2024-03-11,2024-03-15
cf4158c3-7c0c-4cff-9870-4fba20ad8e05,ORD-2024-0034,aa142594-8770-46cb-bf05-77eb4736c7e4,f3a3c673-f426-4fec-b8f9-d1907e18ccd4,2024-03-12,2024-03-14,2024-03-14,2024-03-15,3456.0,0.0,0,622.08,4078.08,DELIVERED,PAID,TELEGRAM,,,0,,0,,,,2024-03-12,2024-03-15
f2323d69-97e9-4867-864a-b5c5dc11c3e4,ORD-2024-0035,d175149d-f407-43df-900f-8f974386b491,f3a3c673-f426-4fec-b8f9-d1907e18ccd4,2024-03-12,2024-03-13,2024-03-14,2024-03-13,1728.0,0.0,0,311.04,2039.04,DELIVERED,PARTIAL,FIELD,270a4d73-b2cd-4b94-ad1b-944eb9aacd87,,0,,0,,,Rush order,2024-03-12,2024-03-13
52c7e7f7-58b8-476d-902a-a1d617586f76,ORD-2024-0036,0065fc9e-691f-412d-a732-28b741dbb336,fe0888ac-3ea5-4fba-846c-2294c69f1659,2024-03-12,2024-03-13,2024-03-13,,2592.0,0.0,0,466.56,3058.56,CANCELLED,UNPAID,TELEGRAM,01e98f3d-2f9c-4cb2-9327-b73f3bd30eca,,0,,0,,,,2024-03-12,2024-03-12
d7906b8b-263c-4b4e-971a-572d85da15db,ORD-2024-0037,76fd9001-d837-4dd4-9c5d-fae3eabe879a,f3a3c673-f426-4fec-b8f9-d1907e18ccd4,2024-03-12,2024-03-13,2024-03-15,2024-03-15,2448.0,48.07,1.96,431.99,2831.92,DELIVERED,PAID,FIELD,4cba86b1-ed89-4e24-a457-3227e553b49e,,0,,0,,,Regular monthly order,2024-03-12,2024-03-15
629cce00-2d44-4d65-b307-f68f35bdb8bc,ORD-2024-0038,22e73046-8fe1-47f8-b7e2-c67e1cc1a458,f3a3c673-f426-4fec-b8f9-d1907e18ccd4,2024-03-13,2024-03-16,2024-03-15,,2592.0,0.0,0,466.56,3058.56,SHIPPED,PARTIAL,TELEGRAM,,,0,,0,,,Regular monthly order,2024-03-13,2024-03-13
5fae8f06-2607-4c15-9341-a1e505ac8363,ORD-2024-0039,a1165b38-7316-4cb3-85a9-b3308a230b7c,f3a3c673-f426-4fec-b8f9-d1907e18ccd4,2024-03-13,2024-03-14,2024-03-15,2024-03-16,3264.0,0.0,0,587.52,3851.52,DELIVERED,PAID,TELEGRAM,,,0,,0,,,,2024-03-13,2024-03-16
cfc55c61-9b5b-4853-8c8e-71d0f463ae53,ORD-2024-0040,7114cd1c-d765-471a-bbf0-5660d28756dc,f3a3c673-f426-4fec-b8f9-d1907e18ccd4,2024-03-13,2024-03-14,2024-03-16,2024-03-17,4272.0,0.0,0,768.96,5040.96,DELIVERED,PAID,FIELD,,,0,,0,,,Regular monthly order,2024-03-13,2024-03-17
8926262c-33b2-4bb3-9b3b-8d7efe017006,ORD-2024-0041,dc84c823-845e-4588-859b-49a7e3d43b3c,f3a3c673-f426-4fec-b8f9-d1907e18ccd4,2024-03-14,2024-03-15,2024-03-16,2024-03-16,2592.0,0.0,0,466.56,3058.56,DELIVERED,PARTIAL,TELEGRAM,,,0,,0,,,,2024-03-14,2024-03-16
30c703b0-b635-4ded-9c69-1682d6030701,ORD-2024-0042,cbdda1a1-3a43-475c-a2f8-6dce82d99f2f,f3a3c673-f426-4fec-b8f9-d1907e18ccd4,2024-03-14,2024-03-16,2024-03-18,2024-03-19,2496.0,0.0,0,449.28,2945.28,DELIVERED,PAID,TELEGRAM,,,0,,0,,,Regular monthly order,2024-03-14,2024-03-19
2cb53f94-6fd0-4905-ad2d-36b838ac7be4,ORD-2024-0043,7865188e-8b7d-491c-90b0-ffdd5d703d52,fe0888ac-3ea5-4fba-846c-2294c69f1659,2024-03-14,2024-03-15,2024-03-17,2024-03-18,3264.0,0.0,0,587.52,3851.52,DELIVERED,PAID,FIELD,,,0,,0,,,Rush order,2024-03-14,2024-03-18
2e5868fc-fe6e-4756-b4bd-3d9efde01124,ORD-2024-0044,8964dfde-f9d0-4250-91ce-6b245cb1ce68,0de98ea1-d767-49c6-97d0-d792e515bae7,2024-03-14,2024-03-17,2024-03-15,2024-03-16,2448.0,43.07,1.76,432.89,2837.82,DELIVERED,PAID,FIELD,f4b48b6a-082e-4b9b-8bc4-85a2a7999b5a,,0,,0,,,,2024-03-14,2024-03-16
0c208871-d7cb-454e-af8a-5ccc682d3dd5,ORD-2024-0045,412af8cf-f49a-46c9-86fd-ee8fc3a1512e,0de98ea1-d767-49c6-97d0-d792e515bae7,2024-03-15,2024-03-17,2024-03-17,2024-03-18,3264.0,0.0,0,587.52,3851.52,DELIVERED,PAID,TELEGRAM,d794f0be-0b11-44f5-981c-8f9d58805625,,0,,0,,,,2024-03-15,2024-03-18
de08a276-4aaa-472a-aaaa-d4dbf0a61822,ORD-2024-0046,5881aaf5-037c-4728-9071-8b104e5413dc,f3a3c673-f426-4fec-b8f9-d1907e18ccd4,2024-03-15,2024-03-17,2024-03-16,2024-03-15,3312.0,81.89,2.47,581.42,3811.53,DELIVERED,PAID,FIELD,,,0,,0,,,Rush order,2024-03-15,2024-03-15
354f5e47-62cc-431e-9c02-54b7dd55a57f,ORD-2024-0047,3a111a3b-2224-4624-9b80-d7ecddb28395,0de98ea1-d767-49c6-97d0-d792e515bae7,2024-03-15,2024-03-16,2024-03-18,2024-03-17,4128.0,0.0,0,743.04,4871.04,DELIVERED,PARTIAL,FIELD,21208566-26f3-4c01-a574-4cecce9a66f0,,0,,0,,,,2024-03-15,2024-03-17
d2728c5e-5fa7-4bfb-b1da-1bb63a81f73f,ORD-2024-0048,aa142594-8770-46cb-bf05-77eb4736c7e4,f3a3c673-f426-4fec-b8f9-d1907e18ccd4,2024-03-16,2024-03-17,2024-03-18,2024-03-18,816.0,12.33,1.51,144.66,948.33,DELIVERED,PAID,FIELD,,,0,,0,,,,2024-03-16,2024-03-18
a3d27629-5439-46eb-932e-63e5f8ebd7ab,ORD-2024-0049,3ea93ee6-b253-4e80-95fc-b60b17ab090e,f3a3c673-f426-4fec-b8f9-d1907e18ccd4,2024-03-16,2024-03-19,2024-03-19,2024-03-20,4992.0,0.0,0,898.56,5890.56,DELIVERED,PAID,FIELD,,,0,,0,,,,2024-03-16,2024-03-20
215056a2-7e36-4b73-9768-b52b081d5e1e,ORD-2024-0050,22e73046-8fe1-47f8-b7e2-c67e1cc1a458,f3a3c673-f426-4fec-b8f9-d1907e18ccd4,2024-03-16,2024-03-18,2024-03-18,2024-03-18,2448.0,0.0,0,440.64,2888.64,DELIVERED,PAID,FIELD,2e5ee07a-8d23-4df7-bb01-51b1fff0a04e,,0,,0,,,,2024-03-16,2024-03-18
5cd5b835-1ea4-4477-911e-b7bcd5107b7f,ORD-2024-0051,4260ce4c-5209-476c-afb1-655f9e02133d,f3a3c673-f426-4fec-b8f9-d1907e18ccd4,2024-03-17,2024-03-19,2024-03-19,2024-03-20,2544.0,98.19,3.86,440.25,2886.06,DELIVERED,PAID,PHONE,,,0,,1,c361d450-2f4c-46b8-a441-3f819e888d3b,2024-03-17 11:13:00,Regular monthly order,2024-03-17,2024-03-20
7f9f5fe0-1430-4206-b7ae-1e1d5794cbc9,ORD-2024-0052,fd656c0c-f9a1-4da7-a4c7-8f457f619af2,92522288-0375-4a48-a9b2-822815269255,2024-03-18,2024-03-20,2024-03-20,2024-03-20,5904.0,0.0,0,1062.72,6966.72,DELIVERED,PAID,TELEGRAM,49c45ba8-6e11-4104-96c7-b1343b12ee5b,,0,,0,,,,2024-03-18,2024-03-20
63e70e87-7b7c-4db8-adcf-f6ec6a4d6f01,ORD-2024-0053,766f55c6-bd8d-414d-b481-b315180fd94a,f3a3c673-f426-4fec-b8f9-d1907e18ccd4,2024-03-18,2024-03-19,2024-03-19,2024-03-18,4224.0,0.0,0,760.32,4984.32,DELIVERED,PAID,FIELD,,,0,,0,,,Rush order,2024-03-18,2024-03-18
24a1db6a-20e3-412b-83eb-0aa723711d8a,ORD-2024-0054,6768cbbe-636f-40da-9bdd-6bfbbfd44019,fe0888ac-3ea5-4fba-846c-2294c69f1659,2024-03-18,2024-03-19,2024-03-19,,5568.0,0.0,0,1002.24,6570.24,CANCELLED,UNPAID,FIELD,dcb7f651-88db-448f-bb68-5f830938a012,,0,,0,,,,2024-03-18,2024-03-18
e6914441-074e-4162-9286-2946d9b2bf80,ORD-2024-0055,68f1b083-a966-45d7-9568-8fe0199280cf,0de98ea1-d767-49c6-97d0-d792e515bae7,2024-03-19,2024-03-20,2024-03-23,2024-03-23,3264.0,0.0,0,587.52,3851.52,DELIVERED,PAID,TELEGRAM,756ad194-be23-43c3-89a4-80cea145fe78,,0,,0,,,,2024-03-19,2024-03-23
c1285767-1959-4592-abf6-7bd9b51b41e2,ORD-2024-0056,672f6872-5e9a-4153-9cf7-9bad9ee0eff3,92522288-0375-4a48-a9b2-822815269255,2024-03-19,2024-03-22,2024-03-20,2024-03-21,7296.0,229.55,3.15,1271.96,8338.41,DELIVERED,PAID,FIELD,,,0,,1,c361d450-2f4c-46b8-a441-3f819e888d3b,2024-03-19 17:58:00,,2024-03-19,2024-03-21
c277cf82-b190-4d49-8529-1f7ec0da3921,ORD-2024-0057,dc84c823-845e-4588-859b-49a7e3d43b3c,f3a3c673-f426-4fec-b8f9-d1907e18ccd4,2024-03-19,2024-03-22,2024-03-21,2024-03-20,816.0,0.0,0,146.88,962.88,DELIVERED,PAID,FIELD,c89f652e-b6e6-40cd-b5f2-2167e921742b,,0,,0,,,,2024-03-19,2024-03-20
4089c0b1-282c-4258-8239-bbf2e2209e01,ORD-2024-0058,115804b5-d9c6-401e-a450-d16354ecaf2d,0de98ea1-d767-49c6-97d0-d792e515bae7,2024-03-20,2024-03-22,2024-03-24,2024-03-24,1728.0,0.0,0,311.04,2039.04,DELIVERED,PAID,FIELD,d9e605b6-b07d-4a69-8aca-5f2acfe974d1,,0,,0,,,,2024-03-20,2024-03-24
f20b9522-a09e-4d8b-8f54-143211aec4fe,ORD-2024-0059,e239d371-6d2f-47bc-98f7-f79cfbbfb521,f3a3c673-f426-4fec-b8f9-d1907e18ccd4,2024-03-20,2024-03-21,2024-03-23,2024-03-23,3456.0,0.0,0,622.08,4078.08,DELIVERED,PAID,TELEGRAM,fc8285c5-e444-4d15-88c2-c18ebb62ae4e,,0,,0,,,Regular monthly order,2024-03-20,2024-03-23
4e37b4e9-bcde-47c8-8e1d-622c6c7ad2e3,ORD-2024-0060,4260ce4c-5209-476c-afb1-655f9e02133d,f3a3c673-f426-4fec-b8f9-d1907e18ccd4,2024-03-20,2024-03-23,2024-03-23,,1728.0,0.0,0,311.04,2039.04,CANCELLED,UNPAID,PHONE,c774f4fc-af8b-4c52-b891-3b953815630e,,0,,0,,,,2024-03-20,2024-03-20
1473bdbe-c620-438e-9007-8a59e052e1e3,ORD-2024-0061,e239d371-6d2f-47bc-98f7-f79cfbbfb521,f3a3c673-f426-4fec-b8f9-d1907e18ccd4,2024-03-20,2024-03-21,2024-03-23,2024-03-22,5856.0,0.0,0,1054.08,6910.08,DELIVERED,PARTIAL,TELEGRAM,7c57ce55-57fa-482a-80f4-0e1e3cd17505,,0,,0,,,,2024-03-20,2024-03-22
ba765093-5b6c-4b1d-ad6b-552f182ddf6b,ORD-2024-0062,4260ce4c-5209-476c-afb1-655f9e02133d,f3a3c673-f426-4fec-b8f9-d1907e18ccd4,2024-03-21,2024-03-23,2024-03-22,2024-03-21,4128.0,0.0,0,743.04,4871.04,DELIVERED,PAID,TELEGRAM,,,0,,0,,,Regular monthly order,2024-03-21,2024-03-21
4602df09-fd2a-4fa4-891e-2be9b1e8e0d1,ORD-2024-0063,de4699bf-d9e7-45b9-9875-43405fdc2981,f3a3c673-f426-4fec-b8f9-d1907e18ccd4,2024-03-21,2024-03-22,2024-03-22,2024-03-21,7200.0,0.0,0,1296.0,8496.0,DELIVERED,PAID,FIELD,,,0,,0,,,,2024-03-21,2024-03-21
beaeee78-16ea-4683-a927-02167c642326,ORD-2024-0064,8964dfde-f9d0-4250-91ce-6b245cb1ce68,0de98ea1-d767-49c6-97d0-d792e515bae7,2024-03-21,2024-03-22,2024-03-25,2024-03-26,3456.0,83.75,2.42,607.0,3979.25,DELIVERED,PAID,TELEGRAM,4ff7f8b6-c3af-4bb6-969a-7f7c0046f09c,,0,,0,,,,2024-03-21,2024-03-26
acf08d0c-9611-44bc-8007-9088eb160940,ORD-2024-0065,a1165b38-7316-4cb3-85a9-b3308a230b7c,f3a3c673-f426-4fec-b8f9-d1907e18ccd4,2024-03-21,2024-03-22,2024-03-22,2024-03-21,864.0,0.0,0,155.52,1019.52,DELIVERED,PAID,FIELD,,,0,,0,,,Rush order,2024-03-21,2024-03-21
f6acb680-07eb-4bb6-93d7-6a1f0ca6cd9c,ORD-2024-0066,9198bfa1-1b5b-4a67-a310-ac2db2875058,92522288-0375-4a48-a9b2-822815269255,2024-03-21,2024-03-24,2024-03-23,2024-03-24,5904.0,179.29,3.04,1030.45,6755.16,DELIVERED,PARTIAL,FIELD,77bc32ca-9fe3-454c-9610-dba4aa4872a0,,0,,1,c361d450-2f4c-46b8-a441-3f819e888d3b,2024-03-21 14:01:00,,2024-03-21,2024-03-24
7937f7ca-bd39-4307-84a0-0a6ee204691e,ORD-2024-0067,7114cd1c-d765-471a-bbf0-5660d28756dc,f3a3c673-f426-4fec-b8f9-d1907e18ccd4,2024-03-22,2024-03-24,2024-03-24,2024-03-25,6720.0,183.38,2.73,1176.59,7713.21,DELIVERED,PAID,TELEGRAM,,,0,,0,,,,2024-03-22,2024-03-25
0cbb139d-3ef3-472f-a844-a52bd5dc2108,ORD-2024-0068,2505c043-13e5-425f-a34f-ad854ef43c6b,fe0888ac-3ea5-4fba-846c-2294c69f1659,2024-03-22,2024-03-24,2024-03-24,,1632.0,0.0,0,293.76,1925.76,SHIPPED,PARTIAL,TELEGRAM,68f32eb8-e976-44c4-a27c-295464c84070,,0,,0,,,,2024-03-22,2024-03-22
1537371f-cb61-407e-b328-04ad1d0ba9bc,ORD-2024-0069,34d40fdb-61b7-4fcd-8fd7-b6266b662296,fe0888ac-3ea5-4fba-846c-2294c69f1659,2024-03-22,2024-03-25,2024-03-25,2024-03-24,5040.0,0.0,0,907.2,5947.2,DELIVERED,PAID,TELEGRAM,b331c6b4-7121-42a7-ae4c-f46d919d0583,,0,,0,,,,2024-03-22,2024-03-24
