dealer_inventory_id,dealer_id,product_id,current_stock,reorder_point,max_stock,avg_daily_consumption,days_of_stock,last_updated
c9f5f572-82e5-45e7-904a-a0e3d6d63dcf,3021fc48-2b92-41d2-ae1b-1fdcd120a039,72f40484-f49b-4f82-9a99-d22ec799c523,14,8,40,2,7.0,2025-02-18
7d728927-c3d6-4594-8fb0-8318b0e08197,baabea0b-282b-41ac-8a02-f2c72a0ee4ce,17b438d3-0eb9-4489-843d-67569ab2e171,5,8,40,2,2.5,2025-02-22
de051274-772f-449f-8726-2a8d6507c71d,baabea0b-282b-41ac-8a02-f2c72a0ee4ce,691d2da3-3a95-42f4-af6a-57c1f73652fa,5,8,40,3,1.7,2025-02-19
f4583b76-b620-4ae3-8d6f-cd397b64abca,baabea0b-282b-41ac-8a02-f2c72a0ee4ce,72f40484-f49b-4f82-9a99-d22ec799c523,21,8,40,3,7.0,2025-02-21
7e52f9e4-6c4f-4ffb-9ef2-86a44db01a0a,f3add840-d8ad-457e-a501-c460549a2a61,17b438d3-0eb9-4489-843d-67569ab2e171,7,8,40,2,3.5,2025-02-17
207a8029-dcaf-4c3a-a0aa-0507c9f3b0f4,f3add840-d8ad-457e-a501-c460549a2a61,691d2da3-3a95-42f4-af6a-57c1f73652fa,1,8,40,2,0.5,2025-02-23
57cc2563-d7a5-4af3-9049-b0e55ae65dbb,f3add840-d8ad-457e-a501-c460549a2a61,72f40484-f49b-4f82-9a99-d22ec799c523,18,8,40,3,6.0,2025-02-21
d9d09a9d-4304-4e54-9d75-2a7d71dc44d9,fd656c0c-f9a1-4da7-a4c7-8f457f619af2,17b438d3-0eb9-4489-843d-67569ab2e171,25,8,40,2,12.5,2025-02-20
7e6da4f8-f8aa-4cff-b779-bb555db07ee5,fd656c0c-f9a1-4da7-a4c7-8f457f619af2,691d2da3-3a95-42f4-af6a-57c1f73652fa,8,8,40,2,4.0,2025-02-19
8e3fcd18-aad0-4726-add0-5f7195d8cd6c,524e5021-ef84-4ef8-8dd2-373b17b61207,17b438d3-0eb9-4489-843d-67569ab2e171,24,8,40,2,12.0,2025-02-21
b4b1ee2f-f05d-47a6-8b62-f6a5b8886fb7,524e5021-ef84-4ef8-8dd2-373b17b61207,691d2da3-3a95-42f4-af6a-57c1f73652fa,7,8,40,1,7.0,2025-02-19
a5b6f052-fdea-4199-951f-65e963a5a2c0,524e5021-ef84-4ef8-8dd2-373b17b61207,72f40484-f49b-4f82-9a99-d22ec799c523,18,8,40,3,6.0,2025-02-21
f4fce1ac-8bd2-4de8-bff1-fdff7cbe2a31,68f1b083-a966-45d7-9568-8fe0199280cf,17b438d3-0eb9-4489-843d-67569ab2e171,87,30,150,5,17.4,2025-02-21
134840c5-2081-467d-9118-604e395212e6,68f1b083-a966-45d7-9568-8fe0199280cf,691d2da3-3a95-42f4-af6a-57c1f73652fa,59,30,150,6,9.8,2025-02-21
e8e0461b-952d-47eb-b922-22eb92e72a94,68f1b083-a966-45d7-9568-8fe0199280cf,72f40484-f49b-4f82-9a99-d22ec799c523,41,30,150,5,8.2,2025-02-23
b3141557-501b-48dc-ac6b-bfbf135bf75c,3a111a3b-2224-4624-9b80-d7ecddb28395,17b438d3-0eb9-4489-843d-67569ab2e171,50,15,75,2,25.0,2025-02-23
b424cc36-2243-443e-b69f-98d6903c2547,3a111a3b-2224-4624-9b80-d7ecddb28395,691d2da3-3a95-42f4-af6a-57c1f73652fa,13,15,75,4,3.2,2025-02-21
f7506bce-bb94-4fd7-ad8a-e3846e04d22a,587fe5f4-a612-4ee8-8f98-b53fbc7c5b51,17b438d3-0eb9-4489-843d-67569ab2e171,19,15,75,3,6.3,2025-02-18
9e3a68ab-88d5-43d5-8f56-0c037085ca28,587fe5f4-a612-4ee8-8f98-b53fbc7c5b51,691d2da3-3a95-42f4-af6a-57c1f73652fa,19,15,75,3,6.3,2025-02-18
e2421b66-aea5-4894-af36-c44011656d95,587fe5f4-a612-4ee8-8f98-b53fbc7c5b51,72f40484-f49b-4f82-9a99-d22ec799c523,14,15,75,3,4.7,2025-02-22
9be92827-0920-4b3f-8ba0-27867fa3f37b,2566205d-339c-4157-a1f7-c907482ec0a3,17b438d3-0eb9-4489-843d-67569ab2e171,39,15,75,5,7.8,2025-02-23
4275ed39-df5c-4541-8805-2cafd00f14e8,2566205d-339c-4157-a1f7-c907482ec0a3,691d2da3-3a95-42f4-af6a-57c1f73652fa,50,15,75,4,12.5,2025-02-20
404a1be2-b3cf-40d1-ac7a-058c3ddb0558,2566205d-339c-4157-a1f7-c907482ec0a3,72f40484-f49b-4f82-9a99-d22ec799c523,19,15,75,5,3.8,2025-02-17
f82ed42d-8156-4ea4-ac0b-81d90e2564cd,115804b5-d9c6-401e-a450-d16354ecaf2d,17b438d3-0eb9-4489-843d-67569ab2e171,20,8,40,2,10.0,2025-02-20
7a1ccfe6-1326-419c-8cd1-7e164cc25ac2,115804b5-d9c6-401e-a450-d16354ecaf2d,691d2da3-3a95-42f4-af6a-57c1f73652fa,13,8,40,2,6.5,2025-02-23
6722d526-a794-44ad-aaf9-a562933366a6,afefc15d-6186-4e28-b665-0c08ecf4a9ab,17b438d3-0eb9-4489-843d-67569ab2e171,7,8,40,2,3.5,2025-02-22
cbc9fb16-9a1f-45af-82c1-d51d42993955,afefc15d-6186-4e28-b665-0c08ecf4a9ab,691d2da3-3a95-42f4-af6a-57c1f73652fa,3,8,40,2,1.5,2025-02-17
c9a05f23-45ca-4b89-a06e-d14a029584bc,afefc15d-6186-4e28-b665-0c08ecf4a9ab,72f40484-f49b-4f82-9a99-d22ec799c523,25,8,40,1,25.0,2025-02-23
0c669786-e24f-469a-946b-9db3a21eae22,8964dfde-f9d0-4250-91ce-6b245cb1ce68,17b438d3-0eb9-4489-843d-67569ab2e171,17,8,40,2,8.5,2025-02-23
4ef777c8-d838-437d-a6df-c0035429df89,8964dfde-f9d0-4250-91ce-6b245cb1ce68,691d2da3-3a95-42f4-af6a-57c1f73652fa,6,8,40,3,2.0,2025-02-19
3fde4388-7c99-4c21-b572-09d689d91928,8964dfde-f9d0-4250-91ce-6b245cb1ce68,72f40484-f49b-4f82-9a99-d22ec799c523,15,8,40,3,5.0,2025-02-22
7671f28a-73e6-4c2a-b611-5cf5156f0788,256796f6-3eaf-4043-91bf-faa41d78325a,17b438d3-0eb9-4489-843d-67569ab2e171,21,8,40,1,21.0,2025-02-17
ec7ccdea-d23f-4307-be93-46a9547dc11c,256796f6-3eaf-4043-91bf-faa41d78325a,691d2da3-3a95-42f4-af6a-57c1f73652fa,7,8,40,2,3.5,2025-02-18
3ba7f7e3-9cc5-45cd-a6f0-0564ba0aedcd,412af8cf-f49a-46c9-86fd-ee8fc3a1512e,17b438d3-0eb9-4489-843d-67569ab2e171,21,8,40,3,7.0,2025-02-19
221c7703-37f7-4702-9f9a-bb780ceb6761,412af8cf-f49a-46c9-86fd-ee8fc3a1512e,691d2da3-3a95-42f4-af6a-57c1f73652fa,6,8,40,1,6.0,2025-02-22
e9384f61-1cd7-486d-90e2-9bedec4b6d59,4260ce4c-5209-476c-afb1-655f9e02133d,17b438d3-0eb9-4489-843d-67569ab2e171,76,30,150,9,8.4,2025-02-23
6b88699b-fa34-4a2f-9ceb-7d1451ff6182,4260ce4c-5209-476c-afb1-655f9e02133d,691d2da3-3a95-42f4-af6a-57c1f73652fa,98,30,150,6,16.3,2025-02-21
37f43bd8-e674-40c8-9296-1158d537216c,d175149d-f407-43df-900f-8f974386b491,17b438d3-0eb9-4489-843d-67569ab2e171,33,15,75,4,8.2,2025-02-21
16ce5187-2def-43e7-bba4-3f46572b30bb,d175149d-f407-43df-900f-8f974386b491,691d2da3-3a95-42f4-af6a-57c1f73652fa,36,15,75,4,9.0,2025-02-17
9c653b29-2331-4af4-897d-edca9c210013,22e73046-8fe1-47f8-b7e2-c67e1cc1a458,17b438d3-0eb9-4489-843d-67569ab2e171,50,15,75,4,12.5,2025-02-17
7f5bdb21-f2c8-4265-8f90-1e275935f346,22e73046-8fe1-47f8-b7e2-c67e1cc1a458,691d2da3-3a95-42f4-af6a-57c1f73652fa,31,15,75,2,15.5,2025-02-23
497a652d-af48-460a-85c0-6d3d9a1ec801,22e73046-8fe1-47f8-b7e2-c67e1cc1a458,72f40484-f49b-4f82-9a99-d22ec799c523,34,15,75,4,8.5,2025-02-20
6f969069-5921-44b3-bcbc-c9f23cb4d8b0,e239d371-6d2f-47bc-98f7-f79cfbbfb521,17b438d3-0eb9-4489-843d-67569ab2e171,24,8,40,1,24.0,2025-02-21
eff8627d-f0f1-4bcc-980b-9fd59054d5b0,e239d371-6d2f-47bc-98f7-f79cfbbfb521,691d2da3-3a95-42f4-af6a-57c1f73652fa,7,8,40,3,2.3,2025-02-18
eb628714-7af4-4a33-a9be-f52449329d5b,e239d371-6d2f-47bc-98f7-f79cfbbfb521,72f40484-f49b-4f82-9a99-d22ec799c523,16,8,40,2,8.0,2025-02-21
299943e4-3288-47f9-8d04-13f0f200aa72,dc84c823-845e-4588-859b-49a7e3d43b3c,17b438d3-0eb9-4489-843d-67569ab2e171,9,8,40,3,3.0,2025-02-18
6aedf5c9-eb37-495e-bc72-88335ed547ce,dc84c823-845e-4588-859b-49a7e3d43b3c,691d2da3-3a95-42f4-af6a-57c1f73652fa,14,8,40,3,4.7,2025-02-21
2738f465-b078-4969-98bb-6561010b3920,76fd9001-d837-4dd4-9c5d-fae3eabe879a,17b438d3-0eb9-4489-843d-67569ab2e171,25,8,40,2,12.5,2025-02-18
15e8a701-2157-45c4-ac7f-09b910121bfb,76fd9001-d837-4dd4-9c5d-fae3eabe879a,691d2da3-3a95-42f4-af6a-57c1f73652fa,21,8,40,1,21.0,2025-02-22
cfa2742e-b436-4e61-bdb9-1be4a8acf645,76fd9001-d837-4dd4-9c5d-fae3eabe879a,72f40484-f49b-4f82-9a99-d22ec799c523,21,8,40,2,10.5,2025-02-17
256d4dc2-948a-420c-9387-8d48e7ebb85a,9580c8f6-6df1-4dd7-b0aa-6bfc58b89c5c,17b438d3-0eb9-4489-843d-67569ab2e171,16,8,40,2,8.0,2025-02-19
8471d6d7-8f8d-4ab1-b36b-9be3ee14ec3d,9580c8f6-6df1-4dd7-b0aa-6bfc58b89c5c,691d2da3-3a95-42f4-af6a-57c1f73652fa,11,8,40,2,5.5,2025-02-22
962198ef-2b5e-4a27-b15f-c5095c403754,9580c8f6-6df1-4dd7-b0aa-6bfc58b89c5c,72f40484-f49b-4f82-9a99-d22ec799c523,11,8,40,1,11.0,2025-02-18
58fafd10-d2b6-4423-a39c-6b4cfb5aec37,de4699bf-d9e7-45b9-9875-43405fdc2981,17b438d3-0eb9-4489-843d-67569ab2e171,19,15,75,2,9.5,2025-02-20
1520af8f-05f1-47e0-a387-dd7b4c90c252,de4699bf-d9e7-45b9-9875-43405fdc2981,691d2da3-3a95-42f4-af6a-57c1f73652fa,16,15,75,2,8.0,2025-02-21
885e78aa-ab4f-4a6a-b2ef-57639112c67f,5881aaf5-037c-4728-9071-8b104e5413dc,17b438d3-0eb9-4489-843d-67569ab2e171,49,15,75,3,16.3,2025-02-21
cb2b4db3-a796-429e-840e-0227fba9d3bd,5881aaf5-037c-4728-9071-8b104e5413dc,691d2da3-3a95-42f4-af6a-57c1f73652fa,19,15,75,3,6.3,2025-02-19
c76c9b65-ef19-4744-8c69-7edf15c0bcb4,3ea93ee6-b253-4e80-95fc-b60b17ab090e,17b438d3-0eb9-4489-843d-67569ab2e171,49,15,75,3,16.3,2025-02-22
b0abd7ca-9239-4cd0-9955-69253841455c,3ea93ee6-b253-4e80-95fc-b60b17ab090e,691d2da3-3a95-42f4-af6a-57c1f73652fa,12,15,75,5,2.4,2025-02-21
cb084d46-367f-445a-a201-1a44e396362a,3ea93ee6-b253-4e80-95fc-b60b17ab090e,72f40484-f49b-4f82-9a99-d22ec799c523,25,15,75,5,5.0,2025-02-20
c4abd498-36d8-48b9-bfef-1f8b8a3b4d46,766f55c6-bd8d-414d-b481-b315180fd94a,17b438d3-0eb9-4489-843d-67569ab2e171,19,8,40,1,19.0,2025-02-23
9025cc30-9e7a-40f5-9dfc-ca7a76c4406f,766f55c6-bd8d-414d-b481-b315180fd94a,691d2da3-3a95-42f4-af6a-57c1f73652fa,12,8,40,2,6.0,2025-02-22
e222a42b-a810-420a-864b-c6d903fd8610,766f55c6-bd8d-414d-b481-b315180fd94a,72f40484-f49b-4f82-9a99-d22ec799c523,11,8,40,2,5.5,2025-02-23
15604d20-3ee2-43ff-9966-f356af93c854,cbdda1a1-3a43-475c-a2f8-6dce82d99f2f,17b438d3-0eb9-4489-843d-67569ab2e171,19,8,40,2,9.5,2025-02-20
635e3be6-ae63-40f5-86f7-545562118e8b,cbdda1a1-3a43-475c-a2f8-6dce82d99f2f,691d2da3-3a95-42f4-af6a-57c1f73652fa,17,8,40,3,5.7,2025-02-23
4b98f70c-a151-4517-bf6e-5e6c5a6e9403,aa142594-8770-46cb-bf05-77eb4736c7e4,17b438d3-0eb9-4489-843d-67569ab2e171,18,8,40,1,18.0,2025-02-19
ca7e2f1c-6e06-4ed1-b7b5-3555d2c08aaf,aa142594-8770-46cb-bf05-77eb4736c7e4,691d2da3-3a95-42f4-af6a-57c1f73652fa,24,8,40,1,24.0,2025-02-20
9aaad9be-c55d-47e0-8c9b-1c16f42c91f4,aa142594-8770-46cb-bf05-77eb4736c7e4,72f40484-f49b-4f82-9a99-d22ec799c523,6,8,40,3,2.0,2025-02-22
bab96d5c-5729-496f-845d-7b1d4e8095f5,a1165b38-7316-4cb3-85a9-b3308a230b7c,17b438d3-0eb9-4489-843d-67569ab2e171,16,8,40,3,5.3,2025-02-18
08dc77a5-2d5b-4e3b-a35f-d933f5eca9e7,a1165b38-7316-4cb3-85a9-b3308a230b7c,691d2da3-3a95-42f4-af6a-57c1f73652fa,21,8,40,1,21.0,2025-02-20
59c5bf1f-8b83-4d3c-9c50-cad2c15a0e68,a1165b38-7316-4cb3-85a9-b3308a230b7c,72f40484-f49b-4f82-9a99-d22ec799c523,7,8,40,1,7.0,2025-02-20
1852fcd5-1316-4700-aa33-c281826e887f,2cb90ac4-4648-4431-9037-ad47b22ad864,17b438d3-0eb9-4489-843d-67569ab2e171,19,8,40,3,6.3,2025-02-18
994094c9-ab82-4a8d-ae35-a2ddc5e66d58,2cb90ac4-4648-4431-9037-ad47b22ad864,691d2da3-3a95-42f4-af6a-57c1f73652fa,18,8,40,1,18.0,2025-02-19
5b2a9f4a-b9f9-46c3-afab-3b31cfab4171,2cb90ac4-4648-4431-9037-ad47b22ad864,72f40484-f49b-4f82-9a99-d22ec799c523,19,8,40,2,9.5,2025-02-17
82443816-9233-45cf-b4ed-3740624bbd30,7114cd1c-d765-471a-bbf0-5660d28756dc,17b438d3-0eb9-4489-843d-67569ab2e171,18,8,40,1,18.0,2025-02-21
d5c42923-c6bd-4100-ab5c-4820fa0bd923,7114cd1c-d765-471a-bbf0-5660d28756dc,691d2da3-3a95-42f4-af6a-57c1f73652fa,21,8,40,2,10.5,2025-02-19
eebc2d38-7b04-4844-9b44-84cf416838c0,7114cd1c-d765-471a-bbf0-5660d28756dc,72f40484-f49b-4f82-9a99-d22ec799c523,17,8,40,1,17.0,2025-02-21
