visit_id,dealer_id,sales_person_id,visit_date,visit_type,purpose,check_in_time,check_out_time,duration_minutes,check_in_latitude,check_in_longitude,outcome,order_taken,order_id,collection_amount,next_action,next_visit_date,follow_up_required,raw_notes,source,created_at,updated_at
d65664ff-bae4-4d4a-b367-226388e404c9,34d40fdb-61b7-4fcd-8fd7-b6266b662296,fe0888ac-3ea5-4fba-846c-2294c69f1659,2024-04-02,UNPLANNED,COLLECTION,2024-04-02 13:57:00,2024-04-02 14:41:00,44,28.740035,77.136837,SUCCESSFUL,0,,1039,Follow up for order,2024-04-08,0,"Kal delivery aaya tha, sab theek hai. 1 case 1kg ka aur order diya hai.",TELEGRAM,2024-04-02 13:57:00,2024-04-02 14:41:00
5aeb5b77-8fb1-4804-9315-b5b02082513d,34d40fdb-61b7-4fcd-8fd7-b6266b662296,fe0888ac-3ea5-4fba-846c-2294c69f1659,2024-04-11,PLANNED,RELATIONSHIP,2024-04-11 14:24:00,2024-04-11 14:42:00,18,28.740545,77.136065,PARTIALLY_SUCCESSFUL,0,,0,Check stock levels,2024-04-14,1,Met owner's son. Father is unwell. Will follow up next week for order.,TELEGRAM,2024-04-11 14:24:00,2024-04-11 14:42:00
e57a2a7c-437d-47a5-8330-169fcdafc68b,34d40fdb-61b7-4fcd-8fd7-b6266b662296,fe0888ac-3ea5-4fba-846c-2294c69f1659,2024-04-16,PLANNED,COLLECTION,2024-04-16 15:49:00,2024-04-16 16:19:00,30,28.74064,77.136438,SUCCESSFUL,0,,4978,Resolve complaint,2024-04-24,0,"Kal delivery aaya tha, sab theek hai. 1 case 1kg ka aur order diya hai.",TELEGRAM,2024-04-16 15:49:00,2024-04-16 16:19:00
4ac0210c-7bb4-412c-a681-361e76d18051,34d40fdb-61b7-4fcd-8fd7-b6266b662296,fe0888ac-3ea5-4fba-846c-2294c69f1659,2024-04-04,PLANNED,ORDER,2024-04-04 12:45:00,2024-04-04 12:59:00,14,28.740568,77.136621,SUCCESSFUL,1,,0,Process replacement,2024-04-12,0,Stock check kiya - 500g khatam hone wala hai. 3 case ka order Tuesday tak chahiye.,TELEGRAM,2024-04-04 12:45:00,2024-04-04 12:59:00
ab3cdc05-789e-42cc-ab00-374efff2f0cd,34d40fdb-61b7-4fcd-8fd7-b6266b662296,fe0888ac-3ea5-4fba-846c-2294c69f1659,2024-05-21,PLANNED,ORDER,2024-05-21 11:05:00,2024-05-21 11:26:00,21,28.740368,77.13609,SUCCESSFUL,0,,0,Collect payment,2024-05-29,0,New product inquiry - 2kg pack try karna chahte hain. Ordered 1 case trial.,TELEGRAM,2024-05-21 11:05:00,2024-05-21 11:26:00
df0af977-961e-4e4a-8acf-6c5a8c5c9486,34d40fdb-61b7-4fcd-8fd7-b6266b662296,fe0888ac-3ea5-4fba-846c-2294c69f1659,2024-05-15,UNPLANNED,ORDER,2024-05-15 15:24:00,2024-05-15 15:39:00,15,28.740416,77.13698,PARTIALLY_SUCCESSFUL,0,,0,Resolve complaint,2024-05-20,0,Visited store. Low stock on 1kg. Ordered 2 cases for delivery Thursday. Also collected Rs 2500 pending.,TELEGRAM,2024-05-15 15:24:00,2024-05-15 15:39:00
4137fdd0-436c-4f7a-a036-e4f5c32e0640,34d40fdb-61b7-4fcd-8fd7-b6266b662296,fe0888ac-3ea5-4fba-846c-2294c69f1659,2024-05-14,PLANNED,ORDER,2024-05-14 11:27:00,2024-05-14 11:54:00,27,28.739933,77.136239,SUCCESSFUL,1,,0,Resolve complaint,2024-05-24,0,"Quick visit. No order today, stock sufficient. Chai pi aur nikal gaya.",TELEGRAM,2024-05-14 11:27:00,2024-05-14 11:54:00
f0a0c18d-f78b-4b47-8311-9e83583c1cdd,34d40fdb-61b7-4fcd-8fd7-b6266b662296,fe0888ac-3ea5-4fba-846c-2294c69f1659,2024-05-06,PLANNED,COMPLAINT,2024-05-06 14:53:00,2024-05-06 15:27:00,34,28.740186,77.136322,PARTIALLY_SUCCESSFUL,0,,0,Deliver pending stock,2024-05-13,0,"Quick visit. No order today, stock sufficient. Chai pi aur nikal gaya.",TELEGRAM,2024-05-06 14:53:00,2024-05-06 15:27:00
95498b15-2901-4c7a-9482-3ee087f2bde4,34d40fdb-61b7-4fcd-8fd7-b6266b662296,fe0888ac-3ea5-4fba-846c-2294c69f1659,2024-05-08,DROP_SALE,COMPLAINT,2024-05-08 13:47:00,2024-05-08 14:28:00,41,28.740638,77.136313,UNSUCCESSFUL,0,,0,Schedule next visit,2024-05-17,0,Payment pending Rs 12000. Owner ne bola month end pe denge. Reminded about credit limit.,TELEGRAM,2024-05-08 13:47:00,2024-05-08 14:28:00
8e407c17-c7a2-4982-b1b5-fa80e23a9810,34d40fdb-61b7-4fcd-8fd7-b6266b662296,fe0888ac-3ea5-4fba-846c-2294c69f1659,2024-05-22,UNPLANNED,ORDER,2024-05-22 13:53:00,2024-05-22 14:07:00,14,28.740652,77.136396,PARTIALLY_SUCCESSFUL,0,,0,Confirm delivery date,2024-05-27,0,Met owner's son. Father is unwell. Will follow up next week for order.,TELEGRAM,2024-05-22 13:53:00,2024-05-22 14:07:00
6f274da2-8002-4a2f-88e6-32e193c5a474,34d40fdb-61b7-4fcd-8fd7-b6266b662296,fe0888ac-3ea5-4fba-846c-2294c69f1659,2024-05-07,PLANNED,RELATIONSHIP,2024-05-07 10:28:00,2024-05-07 11:08:00,40,28.74039,77.13691,SUCCESSFUL,0,,0,Process replacement,2024-05-10,0,Owner ne kaha 2kg pack slow hai. 500g aur 1kg best seller hai unke yahan.,TELEGRAM,2024-05-07 10:28:00,2024-05-07 11:08:00
7150e8c5-c4bf-446e-b24f-0c58a05d05f7,34d40fdb-61b7-4fcd-8fd7-b6266b662296,fe0888ac-3ea5-4fba-846c-2294c69f1659,2024-06-27,PLANNED,ORDER,2024-06-27 12:42:00,2024-06-27 13:14:00,32,28.740419,77.136632,SUCCESSFUL,0,,0,Process replacement,2024-07-05,0,Bohot rush tha shop mein. 5 min mein baat ki. Order phone pe denge shaam ko.,TELEGRAM,2024-06-27 12:42:00,2024-06-27 13:14:00
594ec50f-83de-408c-becf-b5e500970fbc,34d40fdb-61b7-4fcd-8fd7-b6266b662296,fe0888ac-3ea5-4fba-846c-2294c69f1659,2024-06-03,PLANNED,COLLECTION,2024-06-03 12:28:00,2024-06-03 13:01:00,33,28.740536,77.136677,SUCCESSFUL,0,,13154,Deliver pending stock,2024-06-11,0,"Competitor ka boy bhi aaya tha. Owner ne bola humare rate theek hai, loyal hain.",TELEGRAM,2024-06-03 12:28:00,2024-06-03 13:01:00
deae860d-83fd-4ed3-8600-072a34285546,34d40fdb-61b7-4fcd-8fd7-b6266b662296,fe0888ac-3ea5-4fba-846c-2294c69f1659,2024-06-19,UNPLANNED,ORDER,2024-06-19 11:22:00,2024-06-19 11:51:00,29,28.740377,77.136335,SUCCESSFUL,0,,0,Collect payment,2024-06-29,0,Store closed for renovation. Will reopen in 2 weeks. Check back then.,TELEGRAM,2024-06-19 11:22:00,2024-06-19 11:51:00
a5f8c45d-f045-424f-8517-c841218dbf13,34d40fdb-61b7-4fcd-8fd7-b6266b662296,fe0888ac-3ea5-4fba-846c-2294c69f1659,2024-06-13,PLANNED,COLLECTION,2024-06-13 09:54:00,2024-06-13 10:25:00,31,28.740656,77.136917,SUCCESSFUL,0,,11594,Resolve complaint,2024-06-18,0,Payment collect kiya Rs 8000 cash. All dues clear. Next order Thursday.,TELEGRAM,2024-06-13 09:54:00,2024-06-13 10:25:00
cb28092e-00dd-486e-a846-f3174ef3e029,34d40fdb-61b7-4fcd-8fd7-b6266b662296,fe0888ac-3ea5-4fba-846c-2294c69f1659,2024-06-21,PLANNED,ORDER,2024-06-21 11:11:00,2024-06-21 11:48:00,37,28.740739,77.136437,SUCCESSFUL,0,,0,Process replacement,2024-06-30,1,"Quick visit. No order today, stock sufficient. Chai pi aur nikal gaya.",TELEGRAM,2024-06-21 11:11:00,2024-06-21 11:48:00
d1e87f07-e6b4-4488-acf4-4b3a5b3deca2,34d40fdb-61b7-4fcd-8fd7-b6266b662296,fe0888ac-3ea5-4fba-846c-2294c69f1659,2024-06-25,PLANNED,ORDER,2024-06-25 16:07:00,2024-06-25 16:33:00,26,28.740345,77.136953,PARTIALLY_SUCCESSFUL,0,,0,Check stock levels,2024-07-04,0,Payment pending Rs 12000. Owner ne bola month end pe denge. Reminded about credit limit.,TELEGRAM,2024-06-25 16:07:00,2024-06-25 16:33:00
0081c6b5-a77a-412f-9140-5ca1d99994bf,34d40fdb-61b7-4fcd-8fd7-b6266b662296,fe0888ac-3ea5-4fba-846c-2294c69f1659,2024-06-07,PLANNED,COLLECTION,2024-06-07 13:58:00,2024-06-07 14:13:00,15,28.739974,77.136292,PARTIALLY_SUCCESSFUL,0,,5631,Deliver pending stock,2024-06-15,0,2 case 500g immediate chahiye. Drop sale arrange kiya nearby vehicle se.,TELEGRAM,2024-06-07 13:58:00,2024-06-07 14:13:00
21f1b353-ea79-4067-a4ef-100b798fe043,34d40fdb-61b7-4fcd-8fd7-b6266b662296,fe0888ac-3ea5-4fba-846c-2294c69f1659,2024-06-27,PLANNED,ORDER,2024-06-27 11:31:00,2024-06-27 12:15:00,44,28.740501,77.136987,PARTIALLY_SUCCESSFUL,0,,0,Deliver pending stock,2024-07-07,0,Visited store. Low stock on 1kg. Ordered 2 cases for delivery Thursday. Also collected Rs 2500 pending.,TELEGRAM,2024-06-27 11:31:00,2024-06-27 12:15:00
1621f5cd-dc97-4634-80d9-7820c149907e,34d40fdb-61b7-4fcd-8fd7-b6266b662296,fe0888ac-3ea5-4fba-846c-2294c69f1659,2024-07-01,UNPLANNED,COMPLAINT,2024-07-01 16:08:00,2024-07-01 16:30:00,22,28.74082,77.136492,PARTIALLY_SUCCESSFUL,0,,0,Confirm delivery date,2024-07-10,0,Bohot rush tha shop mein. 5 min mein baat ki. Order phone pe denge shaam ko.,TELEGRAM,2024-07-01 16:08:00,2024-07-01 16:30:00
88274ce4-a05d-4684-85c4-a091ffe91df2,34d40fdb-61b7-4fcd-8fd7-b6266b662296,fe0888ac-3ea5-4fba-846c-2294c69f1659,2024-07-20,PLANNED,ORDER,2024-07-20 09:50:00,2024-07-20 10:14:00,24,28.740394,77.136155,SUCCESSFUL,1,,0,Confirm delivery date,2024-07-30,0,Rs 5000 collection kiya. Baki 3500 next week.,TELEGRAM,2024-07-20 09:50:00,2024-07-20 10:14:00
42e4ae0e-273b-4b36-b0ca-9da28cd635f2,34d40fdb-61b7-4fcd-8fd7-b6266b662296,fe0888ac-3ea5-4fba-846c-2294c69f1659,2024-07-12,PLANNED,RELATIONSHIP,2024-07-12 14:34:00,2024-07-12 14:46:00,12,28.740297,77.136206,PARTIALLY_SUCCESSFUL,0,,0,Process replacement,2024-07-16,0,Met owner's son. Father is unwell. Will follow up next week for order.,TELEGRAM,2024-07-12 14:34:00,2024-07-12 14:46:00
fd04443a-e17b-4c73-b4c3-085636b789f1,34d40fdb-61b7-4fcd-8fd7-b6266b662296,fe0888ac-3ea5-4fba-846c-2294c69f1659,2024-07-15,UNPLANNED,ORDER,2024-07-15 10:49:00,2024-07-15 11:14:00,25,28.740545,77.136848,SUCCESSFUL,0,,0,Process replacement,2024-07-20,0,"Quick visit. No order today, stock sufficient. Chai pi aur nikal gaya.",TELEGRAM,2024-07-15 10:49:00,2024-07-15 11:14:00
d6f1abbf-a8de-493d-bfc3-b74cce7af4e0,34d40fdb-61b7-4fcd-8fd7-b6266b662296,fe0888ac-3ea5-4fba-846c-2294c69f1659,2024-07-01,PLANNED,COLLECTION,2024-07-01 11:20:00,2024-07-01 11:48:00,28,28.740808,77.136501,SUCCESSFUL,0,,4880,Collect payment,2024-07-06,0,Bohot rush tha shop mein. 5 min mein baat ki. Order phone pe denge shaam ko.,TELEGRAM,2024-07-01 11:20:00,2024-07-01 11:48:00
5b215852-c83e-4bb4-a7db-042796b93d3b,34d40fdb-61b7-4fcd-8fd7-b6266b662296,fe0888ac-3ea5-4fba-846c-2294c69f1659,2024-07-12,UNPLANNED,ORDER,2024-07-12 11:15:00,2024-07-12 11:34:00,19,28.740684,77.136748,PARTIALLY_SUCCESSFUL,0,,0,Process replacement,2024-07-22,1,"New month ka order: 3 case 500g, 2 case 1kg. Delivery by Friday. Payment on delivery.",TELEGRAM,2024-07-12 11:15:00,2024-07-12 11:34:00
b06060d6-d90a-4d3f-9913-ca1ba9c9e9f7,34d40fdb-61b7-4fcd-8fd7-b6266b662296,fe0888ac-3ea5-4fba-846c-2294c69f1659,2024-07-17,PLANNED,COLLECTION,2024-07-17 10:25:00,2024-07-17 11:07:00,42,28.740792,77.136356,PARTIALLY_SUCCESSFUL,0,,11882,Confirm delivery date,2024-07-25,0,Stock check kiya - 500g khatam hone wala hai. 3 case ka order Tuesday tak chahiye.,TELEGRAM,2024-07-17 10:25:00,2024-07-17 11:07:00
f8cff0a6-4cb1-464a-8bbf-cc2f93f99254,34d40fdb-61b7-4fcd-8fd7-b6266b662296,fe0888ac-3ea5-4fba-846c-2294c69f1659,2024-08-15,UNPLANNED,RELATIONSHIP,2024-08-15 15:13:00,2024-08-15 15:50:00,37,28.740351,77.13631,PARTIALLY_SUCCESSFUL,0,,0,Schedule next visit,2024-08-23,0,Sharma ji ne bola competition ka rate kam hai. Explained quality difference. Will think and order tomorrow.,TELEGRAM,2024-08-15 15:13:00,2024-08-15 15:50:00
6e503e8f-bc92-4dca-918e-fa2c4ab7331f,34d40fdb-61b7-4fcd-8fd7-b6266b662296,fe0888ac-3ea5-4fba-846c-2294c69f1659,2024-08-21,PLANNED,RELATIONSHIP,2024-08-21 09:02:00,2024-08-21 09:18:00,16,28.740693,77.136003,SUCCESSFUL,0,,0,Deliver pending stock,2024-08-31,0,Bohot rush tha shop mein. 5 min mein baat ki. Order phone pe denge shaam ko.,TELEGRAM,2024-08-21 09:02:00,2024-08-21 09:18:00
f624e967-947f-48ea-9aa8-6b2940c4a318,34d40fdb-61b7-4fcd-8fd7-b6266b662296,fe0888ac-3ea5-4fba-846c-2294c69f1659,2024-08-12,PLANNED,COMPLAINT,2024-08-12 13:05:00,2024-08-12 13:38:00,33,28.740228,77.136891,SUCCESSFUL,0,,0,Deliver pending stock,2024-08-15,0,Complaint about last batch - some packets were damp. Assured replacement. Will send 6 pcs tomorrow.,TELEGRAM,2024-08-12 13:05:00,2024-08-12 13:38:00
e941a2f1-a813-4fa7-b088-2cc0529f99d8,34d40fdb-61b7-4fcd-8fd7-b6266b662296,fe0888ac-3ea5-4fba-846c-2294c69f1659,2024-08-09,PLANNED,ORDER,2024-08-09 10:00:00,2024-08-09 10:23:00,23,28.740082,77.136667,SUCCESSFUL,1,,0,Follow up for order,2024-08-12,0,Rs 5000 collection kiya. Baki 3500 next week.,MANUAL,2024-08-09 10:00:00,2024-08-09 10:23:00
6d4fdab5-fede-4cbb-9c82-a99662e24516,34d40fdb-61b7-4fcd-8fd7-b6266b662296,fe0888ac-3ea5-4fba-846c-2294c69f1659,2024-08-21,PLANNED,ORDER,2024-08-21 10:06:00,2024-08-21 10:36:00,30,28.740239,77.1368,SUCCESSFUL,1,,0,Deliver pending stock,2024-08-26,1,Payment pending Rs 12000. Owner ne bola month end pe denge. Reminded about credit limit.,TELEGRAM,2024-08-21 10:06:00,2024-08-21 10:36:00
40c1e7a0-b4c6-4b97-922a-56c3a8e28cc7,34d40fdb-61b7-4fcd-8fd7-b6266b662296,fe0888ac-3ea5-4fba-846c-2294c69f1659,2024-08-05,PLANNED,COLLECTION,2024-08-05 11:58:00,2024-08-05 12:34:00,36,28.740716,77.136074,SUCCESSFUL,0,,7748,Collect payment,2024-08-10,0,Payment pending Rs 12000. Owner ne bola month end pe denge. Reminded about credit limit.,TELEGRAM,2024-08-05 11:58:00,2024-08-05 12:34:00
982171df-b8d8-480a-a87e-84d789321a3c,34d40fdb-61b7-4fcd-8fd7-b6266b662296,fe0888ac-3ea5-4fba-846c-2294c69f1659,2024-08-15,DROP_SALE,ORDER,2024-08-15 11:15:00,2024-08-15 11:42:00,27,28.740457,77.136708,SUCCESSFUL,1,,0,Schedule next visit,2024-08-18,0,Complaint about last batch - some packets were damp. Assured replacement. Will send 6 pcs tomorrow.,TELEGRAM,2024-08-15 11:15:00,2024-08-15 11:42:00
0d3ae541-7b6b-4afd-818a-b2a92cd5792d,34d40fdb-61b7-4fcd-8fd7-b6266b662296,fe0888ac-3ea5-4fba-846c-2294c69f1659,2024-08-22,PLANNED,ORDER,2024-08-22 09:50:00,2024-08-22 10:15:00,25,28.740356,77.136581,SUCCESSFUL,1,,0,Follow up for order,2024-08-30,0,Sharma ji ne bola competition ka rate kam hai. Explained quality difference. Will think and order tomorrow.,TELEGRAM,2024-08-22 09:50:00,2024-08-22 10:15:00
21b0236c-3c49-4e30-90a3-f39610210e18,34d40fdb-61b7-4fcd-8fd7-b6266b662296,fe0888ac-3ea5-4fba-846c-2294c69f1659,2024-09-17,PLANNED,COLLECTION,2024-09-17 16:49:00,2024-09-17 17:03:00,14,28.73987,77.136203,SUCCESSFUL,0,,1606,Follow up for order,2024-09-26,0,2 case 500g immediate chahiye. Drop sale arrange kiya nearby vehicle se.,TELEGRAM,2024-09-17 16:49:00,2024-09-17 17:03:00
d3024c44-c1dc-4e4b-9948-9f0f27b857da,34d40fdb-61b7-4fcd-8fd7-b6266b662296,fe0888ac-3ea5-4fba-846c-2294c69f1659,2024-09-17,PLANNED,ORDER,2024-09-17 11:17:00,2024-09-17 11:32:00,15,28.740059,77.136795,SUCCESSFUL,0,,0,Check stock levels,2024-09-26,0,Stock check kiya - 500g khatam hone wala hai. 3 case ka order Tuesday tak chahiye.,TELEGRAM,2024-09-17 11:17:00,2024-09-17 11:32:00
e56ef77b-08d4-4302-af7e-357d54f27e1d,34d40fdb-61b7-4fcd-8fd7-b6266b662296,fe0888ac-3ea5-4fba-846c-2294c69f1659,2024-09-18,PLANNED,RELATIONSHIP,2024-09-18 09:15:00,2024-09-18 09:30:00,15,28.739972,77.136599,UNSUCCESSFUL,0,,0,Follow up for order,2024-09-25,0,Visited store. Low stock on 1kg. Ordered 2 cases for delivery Thursday. Also collected Rs 2500 pending.,TELEGRAM,2024-09-18 09:15:00,2024-09-18 09:30:00
7a03fd2e-0ea9-449b-82ca-d149b15433c5,34d40fdb-61b7-4fcd-8fd7-b6266b662296,fe0888ac-3ea5-4fba-846c-2294c69f1659,2024-09-03,PLANNED,ORDER,2024-09-03 14:33:00,2024-09-03 15:16:00,43,28.740577,77.136154,PARTIALLY_SUCCESSFUL,0,,0,Deliver pending stock,2024-09-10,0,Rs 5000 collection kiya. Baki 3500 next week.,TELEGRAM,2024-09-03 14:33:00,2024-09-03 15:16:00
e60e93f9-790b-4929-896b-0851b527ca85,34d40fdb-61b7-4fcd-8fd7-b6266b662296,fe0888ac-3ea5-4fba-846c-2294c69f1659,2024-08-29,PLANNED,ORDER,2024-08-29 10:16:00,2024-08-29 10:30:00,14,28.739911,77.136846,SUCCESSFUL,0,,0,Deliver pending stock,2024-09-06,1,Rs 5000 collection kiya. Baki 3500 next week.,TELEGRAM,2024-08-29 10:16:00,2024-08-29 10:30:00
f102c51c-dd39-4a05-bdd7-ba027ff1eb51,34d40fdb-61b7-4fcd-8fd7-b6266b662296,fe0888ac-3ea5-4fba-846c-2294c69f1659,2024-09-02,PLANNED,COLLECTION,2024-09-02 09:54:00,2024-09-02 10:04:00,10,28.74022,77.136907,SUCCESSFUL,0,,8229,Deliver pending stock,2024-09-05,0,Bohot rush tha shop mein. 5 min mein baat ki. Order phone pe denge shaam ko.,TELEGRAM,2024-09-02 09:54:00,2024-09-02 10:04:00
01d0473d-59fa-4bc7-b8c9-5e359bc782ea,34d40fdb-61b7-4fcd-8fd7-b6266b662296,fe0888ac-3ea5-4fba-846c-2294c69f1659,2024-09-09,PLANNED,COLLECTION,2024-09-09 13:52:00,2024-09-09 14:06:00,14,28.740358,77.136889,SUCCESSFUL,0,,2456,Deliver pending stock,2024-09-15,0,Shop band tha. Neighbor ne bataya Tuesday ko aayenge. Will visit again.,MANUAL,2024-09-09 13:52:00,2024-09-09 14:06:00
819e17e5-f5d5-4490-8eab-e9fe934404b0,34d40fdb-61b7-4fcd-8fd7-b6266b662296,fe0888ac-3ea5-4fba-846c-2294c69f1659,2024-08-31,UNPLANNED,RELATIONSHIP,2024-08-31 13:20:00,2024-08-31 13:35:00,15,28.739864,77.136188,SUCCESSFUL,0,,0,Schedule next visit,2024-09-06,0,Payment pending Rs 12000. Owner ne bola month end pe denge. Reminded about credit limit.,MANUAL,2024-08-31 13:20:00,2024-08-31 13:35:00
6938ea92-e8c3-4ba4-9af6-b23f52208ab2,34d40fdb-61b7-4fcd-8fd7-b6266b662296,fe0888ac-3ea5-4fba-846c-2294c69f1659,2024-09-06,PLANNED,COLLECTION,2024-09-06 12:09:00,2024-09-06 12:19:00,10,28.740089,77.136333,UNSUCCESSFUL,0,,891,Follow up for order,2024-09-14,1,"Kal delivery aaya tha, sab theek hai. 1 case 1kg ka aur order diya hai.",TELEGRAM,2024-09-06 12:09:00,2024-09-06 12:19:00
3f218614-665d-4a96-a07a-3af0f8bf763d,34d40fdb-61b7-4fcd-8fd7-b6266b662296,fe0888ac-3ea5-4fba-846c-2294c69f1659,2024-09-11,PLANNED,COLLECTION,2024-09-11 12:26:00,2024-09-11 13:07:00,41,28.740568,77.13608,UNSUCCESSFUL,0,,2832,Resolve complaint,2024-09-20,0,Owner ne kaha 2kg pack slow hai. 500g aur 1kg best seller hai unke yahan.,TELEGRAM,2024-09-11 12:26:00,2024-09-11 13:07:00
fe58ec8c-10d5-4353-bbad-e4813a9569fd,34d40fdb-61b7-4fcd-8fd7-b6266b662296,fe0888ac-3ea5-4fba-846c-2294c69f1659,2024-10-01,PLANNED,COLLECTION,2024-10-01 15:04:00,2024-10-01 15:17:00,13,28.740093,77.136248,SUCCESSFUL,0,,2641,Check stock levels,2024-10-10,0,Payment collect kiya Rs 8000 cash. All dues clear. Next order Thursday.,TELEGRAM,2024-10-01 15:04:00,2024-10-01 15:17:00
86462445-0543-46e1-bfc2-ae176a7c7db7,34d40fdb-61b7-4fcd-8fd7-b6266b662296,fe0888ac-3ea5-4fba-846c-2294c69f1659,2024-10-10,PLANNED,COMPLAINT,2024-10-10 11:49:00,2024-10-10 12:05:00,16,28.74002,77.136453,SUCCESSFUL,0,,0,Process replacement,2024-10-14,0,"Quick visit. No order today, stock sufficient. Chai pi aur nikal gaya.",TELEGRAM,2024-10-10 11:49:00,2024-10-10 12:05:00
